taxid,family,genus_species,helix_5_occupancy_30_max,amr_fullname,amr_phylum,amr_family,amr_pathogenicity,amr_gram_status
1850347,Sphingomonadaceae,Novosphingobium guangzhouense,30,Novosphingobium guangzhouense,Pseudomonadota,Erythrobacteraceae,Non-pathogenic,Gram-negative
2761622,Sphingomonadaceae,Parasphingopyxis marina,30,Parasphingopyxis marina,Pseudomonadota,Sphingomonadaceae,Non-pathogenic,Gram-negative
2710650,Paracoccaceae,Tabrizicola oligotrophica,30,Tabrizicola oligotrophica,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
2498452,Hyphomicrobiaceae,Rhodomicrobium lacus,28,Rhodomicrobium lacus,Pseudomonadota,Hyphomicrobiaceae,Non-pathogenic,Gram-negative
2306996,Erythrobacteraceae,Tsuneonella suprasediminis,29,Tsuneonella suprasediminis,Pseudomonadota,Erythrobacteraceae,Non-pathogenic,Gram-negative
1208324,Roseobacteraceae,Celeribacter indicus,30,Celeribacter indicus,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
215220,Acetobacteraceae,Komagataeibacter swingsii,30,Komagataeibacter swingsii,Pseudomonadota,Acetobacteraceae,Non-pathogenic,Gram-negative
2705474,Neisseriaceae,Crenobacter caeni,30,Corynebacterium falsenii,Actinomycetota,Corynebacteriaceae,Pathogenic,Gram-positive
1282863,Neisseriaceae,Uruburuella testudinis,30,Uruburuella testudinis,Pseudomonadota,Neisseriaceae,Non-pathogenic,Gram-negative
540251,Paracoccaceae,Rhodovulum steppense,30,Rhodovulum steppense,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
2789856,Paracoccaceae,Pontivivens ytuae,30,Pontivivens ytuae,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
1778672,Sphingomonadaceae,Novosphingobium flavum,30,Novosphingobium flavum,Pseudomonadota,Erythrobacteraceae,Non-pathogenic,Gram-negative
1811225,Oxalobacteraceae,Massilia solisilvae,30,Massilia solisilvae,Pseudomonadota,Oxalobacteraceae,Potentially pathogenic,Gram-negative
1982042,Erythrobacteraceae,Tsuneonella mangrovi,30,Tsuneonella mangrovi,Pseudomonadota,Erythrobacteraceae,Non-pathogenic,Gram-negative
1590614,Roseobacteraceae,Actibacterium ureilyticum,30,Actibacterium ureilyticum,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
361183,Erythrobacteraceae,Altererythrobacter epoxidivorans,30,Altererythrobacter epoxidivorans,Pseudomonadota,Erythrobacteraceae,Non-pathogenic,Gram-negative
45465,Chromobacteriaceae,Vogesella indigofera,30,Vogesella indigofera,Pseudomonadota,Chromobacteriaceae,Non-pathogenic,Gram-negative
1346889,Acetobacteraceae,Neoroseomonas eburnea,30,Roseomonas eburnea,Pseudomonadota,Acetobacteraceae,Potentially pathogenic,Gram-negative
2735915,Paracoccaceae,Alterinioella nitratireducens,30,Alterinioella nitratireducens,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
574964,Yersiniaceae,Rahnella variigena,30,Rahnella variigena,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
2766578,Acetobacteraceae,Komagataeibacter melomenusus,30,Komagataeibacter melomenusus,Pseudomonadota,Acetobacteraceae,Non-pathogenic,Gram-negative
2816250,Yersiniaceae,Rahnella ecdela,30,Rahnella ecdela,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
2909673,Erythrobacteraceae,Qipengyuania spongiae,30,Klebsiella quasipneumoniae similipneumoniae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
2547404,Roseobacteraceae,Roseovarius arcticus,30,Roseovarius arcticus,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
2511995,Xanthomonadaceae,Pseudolysobacter antarcticus,30,Pseudolysobacter antarcticus,Pseudomonadota,Lysobacteraceae,Non-pathogenic,Gram-negative
188906,Roseobacteraceae,Jannaschia helgolandensis,30,Jannaschia helgolandensis,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
2714901,Paracoccaceae,Paracoccus xiamenensis,30,Paracoccus xiamenensis,Pseudomonadota,Rhodobacteraceae,Potentially pathogenic,Gram-negative
2676064,Methylophilaceae,Pseudomethylobacillus aquaticus,30,Pseudomethylobacillus aquaticus,Pseudomonadota,Methylophilaceae,Non-pathogenic,Gram-negative
1395960,Sphingomonadaceae,Sphingomonas gei,29,Sphingomonas gei,Pseudomonadota,Sphingomonadaceae,Potentially pathogenic,Gram-negative
2946698,Neisseriaceae,Snodgrassella gandavensis,30,(unknown name),(unknown phylum),(unknown family),Unknown,NA
2913411,Sphingosinicellaceae,Sandaracinobacteroides sayramensis,30,(unknown name),(unknown phylum),(unknown family),Unknown,NA
2602289,Roseobacteraceae,Roseobacter cerasinus,30,Roseobacter cerasinus,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
1286189,Acetobacteraceae,Gluconacetobacter tumulisoli,30,Gluconacetobacter tumulisoli,Pseudomonadota,Acetobacteraceae,Non-pathogenic,Gram-negative
1614636,Sphingosinicellaceae,Polymorphobacter glacialis,30,Polymorphobacter glacialis,Pseudomonadota,Sphingosinicellaceae,Non-pathogenic,Gram-negative
2547397,Paracoccaceae,Antarcticimicrobium luteum,30,Antarcticimicrobium luteum,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
1679497,Caulobacteraceae,Caulobacter flavus,26,Caulobacter flavus,Pseudomonadota,Caulobacteraceae,Non-pathogenic,Gram-negative
2692179,Oxalobacteraceae,Pseudoduganella guangdongensis,30,Massilia guangdongensis,Pseudomonadota,Oxalobacteraceae,Potentially pathogenic,Gram-negative
1772194,Oxalobacteraceae,Massilia pinisoli,30,Massilia pinisoli,Pseudomonadota,Oxalobacteraceae,Potentially pathogenic,Gram-negative
1481893,Paracoccaceae,Planktotalea arctica,30,Planktotalea arctica,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
1053551,Acetobacteraceae,Komagataeibacter sucrofermentans,30,Komagataeibacter sucrofermentans,Pseudomonadota,Acetobacteraceae,Non-pathogenic,Gram-negative
2717319,Oxalobacteraceae,Massilia antibiotica,30,Photorhabdus asymbiotica,Pseudomonadota,Morganellaceae,Pathogenic,Gram-negative
2494550,Roseobacteraceae,Roseovarius faecimaris,30,Roseovarius faecimaris,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
2590999,Oxalobacteraceae,Glaciimonas soli,30,Glaciimonas soli,Pseudomonadota,Oxalobacteraceae,Non-pathogenic,Gram-negative
266127,Sphingomonadaceae,Sphingomonas soli,30,Sphingomonas soli,Pseudomonadota,Sphingomonadaceae,Potentially pathogenic,Gram-negative
99597,Sphingomonadaceae,Sphingomonas pituitosa,30,Sphingomonas pituitosa,Pseudomonadota,Sphingomonadaceae,Potentially pathogenic,Gram-negative
1559896,Sulfuricellaceae,Sulfuriferula multivorans,30,Sulfuriferula multivorans,Pseudomonadota,Sulfuricellaceae,Non-pathogenic,Gram-negative
1141883,Oxalobacteraceae,Massilia putida,30,Massilia putida,Pseudomonadota,Oxalobacteraceae,Potentially pathogenic,Gram-negative
546,Enterobacteriaceae,Citrobacter freundii,30,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
1365611,Paracoccaceae,Falsirhodobacter deserti,30,Falsirhodobacter deserti,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
2026339,Paracoccaceae,Oceanibium sediminis,30,Oceanibium sediminis,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
34038,Yersiniaceae,Rahnella aquatilis,30,Rahnella aquatilis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
1955250,Sphingomonadaceae,Novosphingobium endophyticum,30,Novosphingobium endophyticum,Pseudomonadota,Erythrobacteraceae,Non-pathogenic,Gram-negative
2807096,Paracoccaceae,Neotabrizicola shimadae,30,Neotabrizicola shimadae,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
41202,Yersiniaceae,Ewingella americana,30,Ewingella americana,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
2592655,Acetobacteraceae,Acetobacter vaccinii,30,Acetobacter vaccinii,Pseudomonadota,Acetobacteraceae,Potentially pathogenic,Gram-negative
1146892,Paracoccaceae,Falsirhodobacter halotolerans,30,Falsirhodobacter halotolerans,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
2305252,Paracoccaceae,Tabrizicola alkalilacus,30,Tabrizicola alkalilacus,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
475083,Roseobacteraceae,Roseovarius aestuarii,30,Roseovarius aestuarii,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
657014,Roseobacteraceae,Thalassobius taeanensis,30,Thalassobius taeanensis,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
2185115,Paracoccaceae,Xinfangfangia soli,30,Xinfangfangia soli,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
472166,Caulobacteraceae,Brevundimonas basaltis,27,Brevundimonas basaltis,Pseudomonadota,Caulobacteraceae,Potentially pathogenic,Gram-negative
2039288,Acetobacteraceae,Bombella mellum,30,Bombella mellum,Pseudomonadota,Acetobacteraceae,Non-pathogenic,Gram-negative
74314,Caulobacteraceae,Brevundimonas alba,27,Brevundimonas alba,Pseudomonadota,Caulobacteraceae,Potentially pathogenic,Gram-negative
28448,Acetobacteraceae,Komagataeibacter xylinus,30,Komagataeibacter xylinus,Pseudomonadota,Acetobacteraceae,Non-pathogenic,Gram-negative
1510574,Yersiniaceae,Rahnella woolbedingensis,30,Rahnella woolbedingensis,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
2809020,Neisseriaceae,Paralysiella testudinis,30,Paralysiella testudinis,Pseudomonadota,Neisseriaceae,Non-pathogenic,Gram-negative
2676234,Sphingomonadaceae,Sphingosinithalassobacter portus,29,Sphingosinithalassobacter portus,Pseudomonadota,Sphingomonadaceae,Non-pathogenic,Gram-negative
538382,Erythrobacteraceae,Pelagerythrobacter marinus,30,Pelagerythrobacter marinus,Pseudomonadota,Erythrobacteraceae,Non-pathogenic,Gram-negative
1256513,Sphingomonadaceae,Novosphingobium colocasiae,30,Novosphingobium colocasiae,Pseudomonadota,Erythrobacteraceae,Non-pathogenic,Gram-negative
270368,Fam_of_Paucibacter,Paucibacter toxinivorans,30,Paucibacter toxinivorans,Pseudomonadota,Comamonadaceae,Non-pathogenic,Gram-negative
1247510,Alcaligenaceae,Verticiella sediminum,30,Verticiella sediminum,Pseudomonadota,Alcaligenaceae,Non-pathogenic,Gram-negative
1196083,Neisseriaceae,Snodgrassella alvi,30,Snodgrassella alvi,Pseudomonadota,Neisseriaceae,Non-pathogenic,Gram-negative
67825,Enterobacteriaceae,Citrobacter rodentium,30,Citrobacter rodentium,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
1395890,Caulobacteraceae,Asticcacaulis endophyticus,28,Asticcacaulis endophyticus,Pseudomonadota,Caulobacteraceae,Non-pathogenic,Gram-negative
265429,Xanthomonadaceae,Silanimonas lenta,29,Silanimonas lenta,Pseudomonadota,Lysobacteraceae,Non-pathogenic,Gram-negative
315423,Roseobacteraceae,Palleronia marisminoris,30,Palleronia marisminoris,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
168471,Chromobacteriaceae,Laribacter hongkongensis,30,Laribacter hongkongensis,Pseudomonadota,Chromobacteriaceae,Pathogenic,Gram-negative
1211806,Sphingomonadaceae,Novosphingobium kunmingense,30,Novosphingobium kunmingense,Pseudomonadota,Erythrobacteraceae,Non-pathogenic,Gram-negative
1811224,Oxalobacteraceae,Massilia terrae,30,Massilia terrae,Pseudomonadota,Oxalobacteraceae,Potentially pathogenic,Gram-negative
1081640,Sphingomonadaceae,Sphingomonas elodea,30,Sphingomonas elodea,Pseudomonadota,Sphingomonadaceae,Potentially pathogenic,Gram-negative
34038,Yersiniaceae,Rahnella aquatilis,30,Rahnella aquatilis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
2588942,Fam_of_Tepidimonas,Tepidimonas alkaliphilus,30,Tepidimonas alkaliphilus,Pseudomonadota,Comamonadaceae,Potentially pathogenic,Gram-negative
1241761,Sphingomonadaceae,Sphingomonas yantingensis,29,Sphingomonas yantingensis,Pseudomonadota,Sphingomonadaceae,Potentially pathogenic,Gram-negative
1470200,Neisseriaceae,Neisseria arctica,30,Neisseria arctica,Pseudomonadota,Neisseriaceae,Potentially pathogenic,Gram-negative
926,Fam_of_Thiomonas,Thiomonas intermedia,29,Thiomonas intermedia,Pseudomonadota,Comamonadaceae,Non-pathogenic,Gram-negative
2259592,Roseobacteraceae,Jannaschia formosa,30,Jannaschia formosa,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
2774145,Xanthomonadaceae,Pseudomarimonas arenosa,30,Pseudomarimonas arenosa,Pseudomonadota,Lysobacteraceae,Non-pathogenic,Gram-negative
1288385,Yersiniaceae,Yersinia pekkanenii,30,Yersinia pekkanenii,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
1737472,Acetobacteraceae,Acetobacter conturbans,30,Acetobacter conturbans,Pseudomonadota,Acetobacteraceae,Potentially pathogenic,Gram-negative
282683,Roseobacteraceae,Salipiger thiooxidans,30,Salipiger thiooxidans,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
1458355,Erwiniaceae,Mixta theicola,30,Mixta theicola,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
194197,Neisseriaceae,Neisseria dentiae,30,Neisseria dentiae,Pseudomonadota,Neisseriaceae,Potentially pathogenic,Gram-negative
2220096,Azospirillaceae,Indioceanicola profundi,29,Indioceanicola profundi,Pseudomonadota,Rhodospirillaceae,Non-pathogenic,Gram-negative
1069161,Chromobacteriaceae,Vogesella fluminis,30,Vogesella fluminis,Pseudomonadota,Chromobacteriaceae,Non-pathogenic,Gram-negative
926,Fam_of_Thiomonas,Thiomonas intermedia,29,Thiomonas intermedia,Pseudomonadota,Comamonadaceae,Non-pathogenic,Gram-negative
1792543,Zoogloeaceae,Thauera phenolivorans,30,Thauera phenolivorans,Pseudomonadota,Zoogloeaceae,Non-pathogenic,Gram-negative
266952,Erythrobacteraceae,Qipengyuania gaetbuli,30,Qipengyuania gaetbuli,Pseudomonadota,Erythrobacteraceae,Non-pathogenic,Gram-negative
1905730,Pectobacteriaceae,Pectobacterium parmentieri,30,Pectobacterium parmentieri,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
2576383,Roseobacteraceae,Roseovarius bejariae,30,Roseovarius bejariae,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
67824,Enterobacteriaceae,Citrobacter farmeri,30,Citrobacter farmeri,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
34003,Paracoccaceae,Paracoccus aminophilus,30,Paracoccus aminophilus,Pseudomonadota,Rhodobacteraceae,Potentially pathogenic,Gram-negative
266,Paracoccaceae,Paracoccus denitrificans,30,Paracoccus denitrificans,Pseudomonadota,Rhodobacteraceae,Potentially pathogenic,Gram-negative
357240,Enterobacteriaceae,Franconibacter helveticus,30,Franconibacter helveticus,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
1781211,Sulfuricellaceae,Sulfuriferula thiophila,30,Sulfuriferula thiophila,Pseudomonadota,Sulfuricellaceae,Non-pathogenic,Gram-negative
2500533,Paracoccaceae,Pseudorhodobacter turbinis,30,Pseudorhodobacter turbinis,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
34038,Yersiniaceae,Rahnella aquatilis,30,Rahnella aquatilis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
2571150,Erythrobacteraceae,Croceicoccus sediminis,28,Croceicoccus sediminis,Pseudomonadota,Erythrobacteraceae,Non-pathogenic,Gram-negative
58169,Yersiniaceae,Rahnella inusitata,30,Rahnella inusitata,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
77008,Paracoccaceae,Pseudorhodobacter ferrugineus,30,Pseudorhodobacter ferrugineus,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
1539051,Acetobacteraceae,Bombella intestini,30,Bombella intestini,Pseudomonadota,Acetobacteraceae,Non-pathogenic,Gram-negative
47994,Sphaerotilaceae,Leptothrix mobilis,30,Leptothrix mobilis,Pseudomonadota,Comamonadaceae,Non-pathogenic,Gram-negative
34071,Oxalobacteraceae,Telluria mixta,30,Telluria mixta,Pseudomonadota,Oxalobacteraceae,Non-pathogenic,Gram-negative
28068,Sphaerotilaceae,Rubrivivax gelatinosus,30,Rubrivivax gelatinosus,Pseudomonadota,Comamonadaceae,Non-pathogenic,Gram-negative
696762,Paracoccaceae,Planktotalea frisia,30,Planktotalea frisia,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
2835787,Sphingosinicellaceae,Polymorphobacter megasporae,30,Polymorphobacter megasporae,Pseudomonadota,Sphingosinicellaceae,Non-pathogenic,Gram-negative
263378,Roseobacteraceae,Salipiger mucosus,30,Salipiger mucosus,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
857335,Rhodocyclaceae,Candidatus Dactylopiibacterium carminicum,30,(unknown name),(unknown phylum),(unknown family),Unknown,NA
1267021,Orbaceae,Frischella perrara,30,Frischella perrara,Pseudomonadota,Orbaceae,Non-pathogenic,Gram-negative
1565605,Sterolibacteriaceae,Rugosibacter aromaticivorans,30,Rugosibacter aromaticivorans,Pseudomonadota,Rhodocyclaceae,Non-pathogenic,Gram-negative
367190,Yersiniaceae,Yersinia similis,30,Yersinia similis,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
1402135,Roseobacteraceae,Pseudosulfitobacter pseudonitzschiae,30,Pseudosulfitobacter pseudonitzschiae,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
2766577,Acetobacteraceae,Komagataeibacter melaceti,30,Komagataeibacter melaceti,Pseudomonadota,Acetobacteraceae,Non-pathogenic,Gram-negative
171865,Sulfuricellaceae,Sulfuriferula plumbiphila,30,Sulfuriferula plumbiphila,Pseudomonadota,Sulfuricellaceae,Non-pathogenic,Gram-negative
292222,Erythrobacteraceae,Tsuneonella troitsensis,30,Tsuneonella troitsensis,Pseudomonadota,Erythrobacteraceae,Non-pathogenic,Gram-negative
2136175,Zoogloeaceae,Pseudothauera lacus,30,Pseudothauera lacus,Pseudomonadota,Zoogloeaceae,Non-pathogenic,Gram-negative
2030009,Paracoccaceae,Tabrizicola formosa,30,(unknown name),(unknown phylum),(unknown family),Unknown,NA
1217274,Caulobacteraceae,Asticcacaulis solisilvae,28,Asticcacaulis solisilvae,Pseudomonadota,Caulobacteraceae,Non-pathogenic,Gram-negative
225971,Erythrobacteraceae,Qipengyuania citrea,30,Qipengyuania citrea,Pseudomonadota,Erythrobacteraceae,Non-pathogenic,Gram-negative
994320,Erythrobacteraceae,Qipengyuania pelagi,30,Qipengyuania pelagi,Pseudomonadota,Erythrobacteraceae,Non-pathogenic,Gram-negative
2760093,Paracoccaceae,Paracoccus amoyensis,30,Paracoccus amoyensis,Pseudomonadota,Rhodobacteraceae,Potentially pathogenic,Gram-negative
2603856,Oxalobacteraceae,Lacisediminimonas profundi,30,Lacisediminimonas profundi,Pseudomonadota,Oxalobacteraceae,Non-pathogenic,Gram-negative
1280948,Hyphomonadaceae,Hyphomonas atlantica,25,Hyphomonas atlantica,Pseudomonadota,Hyphomonadaceae,Non-pathogenic,Gram-negative
290112,Morganellaceae,Xenorhabdus szentirmaii,30,Xenorhabdus szentirmaii,Pseudomonadota,Morganellaceae,Non-pathogenic,Gram-negative
1452487,Neisseriaceae,Crenobacter luteus,30,Crenobacter luteus,Pseudomonadota,Neisseriaceae,Non-pathogenic,Gram-negative
2899544,Enterobacteriaceae,Intestinirhabdus alba,30,Intestinirhabdus alba,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
1639133,Enterobacteriaceae,Citrobacter portucalensis,30,Citrobacter portucalensis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
396013,Paracoccaceae,Pseudooceanicola marinus,30,Pseudooceanicola marinus,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
1646373,Yersiniaceae,Rouxiella silvae,30,Rouxiella silvae,Pseudomonadota,Yersiniaceae,Non-pathogenic,Gram-negative
2867233,Erythrobacteraceae,Qipengyuania aurantiaca,30,Exiguobacterium aurantiacum,Bacillota,Bacillaceae,Pathogenic,Gram-positive
34038,Yersiniaceae,Rahnella aquatilis,30,Rahnella aquatilis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
34038,Yersiniaceae,Rahnella aquatilis,30,Rahnella aquatilis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
1141890,Sphingomonadaceae,Sphingomonas guangdongensis,30,Sphingomonas guangdongensis,Pseudomonadota,Sphingomonadaceae,Potentially pathogenic,Gram-negative
431059,Comamonadaceae,Pelomonas puraquae,30,Pelomonas puraquae,Pseudomonadota,Comamonadaceae,Non-pathogenic,Gram-negative
339866,Fam_of_Thiomonas,Thiomonas bhubaneswarensis,29,Thiomonas bhubaneswarensis,Pseudomonadota,Comamonadaceae,Non-pathogenic,Gram-negative
34038,Yersiniaceae,Rahnella aquatilis,30,Rahnella aquatilis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
1844006,Roseobacteraceae,Phaeobacter porticola,30,Phaeobacter porticola,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
1655433,Fam_sulfur-oxidizing/1-216 symbionts,Candidatus Thiodiazotropha endolucinida,30,(unknown name),(unknown phylum),(unknown family),Unknown,NA
34038,Yersiniaceae,Rahnella aquatilis,30,Rahnella aquatilis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
1220491,Robiginitomaculaceae,Litorimonas cladophorae,26,Litorimonas cladophorae,Pseudomonadota,Hyphomonadaceae,Non-pathogenic,Gram-negative
2801341,Oxalobacteraceae,Noviherbaspirillum pedocola,30,Noviherbaspirillum pedocola,Pseudomonadota,Oxalobacteraceae,Non-pathogenic,Gram-negative
2686017,Neisseriaceae,Craterilacuibacter sinensis,30,Craterilacuibacter sinensis,Pseudomonadota,Neisseriaceae,Non-pathogenic,Gram-negative
692370,Erythrobacteraceae,Tsuneonella dongtanensis,29,Tsuneonella dongtanensis,Pseudomonadota,Erythrobacteraceae,Non-pathogenic,Gram-negative
491954,Oceanospirillaceae,Marinomonas pollencensis,29,Marinomonas pollencensis,Pseudomonadota,Oceanospirillaceae,Non-pathogenic,Gram-negative
2867236,Erythrobacteraceae,Qipengyuania xiapuensis,29,(unknown name),(unknown phylum),(unknown family),Unknown,NA
182180,Rhodocyclaceae,Aromatoleum anaerobium,30,Aromatoleum anaerobium,Pseudomonadota,Zoogloeaceae,Non-pathogenic,Gram-negative
2796149,Paracoccaceae,Paracoccus binzhouensis,30,Paracoccus sanguinis,Pseudomonadota,Rhodobacteraceae,Pathogenic,Gram-negative
34038,Yersiniaceae,Rahnella aquatilis,30,Rahnella aquatilis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
2039164,Acetobacteraceae,Bombella favorum,30,Bombella favorum,Pseudomonadota,Acetobacteraceae,Non-pathogenic,Gram-negative
34004,Paracoccaceae,Paracoccus aminovorans,30,Paracoccus aminovorans,Pseudomonadota,Rhodobacteraceae,Potentially pathogenic,Gram-negative
1510573,Yersiniaceae,Rahnella bruchi,30,Rahnella bruchi,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
351614,Morganellaceae,Xenorhabdus stockiae,30,Xenorhabdus stockiae,Pseudomonadota,Morganellaceae,Non-pathogenic,Gram-negative
266,Paracoccaceae,Paracoccus denitrificans,30,Paracoccus denitrificans,Pseudomonadota,Rhodobacteraceae,Potentially pathogenic,Gram-negative
488,Neisseriaceae,Neisseria mucosa,30,Neisseria mucosa,Pseudomonadota,Neisseriaceae,Pathogenic,Gram-negative
2613965,Paracoccaceae,Pseudopuniceibacterium antarcticum,30,Pseudopuniceibacterium antarcticum,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
964,Oxalobacteraceae,Herbaspirillum seropedicae,30,Herbaspirillum seropedicae,Pseudomonadota,Oxalobacteraceae,Pathogenic,Gram-negative
632,Yersiniaceae,Yersinia pestis,30,Yersinia pestis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
607711,Neisseriaceae,Neisseria wadsworthii,30,Neisseria wadsworthii,Pseudomonadota,Neisseriaceae,Potentially pathogenic,Gram-negative
2867238,Erythrobacteraceae,Qipengyuania psychrotolerans,29,Pseudomonas oryzihabitans,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
2725557,Chromobacteriaceae,Leeia aquatica,30,Leeia aquatica,Pseudomonadota,Chromobacteriaceae,Non-pathogenic,Gram-negative
964,Oxalobacteraceae,Herbaspirillum seropedicae,30,Herbaspirillum seropedicae,Pseudomonadota,Oxalobacteraceae,Pathogenic,Gram-negative
2918765,Sphingomonadaceae,Sphingomonas qomolangmaensis,30,Sphingomonas koreensis,Pseudomonadota,Sphingomonadaceae,Pathogenic,Gram-negative
428990,Sphingomonadaceae,Novosphingobium mathurense,30,Novosphingobium mathurense,Pseudomonadota,Erythrobacteraceae,Non-pathogenic,Gram-negative
863372,Oxalobacteraceae,Herbaspirillum huttiense,30,Herbaspirillum huttiense,Pseudomonadota,Oxalobacteraceae,Pathogenic,Gram-negative
76115,Rhodocyclaceae,Aromatoleum bremense,30,Aromatoleum bremense,Pseudomonadota,Zoogloeaceae,Non-pathogenic,Gram-negative
2763499,Morganellaceae,Xenorhabdus lircayensis,30,Xenorhabdus lircayensis,Pseudomonadota,Morganellaceae,Non-pathogenic,Gram-negative
2029884,Sphingomonadaceae,Novosphingobium clariflavum,30,Novosphingobium clariflavum,Pseudomonadota,Erythrobacteraceae,Non-pathogenic,Gram-negative
988801,Erwiniaceae,Rosenbergiella nectarea,30,Rosenbergiella nectarea,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
208216,Parvularculaceae,Parvularcula bermudensis,30,Parvularcula bermudensis,Pseudomonadota,Parvularculaceae,Non-pathogenic,Gram-negative
493,Neisseriaceae,Neisseria canis,30,Neisseria canis,Pseudomonadota,Neisseriaceae,Pathogenic,Gram-negative
1442366,Oxalobacteraceae,Massilia norwichensis,30,Massilia norwichensis,Pseudomonadota,Oxalobacteraceae,Potentially pathogenic,Gram-negative
1119056,Budviciaceae,Budvicia diplopodorum,30,Budvicia diplopodorum,Pseudomonadota,Budviciaceae,Potentially pathogenic,Gram-negative
568098,Roseobacteraceae,Salipiger aestuarii,30,Salipiger aestuarii,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
1873484,Morganellaceae,Xenorhabdus thuongxuanensis,30,Xenorhabdus thuongxuanensis,Pseudomonadota,Morganellaceae,Non-pathogenic,Gram-negative
1064518,Oxalobacteraceae,Noviherbaspirillum soli,30,Noviherbaspirillum soli,Pseudomonadota,Oxalobacteraceae,Non-pathogenic,Gram-negative
485,Neisseriaceae,Neisseria gonorrhoeae,30,Neisseria gonorrhoeae,Pseudomonadota,Neisseriaceae,Pathogenic,Gram-negative
158841,Budviciaceae,Leminorella richardii,30,Leminorella richardii,Pseudomonadota,Budviciaceae,Potentially pathogenic,Gram-negative
1280946,Hyphomonadaceae,Hyphomonas beringensis,27,Hyphomonas beringensis,Pseudomonadota,Hyphomonadaceae,Non-pathogenic,Gram-negative
