Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
SH3 domain-containing protein [Mesobacillus campisalis],Mesobacillus campisalis,119,119,98%,2e-28,36.99,584,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_241481640.1?report=genbank&log$=prottop&blast_rank=1440&RID=96JFA6P2016"",""WP_241481640.1"")"
N-acetylmuramoyl-L-alanine amidase [Cohnella ginsengisoli],Cohnella ginsengisoli,119,119,88%,2e-28,39.35,502,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_277565459.1?report=genbank&log$=prottop&blast_rank=1441&RID=96JFA6P2016"",""WP_277565459.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus contaminans],Paenibacillus contaminans,119,119,98%,2e-28,38.15,600,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_158560672.1?report=genbank&log$=prottop&blast_rank=1442&RID=96JFA6P2016"",""WP_158560672.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Selenihalanaerobacter shriftii],Selenihalanaerobacter shriftii,118,118,98%,2e-28,41.04,453,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_078810741.1?report=genbank&log$=prottop&blast_rank=1443&RID=96JFA6P2016"",""WP_078810741.1"")"
N-acetylmuramoyl-L-alanine amidase [Alkalihalobacillus patagoniensis],Alkalihalobacillus patagoniensis,115,115,98%,2e-28,35.84,279,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_078394124.1?report=genbank&log$=prottop&blast_rank=1444&RID=96JFA6P2016"",""WP_078394124.1"")"
N-acetylmuramoyl-L-alanine amidase [Pelotomaculum schinkii],Pelotomaculum schinkii,119,119,98%,2e-28,37.36,600,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190239315.1?report=genbank&log$=prottop&blast_rank=1445&RID=96JFA6P2016"",""WP_190239315.1"")"
SH3 domain-containing protein [Metabacillus kandeliae],Metabacillus kandeliae,119,119,98%,2e-28,37.57,566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_231787623.1?report=genbank&log$=prottop&blast_rank=1446&RID=96JFA6P2016"",""WP_231787623.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptococcus salivarius],Streptococcus salivarius,119,119,100%,2e-28,38.02,708,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_175057132.1?report=genbank&log$=prottop&blast_rank=1447&RID=96JFA6P2016"",""WP_175057132.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus alveayuensis],Bacillus alveayuensis,118,118,98%,2e-28,38.15,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_044894681.1?report=genbank&log$=prottop&blast_rank=1448&RID=96JFA6P2016"",""WP_044894681.1"")"
N-acetylmuramoyl-L-alanine amidase [Mesobacillus zeae],Mesobacillus zeae,114,114,99%,2e-28,37.14,238,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246370298.1?report=genbank&log$=prottop&blast_rank=1449&RID=96JFA6P2016"",""WP_246370298.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus forsythiae],Paenibacillus forsythiae,115,115,99%,2e-28,35.39,287,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_025697421.1?report=genbank&log$=prottop&blast_rank=1450&RID=96JFA6P2016"",""WP_025697421.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenalkalicoccus suaedae],Paenalkalicoccus suaedae,118,118,99%,2e-28,34.66,462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_176010678.1?report=genbank&log$=prottop&blast_rank=1451&RID=96JFA6P2016"",""WP_176010678.1"")"
SH3 domain-containing protein [Metabacillus schmidteae],Metabacillus schmidteae,119,119,98%,2e-28,38.15,594,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_102229511.1?report=genbank&log$=prottop&blast_rank=1452&RID=96JFA6P2016"",""WP_102229511.1"")"
cell wall-binding repeat-containing protein [Clostridium magnum],Clostridium magnum,119,119,99%,2e-28,36.46,506,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_066628637.1?report=genbank&log$=prottop&blast_rank=1453&RID=96JFA6P2016"",""WP_066628637.1"")"
N-acetylmuramoyl-L-alanine amidase [Geomonas paludis],Geomonas paludis,117,117,98%,2e-28,34.74,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_183346569.1?report=genbank&log$=prottop&blast_rank=1454&RID=96JFA6P2016"",""WP_183346569.1"")"
N-acetylmuramoyl-L-alanine amidase [Geomonas azotofigens],Geomonas azotofigens,117,117,98%,2e-28,35.21,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_216510530.1?report=genbank&log$=prottop&blast_rank=1455&RID=96JFA6P2016"",""WP_216510530.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptococcus halitosis],Streptococcus halitosis,119,119,98%,2e-28,36.60,599,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_109289753.1?report=genbank&log$=prottop&blast_rank=1456&RID=96JFA6P2016"",""WP_109289753.1"")"
N-acetylmuramoyl-L-alanine amidase [Mediterraneibacter butyricigenes],Mediterraneibacter butyricigenes,114,114,100%,2e-28,34.24,232,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_243112708.1?report=genbank&log$=prottop&blast_rank=1457&RID=96JFA6P2016"",""WP_243112708.1"")"
N-acetylmuramoyl-L-alanine amidase [Halanaerobacter jeridensis],Halanaerobacter jeridensis,114,114,99%,2e-28,38.89,244,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_204702819.1?report=genbank&log$=prottop&blast_rank=1458&RID=96JFA6P2016"",""WP_204702819.1"")"
N-acetylmuramoyl-L-alanine amidase [Lacticaseibacillus yichunensis],Lacticaseibacillus yichunensis,117,117,100%,2e-28,36.00,438,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_125696359.1?report=genbank&log$=prottop&blast_rank=1459&RID=96JFA6P2016"",""WP_125696359.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus mesophilus],Paenibacillus mesophilus,119,119,98%,2e-28,37.57,662,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_138878305.1?report=genbank&log$=prottop&blast_rank=1460&RID=96JFA6P2016"",""WP_138878305.1"")"
N-acetylmuramoyl-L-alanine amidase [Roseibacillus persicicus],Roseibacillus persicicus,112,112,99%,2e-28,37.36,199,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_189571548.1?report=genbank&log$=prottop&blast_rank=1461&RID=96JFA6P2016"",""WP_189571548.1"")"
N-acetylmuramoyl-L-alanine amidase [Campylobacter insulaenigrae],Campylobacter insulaenigrae,119,119,100%,2e-28,36.70,625,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235362645.1?report=genbank&log$=prottop&blast_rank=1462&RID=96JFA6P2016"",""WP_235362645.1"")"
N-acetylmuramoyl-L-alanine amidase [Halothermothrix orenii],Halothermothrix orenii,119,119,98%,2e-28,40.46,746,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012636483.1?report=genbank&log$=prottop&blast_rank=1463&RID=96JFA6P2016"",""WP_012636483.1"")"
N-acetylmuramoyl-L-alanine amidase [Aneurinibacillus tyrosinisolvens],Aneurinibacillus tyrosinisolvens,119,119,98%,2e-28,34.68,577,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052947986.1?report=genbank&log$=prottop&blast_rank=1464&RID=96JFA6P2016"",""WP_052947986.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus aestuarii],Paenibacillus aestuarii,118,118,98%,2e-28,36.99,496,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_270880919.1?report=genbank&log$=prottop&blast_rank=1465&RID=96JFA6P2016"",""WP_270880919.1"")"
N-acetylmuramoyl-L-alanine amidase [Lysinibacillus contaminans],Lysinibacillus contaminans,119,119,99%,2e-28,38.42,633,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_053585335.1?report=genbank&log$=prottop&blast_rank=1466&RID=96JFA6P2016"",""WP_053585335.1"")"
N-acetylmuramoyl-L-alanine amidase [Dellaglioa algida],Dellaglioa algida,115,115,98%,2e-28,36.42,285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_057973596.1?report=genbank&log$=prottop&blast_rank=1467&RID=96JFA6P2016"",""WP_057973596.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Caldanaerobius polysaccharolyticus],Caldanaerobius polysaccharolyticus,119,119,99%,2e-28,40.57,565,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_156940162.1?report=genbank&log$=prottop&blast_rank=1468&RID=96JFA6P2016"",""WP_156940162.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudalkalibacillus caeni],Pseudalkalibacillus caeni,118,118,99%,2e-28,35.63,489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_171016648.1?report=genbank&log$=prottop&blast_rank=1469&RID=96JFA6P2016"",""WP_171016648.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus glacialis],Paenibacillus glacialis,114,114,98%,2e-28,35.84,244,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068536550.1?report=genbank&log$=prottop&blast_rank=1470&RID=96JFA6P2016"",""WP_068536550.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus faecis],Paenibacillus faecis,118,118,98%,2e-28,37.57,500,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_213504358.1?report=genbank&log$=prottop&blast_rank=1471&RID=96JFA6P2016"",""WP_213504358.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus caeni],Oceanobacillus caeni,117,117,99%,2e-28,36.21,370,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_244986944.1?report=genbank&log$=prottop&blast_rank=1472&RID=96JFA6P2016"",""WP_244986944.1"")"
N-acetylmuramoyl-L-alanine amidase [Geomonas oryzisoli],Geomonas oryzisoli,117,117,98%,2e-28,34.74,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_216798703.1?report=genbank&log$=prottop&blast_rank=1473&RID=96JFA6P2016"",""WP_216798703.1"")"
N-acetylmuramoyl-L-alanine amidase [Parageobacillus thermoglucosidasius],Parageobacillus thermoglucosidasius,118,118,99%,2e-28,36.16,515,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_042384701.1?report=genbank&log$=prottop&blast_rank=1474&RID=96JFA6P2016"",""WP_042384701.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptococcus timonensis],Streptococcus timonensis,119,119,98%,2e-28,34.90,545,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_075567003.1?report=genbank&log$=prottop&blast_rank=1475&RID=96JFA6P2016"",""WP_075567003.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus senegalensis],Paenibacillus senegalensis,118,118,98%,2e-28,37.57,482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_081505141.1?report=genbank&log$=prottop&blast_rank=1476&RID=96JFA6P2016"",""WP_081505141.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptococcus],Streptococcus,119,119,98%,2e-28,36.60,599,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_049518941.1?report=genbank&log$=prottop&blast_rank=1477&RID=96JFA6P2016"",""WP_049518941.1"")"
SH3 domain-containing protein [Lysinibacillus yapensis],Lysinibacillus yapensis,119,119,99%,2e-28,38.86,541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_118875683.1?report=genbank&log$=prottop&blast_rank=1478&RID=96JFA6P2016"",""WP_118875683.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerosalibacter bizertensis],Anaerosalibacter bizertensis,113,113,98%,2e-28,42.05,219,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_216382871.1?report=genbank&log$=prottop&blast_rank=1479&RID=96JFA6P2016"",""WP_216382871.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Heliobacterium chlorum],Heliobacterium chlorum,118,118,100%,2e-28,36.57,513,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188039029.1?report=genbank&log$=prottop&blast_rank=1480&RID=96JFA6P2016"",""WP_188039029.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus],Paenibacillus,118,118,98%,2e-28,36.99,507,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_127566809.1?report=genbank&log$=prottop&blast_rank=1481&RID=96JFA6P2016"",""WP_127566809.1"")"
N-acetylmuramoyl-L-alanine amidase [Brevibacillus porteri],Brevibacillus porteri,116,116,98%,2e-28,36.78,368,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_106836562.1?report=genbank&log$=prottop&blast_rank=1482&RID=96JFA6P2016"",""WP_106836562.1"")"
N-acetylmuramoyl-L-alanine amidase [Paeniclostridium sordellii],Paeniclostridium sordellii,113,113,98%,2e-28,44.25,233,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_101508373.1?report=genbank&log$=prottop&blast_rank=1483&RID=96JFA6P2016"",""WP_101508373.1"")"
N-acetylmuramoyl-L-alanine amidase [Brochothrix campestris],Brochothrix campestris,113,113,99%,2e-28,32.76,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_232217893.1?report=genbank&log$=prottop&blast_rank=1484&RID=96JFA6P2016"",""WP_232217893.1"")"
N-acetylmuramoyl-L-alanine amidase [Planococcus kocurii],Planococcus kocurii,112,112,98%,2e-28,35.06,182,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_058385921.1?report=genbank&log$=prottop&blast_rank=1485&RID=96JFA6P2016"",""WP_058385921.1"")"
SH3 domain-containing protein [Bacillus],Bacillus,118,118,98%,2e-28,36.99,517,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_106020185.1?report=genbank&log$=prottop&blast_rank=1486&RID=96JFA6P2016"",""WP_106020185.1"")"
N-acetylmuramoyl-L-alanine amidase [Cetobacterium],Cetobacterium,116,116,100%,2e-28,35.51,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_040406857.1?report=genbank&log$=prottop&blast_rank=1487&RID=96JFA6P2016"",""WP_040406857.1"")"
N-acetylmuramoyl-L-alanine amidase [Sediminibacillus dalangtanensis],Sediminibacillus dalangtanensis,114,114,98%,2e-28,39.55,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_209367638.1?report=genbank&log$=prottop&blast_rank=1488&RID=96JFA6P2016"",""WP_209367638.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus smithii],Bacillus smithii,117,117,100%,2e-28,37.14,418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_048623744.1?report=genbank&log$=prottop&blast_rank=1489&RID=96JFA6P2016"",""WP_048623744.1"")"
N-acetylmuramoyl-L-alanine amidase [Cohnella algarum],Cohnella algarum,114,114,98%,2e-28,36.72,280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_205428442.1?report=genbank&log$=prottop&blast_rank=1490&RID=96JFA6P2016"",""WP_205428442.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus massiliensis],Paenibacillus massiliensis,118,118,98%,2e-28,38.98,512,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_018886150.1?report=genbank&log$=prottop&blast_rank=1491&RID=96JFA6P2016"",""WP_018886150.1"")"
SH3 domain-containing protein [Cytobacillus firmus],Cytobacillus firmus,119,119,98%,2e-28,36.42,581,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235831075.1?report=genbank&log$=prottop&blast_rank=1492&RID=96JFA6P2016"",""WP_235831075.1"")"
N-acetylmuramoyl-L-alanine amidase [Anoxybacillus vitaminiphilus],Anoxybacillus vitaminiphilus,118,118,98%,2e-28,37.57,479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_111645850.1?report=genbank&log$=prottop&blast_rank=1493&RID=96JFA6P2016"",""WP_111645850.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus rubiinfantis],Bacillus rubiinfantis,112,112,99%,2e-28,38.20,185,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_042356188.1?report=genbank&log$=prottop&blast_rank=1494&RID=96JFA6P2016"",""WP_042356188.1"")"
SH3 domain-containing protein [Bacillus oleivorans],Bacillus oleivorans,119,119,98%,2e-28,36.99,604,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_097159126.1?report=genbank&log$=prottop&blast_rank=1495&RID=96JFA6P2016"",""WP_097159126.1"")"
N-acetylmuramoyl-L-alanine amidase [Lacticaseibacillus paracasei],Lacticaseibacillus paracasei,117,117,98%,2e-28,36.42,440,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_003565695.1?report=genbank&log$=prottop&blast_rank=1496&RID=96JFA6P2016"",""WP_003565695.1"")"
N-acetylmuramoyl-L-alanine amidase [Brevibacillus formosus],Brevibacillus formosus,116,116,98%,2e-28,36.78,368,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_047068442.1?report=genbank&log$=prottop&blast_rank=1497&RID=96JFA6P2016"",""WP_047068442.1"")"
N-acetylmuramoyl-L-alanine amidase [Vallitalea okinawensis],Vallitalea okinawensis,116,116,99%,2e-28,36.72,364,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_105616541.1?report=genbank&log$=prottop&blast_rank=1498&RID=96JFA6P2016"",""WP_105616541.1"")"
N-acetylmuramoyl-L-alanine amidase [Anoxybacillus tepidamans],Anoxybacillus tepidamans,118,118,98%,2e-28,38.15,465,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246364034.1?report=genbank&log$=prottop&blast_rank=1499&RID=96JFA6P2016"",""WP_246364034.1"")"
N-acetylmuramoyl-L-alanine amidase [Lacticigenium naphthae],Lacticigenium naphthae,119,119,99%,2e-28,39.49,833,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_027108684.1?report=genbank&log$=prottop&blast_rank=1500&RID=96JFA6P2016"",""WP_027108684.1"")"
N-acetylmuramoyl-L-alanine amidase [Jeotgalibacillus soli],Jeotgalibacillus soli,113,113,99%,2e-28,36.36,229,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052474657.1?report=genbank&log$=prottop&blast_rank=1501&RID=96JFA6P2016"",""WP_052474657.1"")"
N-acetylmuramoyl-L-alanine amidase [Limihaloglobus sulfuriphilus],Limihaloglobus sulfuriphilus,113,113,98%,2e-28,36.78,239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_146684126.1?report=genbank&log$=prottop&blast_rank=1502&RID=96JFA6P2016"",""WP_146684126.1"")"
N-acetylmuramoyl-L-alanine amidase [Salibacterium aidingense],Salibacterium aidingense,119,119,98%,2e-28,36.00,588,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_051302392.1?report=genbank&log$=prottop&blast_rank=1503&RID=96JFA6P2016"",""WP_051302392.1"")"
N-acetylmuramoyl-L-alanine amidase [Geotalea toluenoxydans],Geotalea toluenoxydans,117,117,98%,2e-28,34.43,461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_054691693.1?report=genbank&log$=prottop&blast_rank=1504&RID=96JFA6P2016"",""WP_054691693.1"")"
N-acetylmuramoyl-L-alanine amidase [Anabaena sphaerica],Anabaena sphaerica,119,119,99%,2e-28,38.29,620,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190557663.1?report=genbank&log$=prottop&blast_rank=1505&RID=96JFA6P2016"",""WP_190557663.1"")"
N-acetylmuramoyl-L-alanine amidase [Geomonas agri],Geomonas agri,117,117,98%,2e-28,34.74,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_224981874.1?report=genbank&log$=prottop&blast_rank=1506&RID=96JFA6P2016"",""WP_224981874.1"")"
N-acetylmuramoyl-L-alanine amidase [Paratissierella segnis],Paratissierella segnis,113,113,98%,2e-28,36.87,219,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_262428540.1?report=genbank&log$=prottop&blast_rank=1507&RID=96JFA6P2016"",""WP_262428540.1"")"
N-acetylmuramoyl-L-alanine amidase [Dolichospermum circinale],Dolichospermum circinale,119,119,99%,2e-28,39.43,616,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_028089990.1?report=genbank&log$=prottop&blast_rank=1508&RID=96JFA6P2016"",""WP_028089990.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium cylindrosporum],Clostridium cylindrosporum,119,119,99%,2e-28,37.70,577,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_053083288.1?report=genbank&log$=prottop&blast_rank=1509&RID=96JFA6P2016"",""WP_053083288.1"")"
GBS Bsp-like repeat-containing protein [Streptococcus salivarius],Streptococcus salivarius,119,119,98%,2e-28,37.89,976,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_175057143.1?report=genbank&log$=prottop&blast_rank=1510&RID=96JFA6P2016"",""WP_175057143.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfohalobium retbaense],Desulfohalobium retbaense,119,119,98%,2e-28,33.49,576,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_244147915.1?report=genbank&log$=prottop&blast_rank=1511&RID=96JFA6P2016"",""WP_244147915.1"")"
N-acetylmuramoyl-L-alanine amidase [Thalassobacillus devorans],Thalassobacillus devorans,117,117,99%,2e-28,36.78,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_062446956.1?report=genbank&log$=prottop&blast_rank=1512&RID=96JFA6P2016"",""WP_062446956.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus segetis],Paenibacillus segetis,114,114,98%,2e-28,35.84,245,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188541079.1?report=genbank&log$=prottop&blast_rank=1513&RID=96JFA6P2016"",""WP_188541079.1"")"
SH3 domain-containing protein [Sutcliffiella cohnii],Sutcliffiella cohnii,119,119,98%,2e-28,37.57,575,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_066420801.1?report=genbank&log$=prottop&blast_rank=1514&RID=96JFA6P2016"",""WP_066420801.1"")"
N-acetylmuramoyl-L-alanine amidase [Indiicoccus explosivorum],Indiicoccus explosivorum,117,117,99%,3e-28,37.93,426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_088007214.1?report=genbank&log$=prottop&blast_rank=1515&RID=96JFA6P2016"",""WP_088007214.1"")"
SH3 domain-containing protein [Bacillus mesophilus],Bacillus mesophilus,119,119,98%,3e-28,36.42,585,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_163179185.1?report=genbank&log$=prottop&blast_rank=1516&RID=96JFA6P2016"",""WP_163179185.1"")"
N-acetylmuramoyl-L-alanine amidase [Calderihabitans maritimus],Calderihabitans maritimus,114,114,98%,3e-28,36.42,246,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_088553329.1?report=genbank&log$=prottop&blast_rank=1517&RID=96JFA6P2016"",""WP_088553329.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillaceae],Bacillaceae,114,114,99%,3e-28,36.78,276,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_051667362.1?report=genbank&log$=prottop&blast_rank=1518&RID=96JFA6P2016"",""WP_051667362.1"")"
N-acetylmuramoyl-L-alanine amidase [Scopulibacillus darangshiensis],Scopulibacillus darangshiensis,117,117,98%,3e-28,41.04,433,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_132746684.1?report=genbank&log$=prottop&blast_rank=1519&RID=96JFA6P2016"",""WP_132746684.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus haynesii],Bacillus haynesii,118,118,96%,3e-28,40.00,495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_182069974.1?report=genbank&log$=prottop&blast_rank=1520&RID=96JFA6P2016"",""WP_182069974.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium aceticum],Clostridium aceticum,119,119,99%,3e-28,38.89,695,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_048407518.1?report=genbank&log$=prottop&blast_rank=1521&RID=96JFA6P2016"",""WP_048407518.1"")"
N-acetylmuramoyl-L-alanine amidase [Rubidibacter lacunae],Rubidibacter lacunae,119,119,99%,3e-28,37.71,740,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_051358216.1?report=genbank&log$=prottop&blast_rank=1522&RID=96JFA6P2016"",""WP_051358216.1"")"
N-acetylmuramoyl-L-alanine amidase [Salicibibacter cibi],Salicibibacter cibi,112,112,98%,3e-28,35.26,209,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_200088701.1?report=genbank&log$=prottop&blast_rank=1523&RID=96JFA6P2016"",""WP_200088701.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfacinum hydrothermale],Desulfacinum hydrothermale,119,119,98%,3e-28,33.96,590,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084057887.1?report=genbank&log$=prottop&blast_rank=1524&RID=96JFA6P2016"",""WP_084057887.1"")"
N-acetylmuramoyl-L-alanine amidase [Alkaliphilus hydrothermalis],Alkaliphilus hydrothermalis,119,119,99%,3e-28,38.33,695,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_204402050.1?report=genbank&log$=prottop&blast_rank=1525&RID=96JFA6P2016"",""WP_204402050.1"")"
N-acetylmuramoyl-L-alanine amidase [Weizmannia],Weizmannia,113,113,98%,3e-28,36.21,229,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014097218.1?report=genbank&log$=prottop&blast_rank=1526&RID=96JFA6P2016"",""WP_014097218.1"")"
N-acetylmuramoyl-L-alanine amidase [Halobacillus massiliensis],Halobacillus massiliensis,118,118,99%,3e-28,36.21,484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_082233734.1?report=genbank&log$=prottop&blast_rank=1527&RID=96JFA6P2016"",""WP_082233734.1"")"
N-acetylmuramoyl-L-alanine amidase [Coleofasciculus chthonoplastes],Coleofasciculus chthonoplastes,119,119,99%,3e-28,37.71,641,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_198016575.1?report=genbank&log$=prottop&blast_rank=1528&RID=96JFA6P2016"",""WP_198016575.1"")"
N-acetylmuramoyl-L-alanine amidase [Aliarcobacter cibarius],Aliarcobacter cibarius,115,115,98%,3e-28,33.80,301,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_024775975.1?report=genbank&log$=prottop&blast_rank=1529&RID=96JFA6P2016"",""WP_024775975.1"")"
N-acetylmuramoyl-L-alanine amidase [Alkalihalobacterium elongatum],Alkalihalobacterium elongatum,113,113,99%,3e-28,36.78,223,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_216828626.1?report=genbank&log$=prottop&blast_rank=1530&RID=96JFA6P2016"",""WP_216828626.1"")"
