Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Tsukamurella paurometabola],Tsukamurella paurometabola,223,223,99%,2e-70,51.98,254,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013128572.1?report=genbank&log$=prottop&blast_rank=404&RID=96KRKV8D016"",""WP_013128572.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis balhimycina],Amycolatopsis balhimycina,224,224,95%,2e-70,54.55,286,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_020642110.1?report=genbank&log$=prottop&blast_rank=405&RID=96KRKV8D016"",""WP_020642110.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis niigatensis],Amycolatopsis niigatensis,223,223,100%,3e-70,52.88,272,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_101440966.1?report=genbank&log$=prottop&blast_rank=406&RID=96KRKV8D016"",""WP_101440966.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia kujensis],Pseudonocardia kujensis,223,223,99%,3e-70,51.22,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_269803448.1?report=genbank&log$=prottop&blast_rank=407&RID=96KRKV8D016"",""WP_269803448.1"")"
N-acetylmuramoyl-L-alanine amidase [Qaidamihabitans albus],Qaidamihabitans albus,223,223,100%,4e-70,53.37,276,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235998731.1?report=genbank&log$=prottop&blast_rank=408&RID=96KRKV8D016"",""WP_235998731.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia endophytica],Pseudonocardia endophytica,223,223,100%,5e-70,52.17,287,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_243653466.1?report=genbank&log$=prottop&blast_rank=409&RID=96KRKV8D016"",""WP_243653466.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis jejuensis],Amycolatopsis jejuensis,221,221,93%,1e-69,55.90,281,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245633801.1?report=genbank&log$=prottop&blast_rank=410&RID=96KRKV8D016"",""WP_245633801.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis orientalis],Amycolatopsis orientalis,221,221,99%,1e-69,51.46,274,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_044853621.1?report=genbank&log$=prottop&blast_rank=411&RID=96KRKV8D016"",""WP_044853621.1"")"
N-acetylmuramoyl-L-alanine amidase [Prauserella cavernicola],Prauserella cavernicola,221,221,100%,2e-69,53.14,264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_200318334.1?report=genbank&log$=prottop&blast_rank=412&RID=96KRKV8D016"",""WP_200318334.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis arida],Amycolatopsis arida,221,221,100%,2e-69,55.29,269,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_243859912.1?report=genbank&log$=prottop&blast_rank=413&RID=96KRKV8D016"",""WP_243859912.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinophytocola xanthii],Actinophytocola xanthii,221,221,99%,2e-69,54.37,280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_198942925.1?report=genbank&log$=prottop&blast_rank=414&RID=96KRKV8D016"",""WP_198942925.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Tsukamurella ocularis],Tsukamurella ocularis,221,221,94%,2e-69,54.40,274,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_259141416.1?report=genbank&log$=prottop&blast_rank=415&RID=96KRKV8D016"",""WP_259141416.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis oliviviridis],Amycolatopsis oliviviridis,220,220,99%,3e-69,51.94,280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_191256922.1?report=genbank&log$=prottop&blast_rank=416&RID=96KRKV8D016"",""WP_191256922.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis rubida],Amycolatopsis rubida,220,220,100%,5e-69,51.92,284,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_244287054.1?report=genbank&log$=prottop&blast_rank=417&RID=96KRKV8D016"",""WP_244287054.1"")"
N-acetylmuramoyl-L-alanine amidase [Antrihabitans stalagmiti],Antrihabitans stalagmiti,219,219,99%,5e-69,53.14,250,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_199706915.1?report=genbank&log$=prottop&blast_rank=418&RID=96KRKV8D016"",""WP_199706915.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis saalfeldensis],Amycolatopsis saalfeldensis,220,220,93%,5e-69,55.38,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245787703.1?report=genbank&log$=prottop&blast_rank=419&RID=96KRKV8D016"",""WP_245787703.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis granulosa],Amycolatopsis granulosa,219,219,100%,5e-69,53.37,270,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_243869907.1?report=genbank&log$=prottop&blast_rank=420&RID=96KRKV8D016"",""WP_243869907.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis australiensis],Amycolatopsis australiensis,219,219,94%,6e-69,53.81,281,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_218177723.1?report=genbank&log$=prottop&blast_rank=421&RID=96KRKV8D016"",""WP_218177723.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinophytocola oryzae],Actinophytocola oryzae,219,219,100%,7e-69,55.29,278,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_243866600.1?report=genbank&log$=prottop&blast_rank=422&RID=96KRKV8D016"",""WP_243866600.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Tsukamurella tyrosinosolvens],Tsukamurella tyrosinosolvens,219,219,94%,8e-69,53.89,274,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068526005.1?report=genbank&log$=prottop&blast_rank=423&RID=96KRKV8D016"",""WP_068526005.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis tolypomycina],Amycolatopsis tolypomycina,219,219,94%,9e-69,55.33,283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_208613516.1?report=genbank&log$=prottop&blast_rank=424&RID=96KRKV8D016"",""WP_208613516.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia thermophila],Pseudonocardia thermophila,218,218,100%,1e-68,50.72,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084754683.1?report=genbank&log$=prottop&blast_rank=425&RID=96KRKV8D016"",""WP_084754683.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia abyssalis],Pseudonocardia abyssalis,219,219,99%,1e-68,52.20,280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_218615908.1?report=genbank&log$=prottop&blast_rank=426&RID=96KRKV8D016"",""WP_218615908.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Tsukamurella sputi],Tsukamurella sputi,218,218,94%,2e-68,53.37,274,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_231707022.1?report=genbank&log$=prottop&blast_rank=427&RID=96KRKV8D016"",""WP_231707022.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia petroleophila],Pseudonocardia petroleophila,218,218,100%,2e-68,50.72,274,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_185717987.1?report=genbank&log$=prottop&blast_rank=428&RID=96KRKV8D016"",""WP_185717987.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis rhizosphaerae],Amycolatopsis rhizosphaerae,216,216,100%,3e-68,50.48,214,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246127822.1?report=genbank&log$=prottop&blast_rank=429&RID=96KRKV8D016"",""WP_246127822.1"")"
N-acetylmuramoyl-L-alanine amidase [Tsukamurella spumae],Tsukamurella spumae,217,217,94%,4e-68,53.89,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_168545104.1?report=genbank&log$=prottop&blast_rank=430&RID=96KRKV8D016"",""WP_168545104.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardia panacis],Nocardia panacis,218,218,94%,4e-68,55.10,274,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_120044343.1?report=genbank&log$=prottop&blast_rank=431&RID=96KRKV8D016"",""WP_120044343.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Tsukamurella conjunctivitidis],Tsukamurella conjunctivitidis,217,217,94%,5e-68,53.89,274,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_231706435.1?report=genbank&log$=prottop&blast_rank=432&RID=96KRKV8D016"",""WP_231706435.1"")"
N-acetylmuramoyl-L-alanine amidase [Crossiella cryophila],Crossiella cryophila,217,217,99%,5e-68,50.24,281,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_185010242.1?report=genbank&log$=prottop&blast_rank=433&RID=96KRKV8D016"",""WP_185010242.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis pittospori],Amycolatopsis pittospori,217,217,99%,6e-68,54.37,276,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_181775183.1?report=genbank&log$=prottop&blast_rank=434&RID=96KRKV8D016"",""WP_181775183.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis rifamycinica],Amycolatopsis rifamycinica,217,217,94%,9e-68,56.35,286,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_200876338.1?report=genbank&log$=prottop&blast_rank=435&RID=96KRKV8D016"",""WP_200876338.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis coloradensis],Amycolatopsis coloradensis,216,216,99%,9e-68,55.34,274,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084749388.1?report=genbank&log$=prottop&blast_rank=436&RID=96KRKV8D016"",""WP_084749388.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Tsukamurella asaccharolytica],Tsukamurella asaccharolytica,216,216,94%,9e-68,53.37,274,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_146559950.1?report=genbank&log$=prottop&blast_rank=437&RID=96KRKV8D016"",""WP_146559950.1"")"
N-acetylmuramoyl-L-alanine amidase [Umezawaea tangerina],Umezawaea tangerina,216,216,99%,1e-67,51.21,278,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245886066.1?report=genbank&log$=prottop&blast_rank=438&RID=96KRKV8D016"",""WP_245886066.1"")"
N-acetylmuramoyl-L-alanine amidase [Prauserella shujinwangii],Prauserella shujinwangii,216,216,100%,2e-67,51.44,285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245901050.1?report=genbank&log$=prottop&blast_rank=439&RID=96KRKV8D016"",""WP_245901050.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis thermoflava],Amycolatopsis thermoflava,216,216,100%,2e-67,52.88,269,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_123684582.1?report=genbank&log$=prottop&blast_rank=440&RID=96KRKV8D016"",""WP_123684582.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardia thailandica],Nocardia thailandica,216,216,100%,2e-67,51.92,266,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245558034.1?report=genbank&log$=prottop&blast_rank=441&RID=96KRKV8D016"",""WP_245558034.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardia huaxiensis],Nocardia huaxiensis,214,214,93%,2e-67,53.61,228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_244976193.1?report=genbank&log$=prottop&blast_rank=442&RID=96KRKV8D016"",""WP_244976193.1"")"
N-acetylmuramoyl-L-alanine amidase [Herbihabitans rhizosphaerae],Herbihabitans rhizosphaerae,216,216,99%,3e-67,52.66,290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_242613126.1?report=genbank&log$=prottop&blast_rank=443&RID=96KRKV8D016"",""WP_242613126.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis benzoatilytica],Amycolatopsis benzoatilytica,216,216,95%,3e-67,53.54,288,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245573314.1?report=genbank&log$=prottop&blast_rank=444&RID=96KRKV8D016"",""WP_245573314.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia ammonioxydans],Pseudonocardia ammonioxydans,214,214,100%,4e-67,52.17,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_093343529.1?report=genbank&log$=prottop&blast_rank=445&RID=96KRKV8D016"",""WP_093343529.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis vancoresmycina],Amycolatopsis vancoresmycina,215,215,94%,4e-67,54.31,283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_205624243.1?report=genbank&log$=prottop&blast_rank=446&RID=96KRKV8D016"",""WP_205624243.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis decaplanina],Amycolatopsis decaplanina,215,215,99%,4e-67,54.37,288,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235096969.1?report=genbank&log$=prottop&blast_rank=447&RID=96KRKV8D016"",""WP_235096969.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis endophytica],Amycolatopsis endophytica,213,213,98%,4e-67,50.73,210,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246338904.1?report=genbank&log$=prottop&blast_rank=448&RID=96KRKV8D016"",""WP_246338904.1"")"
N-acetylmuramoyl-L-alanine amidase [Prauserella muralis],Prauserella muralis,215,215,100%,5e-67,53.14,285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_112279292.1?report=genbank&log$=prottop&blast_rank=449&RID=96KRKV8D016"",""WP_112279292.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia oroxyli],Pseudonocardia oroxyli,214,214,99%,5e-67,50.24,268,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_093086884.1?report=genbank&log$=prottop&blast_rank=450&RID=96KRKV8D016"",""WP_093086884.1"")"
N-acetylmuramoyl-L-alanine amidase [Tsukamurella pseudospumae],Tsukamurella pseudospumae,214,214,94%,6e-67,52.85,274,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_231855447.1?report=genbank&log$=prottop&blast_rank=451&RID=96KRKV8D016"",""WP_231855447.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis lurida],Amycolatopsis lurida,214,214,99%,6e-67,53.88,278,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_091599950.1?report=genbank&log$=prottop&blast_rank=452&RID=96KRKV8D016"",""WP_091599950.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis taiwanensis],Amycolatopsis taiwanensis,214,214,100%,6e-67,50.48,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084143266.1?report=genbank&log$=prottop&blast_rank=453&RID=96KRKV8D016"",""WP_084143266.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia broussonetiae],Pseudonocardia broussonetiae,214,214,99%,6e-67,50.49,271,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_172162869.1?report=genbank&log$=prottop&blast_rank=454&RID=96KRKV8D016"",""WP_172162869.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia],Pseudonocardia,214,214,99%,7e-67,50.24,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_037048631.1?report=genbank&log$=prottop&blast_rank=455&RID=96KRKV8D016"",""WP_037048631.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardia yamanashiensis],Nocardia yamanashiensis,213,213,99%,1e-66,50.73,254,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_233041129.1?report=genbank&log$=prottop&blast_rank=456&RID=96KRKV8D016"",""WP_233041129.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia spinosispora],Pseudonocardia spinosispora,216,216,99%,1e-66,51.66,347,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245607410.1?report=genbank&log$=prottop&blast_rank=457&RID=96KRKV8D016"",""WP_245607410.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia sediminis],Pseudonocardia sediminis,213,213,100%,2e-66,49.76,277,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_130288297.1?report=genbank&log$=prottop&blast_rank=458&RID=96KRKV8D016"",""WP_130288297.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis albispora],Amycolatopsis albispora,211,211,100%,3e-66,50.00,227,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_236808315.1?report=genbank&log$=prottop&blast_rank=459&RID=96KRKV8D016"",""WP_236808315.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis acidiphila],Amycolatopsis acidiphila,212,212,99%,3e-66,50.24,267,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_144637866.1?report=genbank&log$=prottop&blast_rank=460&RID=96KRKV8D016"",""WP_144637866.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis roodepoortensis],Amycolatopsis roodepoortensis,213,213,99%,3e-66,53.88,287,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_257483281.1?report=genbank&log$=prottop&blast_rank=461&RID=96KRKV8D016"",""WP_257483281.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis keratiniphila],Amycolatopsis keratiniphila,213,213,99%,4e-66,53.88,281,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_016337942.1?report=genbank&log$=prottop&blast_rank=462&RID=96KRKV8D016"",""WP_016337942.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis nigrescens],Amycolatopsis nigrescens,212,212,99%,4e-66,52.43,277,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245574188.1?report=genbank&log$=prottop&blast_rank=463&RID=96KRKV8D016"",""WP_245574188.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardia inohanensis],Nocardia inohanensis,211,211,94%,6e-66,52.04,254,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245663321.1?report=genbank&log$=prottop&blast_rank=464&RID=96KRKV8D016"",""WP_245663321.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis viridis],Amycolatopsis viridis,211,211,95%,7e-66,54.04,269,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_243871408.1?report=genbank&log$=prottop&blast_rank=465&RID=96KRKV8D016"",""WP_243871408.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis suaedae],Amycolatopsis suaedae,211,211,99%,1e-65,53.14,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_240686812.1?report=genbank&log$=prottop&blast_rank=466&RID=96KRKV8D016"",""WP_240686812.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis tucumanensis],Amycolatopsis tucumanensis,211,211,100%,1e-65,51.92,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_272882167.1?report=genbank&log$=prottop&blast_rank=467&RID=96KRKV8D016"",""WP_272882167.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis antarctica],Amycolatopsis antarctica,211,211,94%,1e-65,51.02,277,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_094862590.1?report=genbank&log$=prottop&blast_rank=468&RID=96KRKV8D016"",""WP_094862590.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia sulfidoxydans],Pseudonocardia sulfidoxydans,211,211,99%,1e-65,50.24,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_147106986.1?report=genbank&log$=prottop&blast_rank=469&RID=96KRKV8D016"",""WP_147106986.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis japonica],Amycolatopsis japonica,211,211,99%,1e-65,53.40,281,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_038521198.1?report=genbank&log$=prottop&blast_rank=470&RID=96KRKV8D016"",""WP_038521198.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardia concava],Nocardia concava,210,210,99%,1e-65,48.78,247,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_167333411.1?report=genbank&log$=prottop&blast_rank=471&RID=96KRKV8D016"",""WP_167333411.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardia yunnanensis],Nocardia yunnanensis,210,210,95%,2e-65,49.75,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246023503.1?report=genbank&log$=prottop&blast_rank=472&RID=96KRKV8D016"",""WP_246023503.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis pithecellobii],Amycolatopsis pithecellobii,210,210,99%,2e-65,51.21,267,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_154758208.1?report=genbank&log$=prottop&blast_rank=473&RID=96KRKV8D016"",""WP_154758208.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardia tengchongensis],Nocardia tengchongensis,210,210,95%,3e-65,49.75,268,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246598476.1?report=genbank&log$=prottop&blast_rank=474&RID=96KRKV8D016"",""WP_246598476.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis umgeniensis],Amycolatopsis umgeniensis,210,210,99%,3e-65,52.91,276,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_184905767.1?report=genbank&log$=prottop&blast_rank=475&RID=96KRKV8D016"",""WP_184905767.1"")"
N-acetylmuramoyl-L-alanine amidase [Prauserella rugosa],Prauserella rugosa,210,210,99%,3e-65,51.46,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084705809.1?report=genbank&log$=prottop&blast_rank=476&RID=96KRKV8D016"",""WP_084705809.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardia vinacea],Nocardia vinacea,209,209,100%,5e-65,52.66,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_040699981.1?report=genbank&log$=prottop&blast_rank=477&RID=96KRKV8D016"",""WP_040699981.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardia niigatensis],Nocardia niigatensis,209,209,95%,6e-65,49.75,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_040863027.1?report=genbank&log$=prottop&blast_rank=478&RID=96KRKV8D016"",""WP_040863027.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis methanolica],Amycolatopsis methanolica,209,209,100%,6e-65,51.44,277,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_081617631.1?report=genbank&log$=prottop&blast_rank=479&RID=96KRKV8D016"",""WP_081617631.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia hydrocarbonoxydans],Pseudonocardia hydrocarbonoxydans,209,209,99%,9e-65,49.51,278,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_141276502.1?report=genbank&log$=prottop&blast_rank=480&RID=96KRKV8D016"",""WP_141276502.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis cihanbeyliensis],Amycolatopsis cihanbeyliensis,209,209,92%,1e-64,52.33,285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_142000054.1?report=genbank&log$=prottop&blast_rank=481&RID=96KRKV8D016"",""WP_142000054.1"")"
N-acetylmuramoyl-L-alanine amidase [Prauserella halophila],Prauserella halophila,209,209,99%,1e-64,50.72,303,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_253862930.1?report=genbank&log$=prottop&blast_rank=482&RID=96KRKV8D016"",""WP_253862930.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardia aurantiaca],Nocardia aurantiaca,207,207,95%,2e-64,49.75,255,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_154790717.1?report=genbank&log$=prottop&blast_rank=483&RID=96KRKV8D016"",""WP_154790717.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia parietis],Pseudonocardia parietis,208,208,100%,2e-64,50.72,280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245351131.1?report=genbank&log$=prottop&blast_rank=484&RID=96KRKV8D016"",""WP_245351131.1"")"
N-acetylmuramoyl-L-alanine amidase [Gandjariella thermophila],Gandjariella thermophila,206,206,100%,4e-64,51.92,244,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_137813916.1?report=genbank&log$=prottop&blast_rank=485&RID=96KRKV8D016"",""WP_137813916.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia dioxanivorans],Pseudonocardia dioxanivorans,207,207,92%,6e-64,52.36,276,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013672566.1?report=genbank&log$=prottop&blast_rank=486&RID=96KRKV8D016"",""WP_013672566.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardia pseudovaccinii],Nocardia pseudovaccinii,206,206,100%,1e-63,52.17,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_063046763.1?report=genbank&log$=prottop&blast_rank=487&RID=96KRKV8D016"",""WP_063046763.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia acidicola],Pseudonocardia acidicola,206,206,92%,2e-63,54.17,285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_239029346.1?report=genbank&log$=prottop&blast_rank=488&RID=96KRKV8D016"",""WP_239029346.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia asaccharolytica],Pseudonocardia asaccharolytica,205,205,100%,2e-63,49.28,266,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_028931398.1?report=genbank&log$=prottop&blast_rank=489&RID=96KRKV8D016"",""WP_028931398.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis magusensis],Amycolatopsis magusensis,205,205,100%,2e-63,50.48,264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_209670792.1?report=genbank&log$=prottop&blast_rank=490&RID=96KRKV8D016"",""WP_209670792.1"")"
N-acetylmuramoyl-L-alanine amidase [Prauserella sediminis],Prauserella sediminis,205,205,99%,4e-63,50.24,281,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_183785303.1?report=genbank&log$=prottop&blast_rank=491&RID=96KRKV8D016"",""WP_183785303.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis palatopharyngis],Amycolatopsis palatopharyngis,204,204,99%,6e-63,49.03,271,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_211323355.1?report=genbank&log$=prottop&blast_rank=492&RID=96KRKV8D016"",""WP_211323355.1"")"
N-acetylmuramoyl-L-alanine amidase [Prauserella salsuginis group],Prauserella salsuginis group,205,205,99%,6e-63,50.24,304,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_258937029.1?report=genbank&log$=prottop&blast_rank=493&RID=96KRKV8D016"",""WP_258937029.1"")"
