Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium bohemicum],Mycobacterium bohemicum,272,272,99%,6e-90,63.86,255,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_085181520.1?report=genbank&log$=prottop&blast_rank=262&RID=96KS83JX016"",""WP_085181520.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium conspicuum],Mycobacterium conspicuum,271,271,98%,2e-89,63.18,249,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_085231269.1?report=genbank&log$=prottop&blast_rank=263&RID=96KS83JX016"",""WP_085231269.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycolicibacterium vulneris],Mycolicibacterium vulneris,271,271,99%,2e-89,63.86,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_085291742.1?report=genbank&log$=prottop&blast_rank=264&RID=96KS83JX016"",""WP_085291742.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium interjectum],Mycobacterium interjectum,271,271,99%,2e-89,63.86,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_066913603.1?report=genbank&log$=prottop&blast_rank=265&RID=96KS83JX016"",""WP_066913603.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium mantenii],Mycobacterium mantenii,270,270,99%,2e-89,64.36,237,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_232068977.1?report=genbank&log$=prottop&blast_rank=266&RID=96KS83JX016"",""WP_232068977.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycolicibacter minnesotensis],Mycolicibacter minnesotensis,270,270,99%,2e-89,65.84,246,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_083025401.1?report=genbank&log$=prottop&blast_rank=267&RID=96KS83JX016"",""WP_083025401.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium florentinum],Mycobacterium florentinum,270,270,99%,3e-89,62.87,247,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_139826966.1?report=genbank&log$=prottop&blast_rank=268&RID=96KS83JX016"",""WP_139826966.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium saskatchewanense],Mycobacterium saskatchewanense,270,270,99%,4e-89,63.37,252,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_085258615.1?report=genbank&log$=prottop&blast_rank=269&RID=96KS83JX016"",""WP_085258615.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium riyadhense],Mycobacterium riyadhense,270,270,99%,4e-89,62.87,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_239655116.1?report=genbank&log$=prottop&blast_rank=270&RID=96KS83JX016"",""WP_239655116.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium rhizamassiliense],Mycobacterium rhizamassiliense,270,270,98%,4e-89,63.18,253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_077088890.1?report=genbank&log$=prottop&blast_rank=271&RID=96KS83JX016"",""WP_077088890.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycolicibacter arupensis],Mycolicibacter arupensis,269,269,99%,4e-89,66.83,231,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_234708332.1?report=genbank&log$=prottop&blast_rank=272&RID=96KS83JX016"",""WP_234708332.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium arosiense],Mycobacterium arosiense,270,270,99%,6e-89,64.85,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_083066906.1?report=genbank&log$=prottop&blast_rank=273&RID=96KS83JX016"",""WP_083066906.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium florentinum],Mycobacterium florentinum,270,270,99%,8e-89,62.87,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_085224126.1?report=genbank&log$=prottop&blast_rank=274&RID=96KS83JX016"",""WP_085224126.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium triplex],Mycobacterium triplex,269,269,99%,9e-89,64.36,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_051641616.1?report=genbank&log$=prottop&blast_rank=275&RID=96KS83JX016"",""WP_051641616.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium gordonae],Mycobacterium gordonae,268,268,99%,9e-89,63.37,227,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_082986594.1?report=genbank&log$=prottop&blast_rank=276&RID=96KS83JX016"",""WP_082986594.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium ahvazicum],Mycobacterium ahvazicum,267,267,99%,5e-88,62.87,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_243394090.1?report=genbank&log$=prottop&blast_rank=277&RID=96KS83JX016"",""WP_243394090.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium numidiamassiliense],Mycobacterium numidiamassiliense,267,267,99%,8e-88,63.37,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_077080592.1?report=genbank&log$=prottop&blast_rank=278&RID=96KS83JX016"",""WP_077080592.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium senriense],Mycobacterium senriense,267,267,99%,8e-88,63.86,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_221042481.1?report=genbank&log$=prottop&blast_rank=279&RID=96KS83JX016"",""WP_221042481.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium lentiflavum],Mycobacterium lentiflavum,267,267,99%,9e-88,62.38,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_239720126.1?report=genbank&log$=prottop&blast_rank=280&RID=96KS83JX016"",""WP_239720126.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycolicibacter acidiphilus],Mycolicibacter acidiphilus,265,265,99%,2e-87,65.35,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_214094610.1?report=genbank&log$=prottop&blast_rank=281&RID=96KS83JX016"",""WP_214094610.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium marseillense],Mycobacterium marseillense,265,265,99%,3e-87,63.86,257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_179960273.1?report=genbank&log$=prottop&blast_rank=282&RID=96KS83JX016"",""WP_179960273.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium stomatepiae],Mycobacterium stomatepiae,265,265,99%,3e-87,61.88,250,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_232073846.1?report=genbank&log$=prottop&blast_rank=283&RID=96KS83JX016"",""WP_232073846.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycolicibacter icosiumassiliensis],Mycolicibacter icosiumassiliensis,265,265,99%,4e-87,66.34,246,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_067976714.1?report=genbank&log$=prottop&blast_rank=284&RID=96KS83JX016"",""WP_067976714.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycolicibacter nonchromogenicus],Mycolicibacter nonchromogenicus,264,264,99%,6e-87,65.35,243,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_085139934.1?report=genbank&log$=prottop&blast_rank=285&RID=96KS83JX016"",""WP_085139934.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium parmense],Mycobacterium parmense,264,264,99%,7e-87,63.37,257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_085271293.1?report=genbank&log$=prottop&blast_rank=286&RID=96KS83JX016"",""WP_085271293.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium timonense],Mycobacterium timonense,264,264,99%,9e-87,63.86,257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_208852421.1?report=genbank&log$=prottop&blast_rank=287&RID=96KS83JX016"",""WP_208852421.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacteriaceae],Mycobacteriaceae,262,262,99%,2e-86,64.85,229,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_232062686.1?report=genbank&log$=prottop&blast_rank=288&RID=96KS83JX016"",""WP_232062686.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycolicibacterium insubricum],Mycolicibacterium insubricum,263,263,99%,3e-86,61.88,250,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235674058.1?report=genbank&log$=prottop&blast_rank=289&RID=96KS83JX016"",""WP_235674058.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium bourgelatii],Mycobacterium bourgelatii,263,263,99%,3e-86,62.38,253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_163714381.1?report=genbank&log$=prottop&blast_rank=290&RID=96KS83JX016"",""WP_163714381.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium szulgai],Mycobacterium szulgai,263,263,99%,4e-86,63.86,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_085670952.1?report=genbank&log$=prottop&blast_rank=291&RID=96KS83JX016"",""WP_085670952.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium sherrisii],Mycobacterium sherrisii,262,262,99%,4e-86,61.39,252,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_069402767.1?report=genbank&log$=prottop&blast_rank=292&RID=96KS83JX016"",""WP_069402767.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycolicibacter heraklionensis],Mycolicibacter heraklionensis,261,261,99%,5e-86,65.35,227,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_220696910.1?report=genbank&log$=prottop&blast_rank=293&RID=96KS83JX016"",""WP_220696910.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium shigaense],Mycobacterium shigaense,261,261,99%,8e-86,61.88,253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_096441066.1?report=genbank&log$=prottop&blast_rank=294&RID=96KS83JX016"",""WP_096441066.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium angelicum],Mycobacterium angelicum,261,261,99%,1e-85,63.86,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_083114904.1?report=genbank&log$=prottop&blast_rank=295&RID=96KS83JX016"",""WP_083114904.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium intermedium],Mycobacterium intermedium,261,261,99%,2e-85,61.88,253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_069420648.1?report=genbank&log$=prottop&blast_rank=296&RID=96KS83JX016"",""WP_069420648.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium avium complex (MAC)],Mycobacterium avium complex (MAC),259,259,99%,5e-85,63.86,255,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_179300636.1?report=genbank&log$=prottop&blast_rank=297&RID=96KS83JX016"",""WP_179300636.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium paragordonae],Mycobacterium paragordonae,258,258,99%,7e-85,61.88,227,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_120794821.1?report=genbank&log$=prottop&blast_rank=298&RID=96KS83JX016"",""WP_120794821.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycolicibacter virginiensis],Mycolicibacter virginiensis,259,259,99%,8e-85,64.85,246,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_064891175.1?report=genbank&log$=prottop&blast_rank=299&RID=96KS83JX016"",""WP_064891175.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium avium complex (MAC)],Mycobacterium avium complex (MAC),258,258,99%,3e-84,63.37,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_011724639.1?report=genbank&log$=prottop&blast_rank=300&RID=96KS83JX016"",""WP_011724639.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium simiae],Mycobacterium simiae,258,258,99%,3e-84,59.41,252,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_044506695.1?report=genbank&log$=prottop&blast_rank=301&RID=96KS83JX016"",""WP_044506695.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycolicibacter longobardus],Mycolicibacter longobardus,257,257,99%,4e-84,64.85,243,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_085265543.1?report=genbank&log$=prottop&blast_rank=302&RID=96KS83JX016"",""WP_085265543.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycolicibacter engbaekii],Mycolicibacter engbaekii,256,256,99%,7e-84,65.84,224,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_237160473.1?report=genbank&log$=prottop&blast_rank=303&RID=96KS83JX016"",""WP_237160473.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycolicibacter hiberniae],Mycolicibacter hiberniae,255,255,99%,2e-83,65.84,243,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_085136242.1?report=genbank&log$=prottop&blast_rank=304&RID=96KS83JX016"",""WP_085136242.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium avium],Mycobacterium avium,255,255,99%,4e-83,62.38,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_023868985.1?report=genbank&log$=prottop&blast_rank=305&RID=96KS83JX016"",""WP_023868985.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycolicibacter senuensis],Mycolicibacter senuensis,254,254,99%,6e-83,65.35,238,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_234807372.1?report=genbank&log$=prottop&blast_rank=306&RID=96KS83JX016"",""WP_234807372.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Rhodococcus],Rhodococcus,253,253,99%,2e-82,60.40,252,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_083662374.1?report=genbank&log$=prottop&blast_rank=307&RID=96KS83JX016"",""WP_083662374.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Rhodococcus ruber],Rhodococcus ruber,250,250,99%,3e-81,59.41,252,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_203011373.1?report=genbank&log$=prottop&blast_rank=308&RID=96KS83JX016"",""WP_203011373.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium montefiorense],Mycobacterium montefiorense,249,249,99%,3e-81,59.41,239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235616684.1?report=genbank&log$=prottop&blast_rank=309&RID=96KS83JX016"",""WP_235616684.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycolicibacterium fluoranthenivorans],Mycolicibacterium fluoranthenivorans,249,249,99%,6e-81,64.08,255,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_187096476.1?report=genbank&log$=prottop&blast_rank=310&RID=96KS83JX016"",""WP_187096476.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium hackensackense],Mycobacterium hackensackense,249,249,99%,7e-81,64.08,255,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_267293832.1?report=genbank&log$=prottop&blast_rank=311&RID=96KS83JX016"",""WP_267293832.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium helveticum],Mycobacterium helveticum,249,249,99%,8e-81,59.90,253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246133274.1?report=genbank&log$=prottop&blast_rank=312&RID=96KS83JX016"",""WP_246133274.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycolicibacter terrae],Mycolicibacter terrae,248,248,99%,1e-80,65.35,228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_234808539.1?report=genbank&log$=prottop&blast_rank=313&RID=96KS83JX016"",""WP_234808539.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycolicibacter kumamotonensis],Mycolicibacter kumamotonensis,248,248,99%,2e-80,64.85,243,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_083083190.1?report=genbank&log$=prottop&blast_rank=314&RID=96KS83JX016"",""WP_083083190.1"")"
N-acetylmuramoyl-L-alanine amidase [Kibdelosporangium banguiense],Kibdelosporangium banguiense,246,246,99%,1e-79,57.28,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_209648124.1?report=genbank&log$=prottop&blast_rank=315&RID=96KS83JX016"",""WP_209648124.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Rhodococcus globerulus],Rhodococcus globerulus,246,246,99%,1e-79,56.93,249,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245005897.1?report=genbank&log$=prottop&blast_rank=316&RID=96KS83JX016"",""WP_245005897.1"")"
N-acetylmuramoyl-L-alanine amidase [Thermocrispum agreste],Thermocrispum agreste,245,245,99%,7e-79,58.05,276,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245566744.1?report=genbank&log$=prottop&blast_rank=317&RID=96KS83JX016"",""WP_245566744.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Rhodococcus maanshanensis],Rhodococcus maanshanensis,243,243,99%,9e-79,56.44,231,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245816206.1?report=genbank&log$=prottop&blast_rank=318&RID=96KS83JX016"",""WP_245816206.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Rhodococcus oryzae],Rhodococcus oryzae,243,243,99%,1e-78,55.94,231,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246045236.1?report=genbank&log$=prottop&blast_rank=319&RID=96KS83JX016"",""WP_246045236.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycolicibacterium vinylchloridicum],Mycolicibacterium vinylchloridicum,243,243,99%,2e-78,61.39,249,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_218894943.1?report=genbank&log$=prottop&blast_rank=320&RID=96KS83JX016"",""WP_218894943.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycolicibacterium brumae],Mycolicibacterium brumae,242,242,99%,3e-78,60.40,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_090587785.1?report=genbank&log$=prottop&blast_rank=321&RID=96KS83JX016"",""WP_090587785.1"")"
N-acetylmuramoyl-L-alanine amidase [Antrihabitans stalagmiti],Antrihabitans stalagmiti,241,241,99%,6e-78,59.71,250,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_199706915.1?report=genbank&log$=prottop&blast_rank=322&RID=96KS83JX016"",""WP_199706915.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Mycobacterium vicinigordonae],Mycobacterium vicinigordonae,240,240,99%,2e-77,60.40,249,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246398031.1?report=genbank&log$=prottop&blast_rank=323&RID=96KS83JX016"",""WP_246398031.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinokineospora pegani],Actinokineospora pegani,239,239,100%,9e-77,56.25,278,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_156755148.1?report=genbank&log$=prottop&blast_rank=324&RID=96KS83JX016"",""WP_156755148.1"")"
N-acetylmuramoyl-L-alanine amidase [Labedaea rhizosphaerae],Labedaea rhizosphaerae,239,239,99%,2e-76,58.25,284,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_133847704.1?report=genbank&log$=prottop&blast_rank=325&RID=96KS83JX016"",""WP_133847704.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinokineospora spheciospongiae],Actinokineospora spheciospongiae,238,238,100%,5e-76,56.25,293,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_233438293.1?report=genbank&log$=prottop&blast_rank=326&RID=96KS83JX016"",""WP_233438293.1"")"
N-acetylmuramoyl-L-alanine amidase [Antrihabitans stalactiti],Antrihabitans stalactiti,237,237,99%,5e-76,55.39,250,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_169585852.1?report=genbank&log$=prottop&blast_rank=327&RID=96KS83JX016"",""WP_169585852.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Rhodococcus erythropolis],Rhodococcus erythropolis,237,237,99%,6e-76,56.93,266,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_029254294.1?report=genbank&log$=prottop&blast_rank=328&RID=96KS83JX016"",""WP_029254294.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Rhodococcus],Rhodococcus,236,236,99%,9e-76,56.93,266,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_003943843.1?report=genbank&log$=prottop&blast_rank=329&RID=96KS83JX016"",""WP_003943843.1"")"
N-acetylmuramoyl-L-alanine amidase [Prauserella marina],Prauserella marina,236,236,100%,1e-75,54.81,266,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245866312.1?report=genbank&log$=prottop&blast_rank=330&RID=96KS83JX016"",""WP_245866312.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Rhodococcus spelaei],Rhodococcus spelaei,236,236,100%,2e-75,56.86,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_142095331.1?report=genbank&log$=prottop&blast_rank=331&RID=96KS83JX016"",""WP_142095331.1"")"
N-acetylmuramoyl-L-alanine amidase [Tamaricihabitans halophyticus],Tamaricihabitans halophyticus,236,236,100%,2e-75,54.81,276,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_243658894.1?report=genbank&log$=prottop&blast_rank=332&RID=96KS83JX016"",""WP_243658894.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardia asteroides],Nocardia asteroides,235,235,99%,3e-75,55.83,267,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_019046648.1?report=genbank&log$=prottop&blast_rank=333&RID=96KS83JX016"",""WP_019046648.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinokineospora enzanensis],Actinokineospora enzanensis,236,236,99%,3e-75,56.31,296,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_018683942.1?report=genbank&log$=prottop&blast_rank=334&RID=96KS83JX016"",""WP_018683942.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinophytocola algeriensis],Actinophytocola algeriensis,235,235,99%,3e-75,55.83,270,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_225945010.1?report=genbank&log$=prottop&blast_rank=335&RID=96KS83JX016"",""WP_225945010.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia kujensis],Pseudonocardia kujensis,233,233,99%,2e-74,55.61,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_269803448.1?report=genbank&log$=prottop&blast_rank=336&RID=96KS83JX016"",""WP_269803448.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis alba],Amycolatopsis alba,233,233,99%,5e-74,54.85,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_020632206.1?report=genbank&log$=prottop&blast_rank=337&RID=96KS83JX016"",""WP_020632206.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinokineospora bangkokensis],Actinokineospora bangkokensis,233,233,99%,5e-74,55.56,291,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_233158295.1?report=genbank&log$=prottop&blast_rank=338&RID=96KS83JX016"",""WP_233158295.1"")"
N-acetylmuramoyl-L-alanine amidase [Allokutzneria albata],Allokutzneria albata,232,232,99%,6e-74,55.34,274,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052407007.1?report=genbank&log$=prottop&blast_rank=339&RID=96KS83JX016"",""WP_052407007.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia],Pseudonocardia,231,231,99%,8e-74,55.61,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_037048631.1?report=genbank&log$=prottop&blast_rank=340&RID=96KS83JX016"",""WP_037048631.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia xinjiangensis],Pseudonocardia xinjiangensis,231,231,98%,1e-73,55.67,248,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246266996.1?report=genbank&log$=prottop&blast_rank=341&RID=96KS83JX016"",""WP_246266996.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudonocardia petroleophila],Pseudonocardia petroleophila,231,231,99%,1e-73,55.12,274,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_185717987.1?report=genbank&log$=prottop&blast_rank=342&RID=96KS83JX016"",""WP_185717987.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Tsukamurella paurometabola],Tsukamurella paurometabola,230,230,99%,2e-73,55.67,254,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013128572.1?report=genbank&log$=prottop&blast_rank=343&RID=96KS83JX016"",""WP_013128572.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinocrispum wychmicini],Actinocrispum wychmicini,231,231,99%,2e-73,54.85,286,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_243726550.1?report=genbank&log$=prottop&blast_rank=344&RID=96KS83JX016"",""WP_243726550.1"")"
Rv3717 family N-acetylmuramoyl-L-alanine amidase [Rhodococcus tukisamuensis],Rhodococcus tukisamuensis,229,229,99%,5e-73,60.10,264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_072846669.1?report=genbank&log$=prottop&blast_rank=345&RID=96KS83JX016"",""WP_072846669.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis regifaucium],Amycolatopsis regifaucium,230,230,99%,6e-73,54.59,278,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_061982020.1?report=genbank&log$=prottop&blast_rank=346&RID=96KS83JX016"",""WP_061982020.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardia jejuensis],Nocardia jejuensis,228,228,99%,6e-73,53.17,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_067697048.1?report=genbank&log$=prottop&blast_rank=347&RID=96KS83JX016"",""WP_067697048.1"")"
N-acetylmuramoyl-L-alanine amidase [Amycolatopsis azurea],Amycolatopsis azurea,229,229,99%,7e-73,54.37,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_077241364.1?report=genbank&log$=prottop&blast_rank=348&RID=96KS83JX016"",""WP_077241364.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardia acididurans],Nocardia acididurans,228,228,100%,1e-72,53.14,244,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_201946231.1?report=genbank&log$=prottop&blast_rank=349&RID=96KS83JX016"",""WP_201946231.1"")"
