Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
N-acetylmuramoyl-L-alanine amidase [Desulfurella amilsii],Desulfurella amilsii,97.1,97.1,98%,8e-21,31.13,390,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_158090470.1?report=genbank&log$=prottop&blast_rank=1189&RID=96M6DB4W016"",""WP_158090470.1"")"
N-acetylmuramoyl-L-alanine amidase [Salsuginibacillus halophilus],Salsuginibacillus halophilus,97.4,97.4,100%,8e-21,32.24,467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_181315290.1?report=genbank&log$=prottop&blast_rank=1190&RID=96M6DB4W016"",""WP_181315290.1"")"
N-acetylmuramoyl-L-alanine amidase [Dolichospermum lemmermannii],Dolichospermum lemmermannii,97.8,97.8,98%,8e-21,37.91,622,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_271837460.1?report=genbank&log$=prottop&blast_rank=1191&RID=96M6DB4W016"",""WP_271837460.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus wynnii],Paenibacillus wynnii,97.4,97.4,96%,8e-21,38.20,466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_036650552.1?report=genbank&log$=prottop&blast_rank=1192&RID=96M6DB4W016"",""WP_036650552.1"")"
N-acetylmuramoyl-L-alanine amidase [Stigmatella aurantiaca],Stigmatella aurantiaca,97.8,97.8,100%,8e-21,32.41,528,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_075005390.1?report=genbank&log$=prottop&blast_rank=1193&RID=96M6DB4W016"",""WP_075005390.1"")"
N-acetylmuramoyl-L-alanine amidase [Virgibacillus phasianinus],Virgibacillus phasianinus,96.7,96.7,90%,8e-21,37.35,370,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_089061521.1?report=genbank&log$=prottop&blast_rank=1194&RID=96M6DB4W016"",""WP_089061521.1"")"
N-acetylmuramoyl-L-alanine amidase [Listeria weihenstephanensis],Listeria weihenstephanensis,97.4,97.4,90%,8e-21,39.05,428,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_036061752.1?report=genbank&log$=prottop&blast_rank=1195&RID=96M6DB4W016"",""WP_036061752.1"")"
N-acetylmuramoyl-L-alanine amidase [Flavobacterium lindanitolerans],Flavobacterium lindanitolerans,93.2,93.2,96%,8e-21,31.64,199,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_101471567.1?report=genbank&log$=prottop&blast_rank=1196&RID=96M6DB4W016"",""WP_101471567.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfosporosinus orientis],Desulfosporosinus orientis,97.8,97.8,96%,8e-21,33.51,529,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014187493.1?report=genbank&log$=prottop&blast_rank=1197&RID=96M6DB4W016"",""WP_014187493.1"")"
N-acetylmuramoyl-L-alanine amidase [Ligilactobacillus aviarius],Ligilactobacillus aviarius,95.5,95.5,87%,8e-21,37.65,297,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_057827377.1?report=genbank&log$=prottop&blast_rank=1198&RID=96M6DB4W016"",""WP_057827377.1"")"
N-acetylmuramoyl-L-alanine amidase [Geomesophilobacter sediminis],Geomesophilobacter sediminis,97.1,97.1,90%,8e-21,35.18,398,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_199385092.1?report=genbank&log$=prottop&blast_rank=1199&RID=96M6DB4W016"",""WP_199385092.1"")"
N-acetylmuramoyl-L-alanine amidase [Neobacillus piezotolerans],Neobacillus piezotolerans,97.8,97.8,97%,8e-21,36.26,675,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_115451256.1?report=genbank&log$=prottop&blast_rank=1200&RID=96M6DB4W016"",""WP_115451256.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Tepidibacter thalassicus],Tepidibacter thalassicus,97.8,97.8,99%,8e-21,35.68,679,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_072724993.1?report=genbank&log$=prottop&blast_rank=1201&RID=96M6DB4W016"",""WP_072724993.1"")"
N-acetylmuramoyl-L-alanine amidase [Acetivibrio clariflavus],Acetivibrio clariflavus,98.2,98.2,91%,8e-21,37.13,963,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014254505.1?report=genbank&log$=prottop&blast_rank=1202&RID=96M6DB4W016"",""WP_014254505.1"")"
N-acetylmuramoyl-L-alanine amidase [Thermanaeromonas toyohensis],Thermanaeromonas toyohensis,94.4,94.4,97%,8e-21,33.15,243,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084663064.1?report=genbank&log$=prottop&blast_rank=1203&RID=96M6DB4W016"",""WP_084663064.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium massiliodielmoense],Clostridium massiliodielmoense,97.8,97.8,100%,8e-21,36.32,645,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_242954812.1?report=genbank&log$=prottop&blast_rank=1204&RID=96M6DB4W016"",""WP_242954812.1"")"
N-acetylmuramoyl-L-alanine amidase [Caldanaerobacter subterraneus],Caldanaerobacter subterraneus,94.0,94.0,85%,8e-21,36.94,219,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_011026452.1?report=genbank&log$=prottop&blast_rank=1205&RID=96M6DB4W016"",""WP_011026452.1"")"
N-acetylmuramoyl-L-alanine amidase [Mesobacillus harenae],Mesobacillus harenae,94.7,94.7,91%,8e-21,38.10,266,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_174731237.1?report=genbank&log$=prottop&blast_rank=1206&RID=96M6DB4W016"",""WP_174731237.1"")"
N-acetylmuramoyl-L-alanine amidase [Domibacillus antri],Domibacillus antri,97.4,97.4,100%,9e-21,35.33,468,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245796458.1?report=genbank&log$=prottop&blast_rank=1207&RID=96M6DB4W016"",""WP_245796458.1"")"
N-acetylmuramoyl-L-alanine amidase [Salicibibacter kimchii],Salicibibacter kimchii,93.6,93.6,90%,9e-21,34.94,209,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_114375394.1?report=genbank&log$=prottop&blast_rank=1208&RID=96M6DB4W016"",""WP_114375394.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus luteolus],Oceanobacillus luteolus,95.1,95.1,98%,9e-21,34.25,271,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_251517592.1?report=genbank&log$=prottop&blast_rank=1209&RID=96M6DB4W016"",""WP_251517592.1"")"
N-acetylmuramoyl-L-alanine amidase [Terrimicrobium sacchariphilum],Terrimicrobium sacchariphilum,93.2,93.2,100%,9e-21,37.16,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_075080533.1?report=genbank&log$=prottop&blast_rank=1210&RID=96M6DB4W016"",""WP_075080533.1"")"
peptidoglycan-binding protein [Evansella caseinilytica],Evansella caseinilytica,97.8,97.8,93%,9e-21,34.46,834,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_090891184.1?report=genbank&log$=prottop&blast_rank=1211&RID=96M6DB4W016"",""WP_090891184.1"")"
peptidoglycan-binding protein [Eubacteriales],Eubacteriales,97.8,97.8,91%,9e-21,38.92,674,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052330772.1?report=genbank&log$=prottop&blast_rank=1212&RID=96M6DB4W016"",""WP_052330772.1"")"
N-acetylmuramoyl-L-alanine amidase [Ruminiclostridium cellobioparum],Ruminiclostridium cellobioparum,94.7,94.7,100%,9e-21,33.88,254,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_027628498.1?report=genbank&log$=prottop&blast_rank=1213&RID=96M6DB4W016"",""WP_027628498.1"")"
N-acetylmuramoyl-L-alanine amidase [Formosa agariphila],Formosa agariphila,93.6,93.6,96%,9e-21,35.52,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_038531313.1?report=genbank&log$=prottop&blast_rank=1214&RID=96M6DB4W016"",""WP_038531313.1"")"
N-acetylmuramoyl-L-alanine amidase [Candidatus Ulvibacter alkanivorans],Candidatus Ulvibacter alkanivorans,93.6,93.6,99%,9e-21,35.29,211,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_114491779.1?report=genbank&log$=prottop&blast_rank=1215&RID=96M6DB4W016"",""WP_114491779.1"")"
N-acetylmuramoyl-L-alanine amidase [Priestia filamentosa],Priestia filamentosa,94.4,94.4,95%,9e-21,38.86,253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_120045388.1?report=genbank&log$=prottop&blast_rank=1216&RID=96M6DB4W016"",""WP_120045388.1"")"
N-acetylmuramoyl-L-alanine amidase [Ruficoccus amylovorans],Ruficoccus amylovorans,95.9,95.9,98%,9e-21,32.99,337,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_185675583.1?report=genbank&log$=prottop&blast_rank=1217&RID=96M6DB4W016"",""WP_185675583.1"")"
N-acetylmuramoyl-L-alanine amidase [Planococcus halotolerans],Planococcus halotolerans,97.4,97.4,100%,9e-21,37.16,459,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_112221177.1?report=genbank&log$=prottop&blast_rank=1218&RID=96M6DB4W016"",""WP_112221177.1"")"
N-acetylmuramoyl-L-alanine amidase [Filifactor alocis],Filifactor alocis,97.8,97.8,96%,9e-21,36.31,589,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_049770206.1?report=genbank&log$=prottop&blast_rank=1219&RID=96M6DB4W016"",""WP_049770206.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium amylolyticum],Clostridium amylolyticum,95.1,95.1,90%,9e-21,36.97,293,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_073005500.1?report=genbank&log$=prottop&blast_rank=1220&RID=96M6DB4W016"",""WP_073005500.1"")"
N-acetylmuramoyl-L-alanine amidase [Lysinibacillus endophyticus],Lysinibacillus endophyticus,97.8,97.8,98%,1e-20,37.36,576,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_253423512.1?report=genbank&log$=prottop&blast_rank=1221&RID=96M6DB4W016"",""WP_253423512.1"")"
N-acetylmuramoyl-L-alanine amidase [Pueribacillus theae],Pueribacillus theae,97.8,97.8,100%,1e-20,34.43,691,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_116553436.1?report=genbank&log$=prottop&blast_rank=1222&RID=96M6DB4W016"",""WP_116553436.1"")"
N-acetylmuramoyl-L-alanine amidase [Longitalea luteola],Longitalea luteola,97.8,97.8,98%,1e-20,34.90,690,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_207510701.1?report=genbank&log$=prottop&blast_rank=1223&RID=96M6DB4W016"",""WP_207510701.1"")"
N-acetylmuramoyl-L-alanine amidase [Planococcus soli],Planococcus soli,97.4,97.4,100%,1e-20,33.87,482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_142830174.1?report=genbank&log$=prottop&blast_rank=1224&RID=96M6DB4W016"",""WP_142830174.1"")"
SH3 domain-containing protein [Siminovitchia fordii],Siminovitchia fordii,97.8,97.8,100%,1e-20,37.30,625,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_018708335.1?report=genbank&log$=prottop&blast_rank=1225&RID=96M6DB4W016"",""WP_018708335.1"")"
N-acetylmuramoyl-L-alanine amidase [Haloimpatiens massiliensis],Haloimpatiens massiliensis,94.4,94.4,88%,1e-20,37.87,257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_102401906.1?report=genbank&log$=prottop&blast_rank=1226&RID=96M6DB4W016"",""WP_102401906.1"")"
N-acetylmuramoyl-L-alanine amidase [Gracilibacillus oryzae],Gracilibacillus oryzae,97.4,97.4,100%,1e-20,33.70,475,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153402262.1?report=genbank&log$=prottop&blast_rank=1227&RID=96M6DB4W016"",""WP_153402262.1"")"
N-acetylmuramoyl-L-alanine amidase [Nostoc favosum],Nostoc favosum,97.8,97.8,98%,1e-20,35.87,613,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_233715507.1?report=genbank&log$=prottop&blast_rank=1228&RID=96M6DB4W016"",""WP_233715507.1"")"
N-acetylmuramoyl-L-alanine amidase [Gracilibacillus alcaliphilus],Gracilibacillus alcaliphilus,96.3,96.3,90%,1e-20,35.54,370,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_204668996.1?report=genbank&log$=prottop&blast_rank=1229&RID=96M6DB4W016"",""WP_204668996.1"")"
N-acetylmuramoyl-L-alanine amidase [Nostoc sphaeroides],Nostoc sphaeroides,97.8,97.8,98%,1e-20,35.87,625,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_118163233.1?report=genbank&log$=prottop&blast_rank=1230&RID=96M6DB4W016"",""WP_118163233.1"")"
N-acetylmuramoyl-L-alanine amidase [Fusobacterium necrophorum],Fusobacterium necrophorum,95.9,95.9,100%,1e-20,32.88,335,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_005961175.1?report=genbank&log$=prottop&blast_rank=1231&RID=96M6DB4W016"",""WP_005961175.1"")"
SH3 domain-containing protein [Priestia abyssalis],Priestia abyssalis,97.8,97.8,92%,1e-20,35.80,603,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_078410901.1?report=genbank&log$=prottop&blast_rank=1232&RID=96M6DB4W016"",""WP_078410901.1"")"
N-acetylmuramoyl-L-alanine amidase [Nostoc mirabile],Nostoc mirabile,97.8,97.8,98%,1e-20,35.87,613,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_233718312.1?report=genbank&log$=prottop&blast_rank=1233&RID=96M6DB4W016"",""WP_233718312.1"")"
N-acetylmuramoyl-L-alanine amidase [Gracilibacillus salitolerans],Gracilibacillus salitolerans,95.5,95.5,99%,1e-20,33.88,313,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153791569.1?report=genbank&log$=prottop&blast_rank=1234&RID=96M6DB4W016"",""WP_153791569.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus dafuensis],Bacillus dafuensis,97.8,97.8,100%,1e-20,35.52,758,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_057773051.1?report=genbank&log$=prottop&blast_rank=1235&RID=96M6DB4W016"",""WP_057773051.1"")"
N-acetylmuramoyl-L-alanine amidase [Synechococcus lacustris],Synechococcus lacustris,96.3,96.3,100%,1e-20,33.51,361,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_106500212.1?report=genbank&log$=prottop&blast_rank=1236&RID=96M6DB4W016"",""WP_106500212.1"")"
N-acetylmuramoyl-L-alanine amidase [Salimicrobium jeotgali],Salimicrobium jeotgali,97.1,97.1,100%,1e-20,34.24,461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_008590396.1?report=genbank&log$=prottop&blast_rank=1237&RID=96M6DB4W016"",""WP_008590396.1"")"
N-acetylmuramoyl-L-alanine amidase [Alkalihalophilus marmarensis],Alkalihalophilus marmarensis,97.4,97.4,90%,1e-20,39.16,575,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_022629180.1?report=genbank&log$=prottop&blast_rank=1238&RID=96M6DB4W016"",""WP_022629180.1"")"
N-acetylmuramoyl-L-alanine amidase [Planktothrix agardhii],Planktothrix agardhii,97.8,97.8,98%,1e-20,36.81,660,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_227373478.1?report=genbank&log$=prottop&blast_rank=1239&RID=96M6DB4W016"",""WP_227373478.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus oncorhynchi],Oceanobacillus oncorhynchi,92.8,92.8,98%,1e-20,34.78,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_042536071.1?report=genbank&log$=prottop&blast_rank=1240&RID=96M6DB4W016"",""WP_042536071.1"")"
SH3 domain-containing protein [Geobacillus kaustophilus],Geobacillus kaustophilus,97.8,97.8,100%,1e-20,34.97,815,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_011232624.1?report=genbank&log$=prottop&blast_rank=1241&RID=96M6DB4W016"",""WP_011232624.1"")"
N-acetylmuramoyl-L-alanine amidase [Chthoniobacter flavus],Chthoniobacter flavus,94.4,94.4,98%,1e-20,33.67,253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_006980790.1?report=genbank&log$=prottop&blast_rank=1242&RID=96M6DB4W016"",""WP_006980790.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium cochlearium],Clostridium cochlearium,97.4,170,100%,1e-20,37.04,597,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_095177186.1?report=genbank&log$=prottop&blast_rank=1243&RID=96M6DB4W016"",""WP_095177186.1"")"
N-acetylmuramoyl-L-alanine amidase [Prosthecobacter vanneervenii],Prosthecobacter vanneervenii,92.8,92.8,87%,1e-20,35.37,182,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_184341986.1?report=genbank&log$=prottop&blast_rank=1244&RID=96M6DB4W016"",""WP_184341986.1"")"
N-acetylmuramoyl-L-alanine amidase [Lactobacillus terrae],Lactobacillus terrae,97.1,97.1,99%,1e-20,35.33,439,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_099974827.1?report=genbank&log$=prottop&blast_rank=1245&RID=96M6DB4W016"",""WP_099974827.1"")"
N-acetylmuramoyl-L-alanine amidase [Listeria newyorkensis],Listeria newyorkensis,95.1,95.1,98%,1e-20,36.26,286,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_273625538.1?report=genbank&log$=prottop&blast_rank=1246&RID=96M6DB4W016"",""WP_273625538.1"")"
N-acetylmuramoyl-L-alanine amidase [Nostoc flagelliforme],Nostoc flagelliforme,97.8,97.8,98%,1e-20,35.33,628,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_100903073.1?report=genbank&log$=prottop&blast_rank=1247&RID=96M6DB4W016"",""WP_100903073.1"")"
N-acetylmuramoyl-L-alanine amidase [Ligilactobacillus araffinosus],Ligilactobacillus araffinosus,95.1,95.1,87%,1e-20,37.65,297,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_057906991.1?report=genbank&log$=prottop&blast_rank=1248&RID=96M6DB4W016"",""WP_057906991.1"")"
N-acetylmuramoyl-L-alanine amidase [Victivallis vadensis],Victivallis vadensis,95.5,95.5,99%,1e-20,33.66,312,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_116884094.1?report=genbank&log$=prottop&blast_rank=1249&RID=96M6DB4W016"",""WP_116884094.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus taeanensis],Bacillus taeanensis,93.6,93.6,97%,1e-20,33.16,228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_113808479.1?report=genbank&log$=prottop&blast_rank=1250&RID=96M6DB4W016"",""WP_113808479.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium thermarum],Clostridium thermarum,96.3,96.3,100%,1e-20,36.84,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_139904494.1?report=genbank&log$=prottop&blast_rank=1251&RID=96M6DB4W016"",""WP_139904494.1"")"
N-acetylmuramoyl-L-alanine amidase [Ornithinibacillus halotolerans],Ornithinibacillus halotolerans,94.0,94.0,88%,1e-20,38.04,232,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188386101.1?report=genbank&log$=prottop&blast_rank=1252&RID=96M6DB4W016"",""WP_188386101.1"")"
N-acetylmuramoyl-L-alanine amidase [Geobacter soli],Geobacter soli,97.1,97.1,89%,1e-20,36.04,462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_039644414.1?report=genbank&log$=prottop&blast_rank=1253&RID=96M6DB4W016"",""WP_039644414.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus halotolerans],Oceanobacillus halotolerans,95.9,95.9,99%,1e-20,36.22,349,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_163970098.1?report=genbank&log$=prottop&blast_rank=1254&RID=96M6DB4W016"",""WP_163970098.1"")"
N-acetylmuramoyl-L-alanine amidase [Anabaena sphaerica],Anabaena sphaerica,97.4,97.4,98%,1e-20,37.91,632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190557665.1?report=genbank&log$=prottop&blast_rank=1255&RID=96M6DB4W016"",""WP_190557665.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillaceae],Bacillaceae,94.0,94.0,88%,1e-20,38.04,232,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_000475617.1?report=genbank&log$=prottop&blast_rank=1256&RID=96M6DB4W016"",""WP_000475617.1"")"
N-acetylmuramoyl-L-alanine amidase [Companilactobacillus baiquanensis],Companilactobacillus baiquanensis,96.7,96.7,87%,1e-20,38.51,430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_125591920.1?report=genbank&log$=prottop&blast_rank=1257&RID=96M6DB4W016"",""WP_125591920.1"")"
N-acetylmuramoyl-L-alanine amidase [Companilactobacillus metriopterae],Companilactobacillus metriopterae,97.1,97.1,99%,1e-20,35.33,439,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_129044985.1?report=genbank&log$=prottop&blast_rank=1258&RID=96M6DB4W016"",""WP_129044985.1"")"
N-acetylmuramoyl-L-alanine amidase [Peribacillus asahii],Peribacillus asahii,97.4,97.4,90%,1e-20,37.35,623,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_119115111.1?report=genbank&log$=prottop&blast_rank=1259&RID=96M6DB4W016"",""WP_119115111.1"")"
N-acetylmuramoyl-L-alanine amidase [Ornithinibacillus bavariensis],Ornithinibacillus bavariensis,96.3,96.3,91%,1e-20,36.31,367,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_212920525.1?report=genbank&log$=prottop&blast_rank=1260&RID=96M6DB4W016"",""WP_212920525.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfosporosinus orientis],Desulfosporosinus orientis,97.1,97.1,100%,1e-20,35.60,435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014182849.1?report=genbank&log$=prottop&blast_rank=1261&RID=96M6DB4W016"",""WP_014182849.1"")"
N-acetylmuramoyl-L-alanine amidase [Metabacillus lacus],Metabacillus lacus,97.4,97.4,89%,1e-20,36.97,804,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_154307314.1?report=genbank&log$=prottop&blast_rank=1262&RID=96M6DB4W016"",""WP_154307314.1"")"
N-acetylmuramoyl-L-alanine amidase [Halobacillus ihumii],Halobacillus ihumii,95.9,95.9,100%,1e-20,34.97,346,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_163527333.1?report=genbank&log$=prottop&blast_rank=1263&RID=96M6DB4W016"",""WP_163527333.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus chitinolyticus],Paenibacillus chitinolyticus,96.7,96.7,98%,1e-20,31.96,402,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_042230472.1?report=genbank&log$=prottop&blast_rank=1264&RID=96M6DB4W016"",""WP_042230472.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus testis],Bacillus testis,97.1,97.1,100%,1e-20,38.04,468,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_050614174.1?report=genbank&log$=prottop&blast_rank=1265&RID=96M6DB4W016"",""WP_050614174.1"")"
N-acetylmuramoyl-L-alanine amidase [Geomonas silvestris],Geomonas silvestris,96.7,96.7,91%,1e-20,34.62,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_183352667.1?report=genbank&log$=prottop&blast_rank=1266&RID=96M6DB4W016"",""WP_183352667.1"")"
SH3 domain-containing protein [Salicibibacter cibarius],Salicibibacter cibarius,97.4,97.4,95%,1e-20,37.50,938,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_200126182.1?report=genbank&log$=prottop&blast_rank=1267&RID=96M6DB4W016"",""WP_200126182.1"")"
N-acetylmuramoyl-L-alanine amidase [Oxynema aestuarii],Oxynema aestuarii,97.4,97.4,98%,1e-20,34.97,578,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_168572056.1?report=genbank&log$=prottop&blast_rank=1268&RID=96M6DB4W016"",""WP_168572056.1"")"
DUF3747 domain-containing protein [Prochlorothrix hollandica],Prochlorothrix hollandica,97.4,97.4,98%,1e-20,33.88,539,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_017711321.1?report=genbank&log$=prottop&blast_rank=1269&RID=96M6DB4W016"",""WP_017711321.1"")"
N-acetylmuramoyl-L-alanine amidase [Listeria rocourtiae],Listeria rocourtiae,96.7,96.7,91%,1e-20,38.01,428,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_036069305.1?report=genbank&log$=prottop&blast_rank=1270&RID=96M6DB4W016"",""WP_036069305.1"")"
N-acetylmuramoyl-L-alanine amidase [Gracilibacillus dipsosauri],Gracilibacillus dipsosauri,95.1,95.1,100%,1e-20,34.24,300,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_109984080.1?report=genbank&log$=prottop&blast_rank=1271&RID=96M6DB4W016"",""WP_109984080.1"")"
N-acetylmuramoyl-L-alanine amidase [Sphaerospermopsis kisseleviana],Sphaerospermopsis kisseleviana,97.4,97.4,98%,1e-20,37.36,629,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_096565820.1?report=genbank&log$=prottop&blast_rank=1272&RID=96M6DB4W016"",""WP_096565820.1"")"
N-acetylmuramoyl-L-alanine amidase [Jutongia hominis],Jutongia hominis,94.0,94.0,87%,1e-20,39.63,253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_249305824.1?report=genbank&log$=prottop&blast_rank=1273&RID=96M6DB4W016"",""WP_249305824.1"")"
N-acetylmuramoyl-L-alanine amidase [Romboutsia hominis],Romboutsia hominis,94.4,94.4,90%,1e-20,40.36,268,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_092925953.1?report=genbank&log$=prottop&blast_rank=1274&RID=96M6DB4W016"",""WP_092925953.1"")"
N-acetylmuramoyl-L-alanine amidase [Facklamia lactis],Facklamia lactis,96.7,96.7,98%,1e-20,34.25,439,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235991491.1?report=genbank&log$=prottop&blast_rank=1275&RID=96M6DB4W016"",""WP_235991491.1"")"
N-acetylmuramoyl-L-alanine amidase [Neosynechococcus sphagnicola],Neosynechococcus sphagnicola,97.1,97.1,98%,1e-20,33.70,457,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052128593.1?report=genbank&log$=prottop&blast_rank=1276&RID=96M6DB4W016"",""WP_052128593.1"")"
