Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
N-acetylmuramoyl-L-alanine amidase [Pediococcus argentinicus],Pediococcus argentinicus,108,108,99%,5e-26,37.36,290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_057797502.1?report=genbank&log$=prottop&blast_rank=1454&RID=96KTNVR7013"",""WP_057797502.1"")"
N-acetylmuramoyl-L-alanine amidase [Salimicrobium flavidum],Salimicrobium flavidum,109,109,97%,5e-26,36.57,327,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_076558887.1?report=genbank&log$=prottop&blast_rank=1455&RID=96KTNVR7013"",""WP_076558887.1"")"
N-acetylmuramoyl-L-alanine amidase [Leuconostoc palmae],Leuconostoc palmae,108,108,96%,6e-26,38.10,300,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_220742099.1?report=genbank&log$=prottop&blast_rank=1456&RID=96KTNVR7013"",""WP_220742099.1"")"
N-acetylmuramoyl-L-alanine amidase [Bombilactobacillus bombi],Bombilactobacillus bombi,111,111,96%,6e-26,38.64,438,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_118908127.1?report=genbank&log$=prottop&blast_rank=1457&RID=96KTNVR7013"",""WP_118908127.1"")"
N-acetylmuramoyl-L-alanine amidase [Fructilactobacillus carniphilus],Fructilactobacillus carniphilus,108,108,97%,6e-26,37.85,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_252795515.1?report=genbank&log$=prottop&blast_rank=1458&RID=96KTNVR7013"",""WP_252795515.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus faecalis],Paenibacillus faecalis,111,111,97%,6e-26,38.12,462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_199794875.1?report=genbank&log$=prottop&blast_rank=1459&RID=96KTNVR7013"",""WP_199794875.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus jilunlii],Paenibacillus jilunlii,110,110,98%,6e-26,35.20,378,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_062522843.1?report=genbank&log$=prottop&blast_rank=1460&RID=96KTNVR7013"",""WP_062522843.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus borealis],Paenibacillus borealis,110,110,98%,6e-26,36.11,379,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_042217759.1?report=genbank&log$=prottop&blast_rank=1461&RID=96KTNVR7013"",""WP_042217759.1"")"
N-acetylmuramoyl-L-alanine amidase [Levilactobacillus tongjiangensis],Levilactobacillus tongjiangensis,108,108,100%,6e-26,40.11,283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_125693938.1?report=genbank&log$=prottop&blast_rank=1462&RID=96KTNVR7013"",""WP_125693938.1"")"
N-acetylmuramoyl-L-alanine amidase [Paramaledivibacter caminithermalis],Paramaledivibacter caminithermalis,112,112,98%,6e-26,38.59,686,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_073149226.1?report=genbank&log$=prottop&blast_rank=1463&RID=96KTNVR7013"",""WP_073149226.1"")"
N-acetylmuramoyl-L-alanine amidase [Trichococcus collinsii],Trichococcus collinsii,110,110,98%,6e-26,37.43,438,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245826641.1?report=genbank&log$=prottop&blast_rank=1464&RID=96KTNVR7013"",""WP_245826641.1"")"
N-acetylmuramoyl-L-alanine amidase [Neobacillus endophyticus],Neobacillus endophyticus,108,108,98%,6e-26,37.99,301,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246277420.1?report=genbank&log$=prottop&blast_rank=1465&RID=96KTNVR7013"",""WP_246277420.1"")"
N-acetylmuramoyl-L-alanine amidase [Pectinatus brassicae],Pectinatus brassicae,109,109,98%,6e-26,35.26,346,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_231038150.1?report=genbank&log$=prottop&blast_rank=1466&RID=96KTNVR7013"",""WP_231038150.1"")"
N-acetylmuramoyl-L-alanine amidase [Carboxydothermus islandicus],Carboxydothermus islandicus,112,112,100%,6e-26,37.63,620,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_075864449.1?report=genbank&log$=prottop&blast_rank=1467&RID=96KTNVR7013"",""WP_075864449.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridioides difficile],Clostridioides difficile,108,108,97%,6e-26,34.81,274,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_021359573.1?report=genbank&log$=prottop&blast_rank=1468&RID=96KTNVR7013"",""WP_021359573.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus nitratireducens],Bacillus nitratireducens,107,107,99%,6e-26,35.42,227,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_212086862.1?report=genbank&log$=prottop&blast_rank=1469&RID=96KTNVR7013"",""WP_212086862.1"")"
N-acetylmuramoyl-L-alanine amidase [Trichococcus ilyis],Trichococcus ilyis,110,110,98%,6e-26,37.43,440,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068622869.1?report=genbank&log$=prottop&blast_rank=1470&RID=96KTNVR7013"",""WP_068622869.1"")"
N-acetylmuramoyl-L-alanine amidase [Veillonella magna],Veillonella magna,110,110,98%,7e-26,36.32,375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_028255865.1?report=genbank&log$=prottop&blast_rank=1471&RID=96KTNVR7013"",""WP_028255865.1"")"
N-acetylmuramoyl-L-alanine amidase [Fructobacillus ficulneus],Fructobacillus ficulneus,108,108,99%,7e-26,40.00,289,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_061993718.1?report=genbank&log$=prottop&blast_rank=1472&RID=96KTNVR7013"",""WP_061993718.1"")"
N-acetylmuramoyl-L-alanine amidase [Lactiplantibacillus xiangfangensis],Lactiplantibacillus xiangfangensis,108,108,97%,7e-26,38.55,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_057707254.1?report=genbank&log$=prottop&blast_rank=1473&RID=96KTNVR7013"",""WP_057707254.1"")"
N-acetylmuramoyl-L-alanine amidase [Ligilactobacillus pobuzihii],Ligilactobacillus pobuzihii,108,108,98%,7e-26,39.44,287,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_017868107.1?report=genbank&log$=prottop&blast_rank=1474&RID=96KTNVR7013"",""WP_017868107.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus aquistagni],Paenibacillus aquistagni,110,110,99%,7e-26,35.20,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_244903535.1?report=genbank&log$=prottop&blast_rank=1475&RID=96KTNVR7013"",""WP_244903535.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus pinisoli],Paenibacillus pinisoli,111,111,96%,7e-26,36.93,477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_165867518.1?report=genbank&log$=prottop&blast_rank=1476&RID=96KTNVR7013"",""WP_165867518.1"")"
N-acetylmuramoyl-L-alanine amidase [Lactiplantibacillus pingfangensis],Lactiplantibacillus pingfangensis,108,108,97%,7e-26,39.33,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_137625542.1?report=genbank&log$=prottop&blast_rank=1477&RID=96KTNVR7013"",""WP_137625542.1"")"
SH3 domain-containing protein [Metabacillus kandeliae],Metabacillus kandeliae,111,111,98%,7e-26,38.55,525,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_231790445.1?report=genbank&log$=prottop&blast_rank=1478&RID=96KTNVR7013"",""WP_231790445.1"")"
N-acetylmuramoyl-L-alanine amidase [Levilactobacillus fujinensis],Levilactobacillus fujinensis,108,108,98%,7e-26,39.44,283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_125685840.1?report=genbank&log$=prottop&blast_rank=1479&RID=96KTNVR7013"",""WP_125685840.1"")"
N-acetylmuramoyl-L-alanine amidase [Salipaludibacillus neizhouensis],Salipaludibacillus neizhouensis,112,112,98%,7e-26,38.46,603,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_110938641.1?report=genbank&log$=prottop&blast_rank=1480&RID=96KTNVR7013"",""WP_110938641.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerosporomusa subterranea],Anaerosporomusa subterranea,107,107,99%,7e-26,34.55,235,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_066245499.1?report=genbank&log$=prottop&blast_rank=1481&RID=96KTNVR7013"",""WP_066245499.1"")"
N-acetylmuramoyl-L-alanine amidase [Fructobacillus parabroussonetiae],Fructobacillus parabroussonetiae,108,108,98%,7e-26,42.22,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_213821393.1?report=genbank&log$=prottop&blast_rank=1482&RID=96KTNVR7013"",""WP_213821393.1"")"
N-acetylmuramoyl-L-alanine amidase [Spirulina major],Spirulina major,111,111,95%,7e-26,33.33,461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_072621182.1?report=genbank&log$=prottop&blast_rank=1483&RID=96KTNVR7013"",""WP_072621182.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus tritici],Paenibacillus tritici,110,110,98%,7e-26,36.11,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_173138829.1?report=genbank&log$=prottop&blast_rank=1484&RID=96KTNVR7013"",""WP_173138829.1"")"
N-acetylmuramoyl-L-alanine amidase [Alkalihalobacillus clausii],Alkalihalobacillus clausii,108,108,93%,7e-26,36.78,284,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_095303892.1?report=genbank&log$=prottop&blast_rank=1485&RID=96KTNVR7013"",""WP_095303892.1"")"
N-acetylmuramoyl-L-alanine amidase [Phosphitispora fastidiosa],Phosphitispora fastidiosa,111,111,100%,7e-26,37.44,524,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_231683137.1?report=genbank&log$=prottop&blast_rank=1486&RID=96KTNVR7013"",""WP_231683137.1"")"
N-acetylmuramoyl-L-alanine amidase [Sporomusa acidovorans],Sporomusa acidovorans,107,107,98%,7e-26,38.83,264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245692897.1?report=genbank&log$=prottop&blast_rank=1487&RID=96KTNVR7013"",""WP_245692897.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus aceti],Paenibacillus aceti,111,111,97%,8e-26,36.16,506,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_240431900.1?report=genbank&log$=prottop&blast_rank=1488&RID=96KTNVR7013"",""WP_240431900.1"")"
N-acetylmuramoyl-L-alanine amidase [Acaryochloris thomasi],Acaryochloris thomasi,109,109,96%,8e-26,33.14,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_110985097.1?report=genbank&log$=prottop&blast_rank=1489&RID=96KTNVR7013"",""WP_110985097.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus mangrovi],Paenibacillus mangrovi,111,111,96%,8e-26,35.43,484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_244727436.1?report=genbank&log$=prottop&blast_rank=1490&RID=96KTNVR7013"",""WP_244727436.1"")"
N-acetylmuramoyl-L-alanine amidase [Aliicoccus persicus],Aliicoccus persicus,107,107,97%,8e-26,34.50,271,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_091473624.1?report=genbank&log$=prottop&blast_rank=1491&RID=96KTNVR7013"",""WP_091473624.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfitobacterium dichloroeliminans],Desulfitobacterium dichloroeliminans,111,111,98%,8e-26,37.17,543,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_015263576.1?report=genbank&log$=prottop&blast_rank=1492&RID=96KTNVR7013"",""WP_015263576.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus koleovorans],Paenibacillus koleovorans,107,107,96%,8e-26,33.71,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_127588056.1?report=genbank&log$=prottop&blast_rank=1493&RID=96KTNVR7013"",""WP_127588056.1"")"
SH3 domain-containing protein [Caldalkalibacillus mannanilyticus],Caldalkalibacillus mannanilyticus,111,111,98%,8e-26,36.87,507,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_025028389.1?report=genbank&log$=prottop&blast_rank=1494&RID=96KTNVR7013"",""WP_025028389.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium tetanomorphum],Clostridium tetanomorphum,107,107,88%,8e-26,38.55,250,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_035150855.1?report=genbank&log$=prottop&blast_rank=1495&RID=96KTNVR7013"",""WP_035150855.1"")"
N-acetylmuramoyl-L-alanine amidase [Lacticaseibacillus daqingensis],Lacticaseibacillus daqingensis,110,110,100%,8e-26,37.70,440,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_125703587.1?report=genbank&log$=prottop&blast_rank=1496&RID=96KTNVR7013"",""WP_125703587.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus assamensis],Paenibacillus assamensis,111,111,95%,8e-26,38.64,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084508797.1?report=genbank&log$=prottop&blast_rank=1497&RID=96KTNVR7013"",""WP_084508797.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerobacillus alkaliphilus],Anaerobacillus alkaliphilus,112,112,96%,8e-26,38.33,587,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_129077189.1?report=genbank&log$=prottop&blast_rank=1498&RID=96KTNVR7013"",""WP_129077189.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfallas thermosapovorans],Desulfallas thermosapovorans,111,111,95%,8e-26,36.78,484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_207706565.1?report=genbank&log$=prottop&blast_rank=1499&RID=96KTNVR7013"",""WP_207706565.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus damuensis],Oceanobacillus damuensis,109,109,98%,8e-26,36.87,354,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_067727310.1?report=genbank&log$=prottop&blast_rank=1500&RID=96KTNVR7013"",""WP_067727310.1"")"
N-acetylmuramoyl-L-alanine amidase [Secundilactobacillus paracollinoides],Secundilactobacillus paracollinoides,108,108,98%,8e-26,40.33,285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_156770482.1?report=genbank&log$=prottop&blast_rank=1501&RID=96KTNVR7013"",""WP_156770482.1"")"
N-acetylmuramoyl-L-alanine amidase [Loigolactobacillus zhaoyuanensis],Loigolactobacillus zhaoyuanensis,108,108,98%,9e-26,38.76,302,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_125550668.1?report=genbank&log$=prottop&blast_rank=1502&RID=96KTNVR7013"",""WP_125550668.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulforadius tongensis],Desulforadius tongensis,111,111,100%,9e-26,33.51,613,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_204618205.1?report=genbank&log$=prottop&blast_rank=1503&RID=96KTNVR7013"",""WP_204618205.1"")"
N-acetylmuramoyl-L-alanine amidase [Periweissella fabaria],Periweissella fabaria,108,108,98%,9e-26,40.00,283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_230095825.1?report=genbank&log$=prottop&blast_rank=1504&RID=96KTNVR7013"",""WP_230095825.1"")"
N-acetylmuramoyl-L-alanine amidase [Peribacillus cavernae],Peribacillus cavernae,110,110,97%,9e-26,37.50,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_185861634.1?report=genbank&log$=prottop&blast_rank=1505&RID=96KTNVR7013"",""WP_185861634.1"")"
N-acetylmuramoyl-L-alanine amidase [Leuconostoc],Leuconostoc,108,108,96%,9e-26,38.83,300,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013231646.1?report=genbank&log$=prottop&blast_rank=1506&RID=96KTNVR7013"",""WP_013231646.1"")"
SH3 domain-containing protein [Margalitia camelliae],Margalitia camelliae,112,112,94%,9e-26,36.52,702,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_165786760.1?report=genbank&log$=prottop&blast_rank=1507&RID=96KTNVR7013"",""WP_165786760.1"")"
N-acetylmuramoyl-L-alanine amidase [Leuconostoc fallax],Leuconostoc fallax,108,108,98%,9e-26,39.78,288,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_010007169.1?report=genbank&log$=prottop&blast_rank=1508&RID=96KTNVR7013"",""WP_010007169.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus acidicola],Bacillus acidicola,110,110,99%,9e-26,36.67,398,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_066271301.1?report=genbank&log$=prottop&blast_rank=1509&RID=96KTNVR7013"",""WP_066271301.1"")"
N-acetylmuramoyl-L-alanine amidase [Megamonas hypermegale],Megamonas hypermegale,109,109,99%,9e-26,35.94,356,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_027890822.1?report=genbank&log$=prottop&blast_rank=1510&RID=96KTNVR7013"",""WP_027890822.1"")"
N-acetylmuramoyl-L-alanine amidase [Propionispora hippei],Propionispora hippei,109,109,99%,9e-26,37.31,376,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_223191585.1?report=genbank&log$=prottop&blast_rank=1511&RID=96KTNVR7013"",""WP_223191585.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium paridis],Clostridium paridis,110,110,96%,9e-26,37.85,470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_202766843.1?report=genbank&log$=prottop&blast_rank=1512&RID=96KTNVR7013"",""WP_202766843.1"")"
N-acetylmuramoyl-L-alanine amidase [Solibacillus merdavium],Solibacillus merdavium,112,112,99%,9e-26,36.22,669,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_191702092.1?report=genbank&log$=prottop&blast_rank=1513&RID=96KTNVR7013"",""WP_191702092.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus hunanensis],Paenibacillus hunanensis,110,110,97%,9e-26,38.67,461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188777045.1?report=genbank&log$=prottop&blast_rank=1514&RID=96KTNVR7013"",""WP_188777045.1"")"
N-acetylmuramoyl-L-alanine amidase [Allofustis seminis],Allofustis seminis,110,110,98%,9e-26,37.99,457,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_018658711.1?report=genbank&log$=prottop&blast_rank=1515&RID=96KTNVR7013"",""WP_018658711.1"")"
N-acetylmuramoyl-L-alanine amidase [Vagococcus lutrae],Vagococcus lutrae,110,110,96%,9e-26,39.77,426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_038101011.1?report=genbank&log$=prottop&blast_rank=1516&RID=96KTNVR7013"",""WP_038101011.1"")"
N-acetylmuramoyl-L-alanine amidase [Fructilactobacillus ixorae],Fructilactobacillus ixorae,107,107,96%,9e-26,38.98,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_252779533.1?report=genbank&log$=prottop&blast_rank=1517&RID=96KTNVR7013"",""WP_252779533.1"")"
N-acetylmuramoyl-L-alanine amidase [Cytobacillus solani],Cytobacillus solani,112,112,98%,9e-26,35.87,702,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_075209244.1?report=genbank&log$=prottop&blast_rank=1518&RID=96KTNVR7013"",""WP_075209244.1"")"
SH3 domain-containing protein [Neobacillus niacini],Neobacillus niacini,111,111,98%,1e-25,35.96,580,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_034672612.1?report=genbank&log$=prottop&blast_rank=1519&RID=96KTNVR7013"",""WP_034672612.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus bengalensis],Oceanobacillus bengalensis,112,112,98%,1e-25,35.03,889,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_183072753.1?report=genbank&log$=prottop&blast_rank=1520&RID=96KTNVR7013"",""WP_183072753.1"")"
N-acetylmuramoyl-L-alanine amidase [Sporosarcina cyprini],Sporosarcina cyprini,111,111,100%,1e-25,37.10,570,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_238080627.1?report=genbank&log$=prottop&blast_rank=1521&RID=96KTNVR7013"",""WP_238080627.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus jordanicus],Oceanobacillus jordanicus,109,109,98%,1e-25,37.43,369,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_238017759.1?report=genbank&log$=prottop&blast_rank=1522&RID=96KTNVR7013"",""WP_238017759.1"")"
N-acetylmuramoyl-L-alanine amidase [Levilactobacillus koreensis],Levilactobacillus koreensis,107,107,98%,1e-25,39.78,285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_048735955.1?report=genbank&log$=prottop&blast_rank=1523&RID=96KTNVR7013"",""WP_048735955.1"")"
N-acetylmuramoyl-L-alanine amidase [Fructobacillus durionis],Fructobacillus durionis,107,107,100%,1e-25,40.66,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_091501541.1?report=genbank&log$=prottop&blast_rank=1524&RID=96KTNVR7013"",""WP_091501541.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus alkalisoli],Oceanobacillus alkalisoli,109,109,98%,1e-25,37.08,385,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_238471404.1?report=genbank&log$=prottop&blast_rank=1525&RID=96KTNVR7013"",""WP_238471404.1"")"
N-acetylmuramoyl-L-alanine amidase [Halalkalibacter oceani],Halalkalibacter oceani,107,107,98%,1e-25,35.71,251,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_251224209.1?report=genbank&log$=prottop&blast_rank=1526&RID=96KTNVR7013"",""WP_251224209.1"")"
SH3 domain-containing protein [Neobacillus notoginsengisoli],Neobacillus notoginsengisoli,111,111,98%,1e-25,38.59,838,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_118922207.1?report=genbank&log$=prottop&blast_rank=1527&RID=96KTNVR7013"",""WP_118922207.1"")"
N-acetylmuramoyl-L-alanine amidase [Solibacillus faecavium],Solibacillus faecavium,111,111,99%,1e-25,35.68,666,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_225231099.1?report=genbank&log$=prottop&blast_rank=1528&RID=96KTNVR7013"",""WP_225231099.1"")"
SH3 domain-containing protein [Fictibacillus arsenicus],Fictibacillus arsenicus,111,111,98%,1e-25,36.87,541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_077361973.1?report=genbank&log$=prottop&blast_rank=1529&RID=96KTNVR7013"",""WP_077361973.1"")"
N-acetylmuramoyl-L-alanine amidase [Paeniclostridium ghonii],Paeniclostridium ghonii,106,106,86%,1e-25,37.97,224,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_250676022.1?report=genbank&log$=prottop&blast_rank=1530&RID=96KTNVR7013"",""WP_250676022.1"")"
N-acetylmuramoyl-L-alanine amidase [Metabacillus endolithicus],Metabacillus endolithicus,111,111,97%,1e-25,37.02,785,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_247346326.1?report=genbank&log$=prottop&blast_rank=1531&RID=96KTNVR7013"",""WP_247346326.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus picturae],Oceanobacillus picturae,109,109,98%,1e-25,37.43,370,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_036577654.1?report=genbank&log$=prottop&blast_rank=1532&RID=96KTNVR7013"",""WP_036577654.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus beijingensis],Paenibacillus beijingensis,109,109,98%,1e-25,36.11,367,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_045671596.1?report=genbank&log$=prottop&blast_rank=1533&RID=96KTNVR7013"",""WP_045671596.1"")"
N-acetylmuramoyl-L-alanine amidase [Ureibacillus thermosphaericus],Ureibacillus thermosphaericus,110,110,99%,1e-25,36.22,485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_096550400.1?report=genbank&log$=prottop&blast_rank=1534&RID=96KTNVR7013"",""WP_096550400.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus kyungheensis],Paenibacillus kyungheensis,110,110,97%,1e-25,37.22,462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_273612403.1?report=genbank&log$=prottop&blast_rank=1535&RID=96KTNVR7013"",""WP_273612403.1"")"
N-acetylmuramoyl-L-alanine amidase [Terribacillus aidingensis],Terribacillus aidingensis,109,109,98%,1e-25,37.70,363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_097042995.1?report=genbank&log$=prottop&blast_rank=1536&RID=96KTNVR7013"",""WP_097042995.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus wynnii],Paenibacillus wynnii,110,110,97%,1e-25,35.75,489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_036657344.1?report=genbank&log$=prottop&blast_rank=1537&RID=96KTNVR7013"",""WP_036657344.1"")"
N-acetylmuramoyl-L-alanine amidase [Alkalihalobacillus macyae],Alkalihalobacillus macyae,111,111,96%,1e-25,36.16,579,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_161797362.1?report=genbank&log$=prottop&blast_rank=1538&RID=96KTNVR7013"",""WP_161797362.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfosporosinus lacus],Desulfosporosinus lacus,111,111,98%,1e-25,36.08,747,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_200797941.1?report=genbank&log$=prottop&blast_rank=1539&RID=96KTNVR7013"",""WP_200797941.1"")"
N-acetylmuramoyl-L-alanine amidase [Fructilactobacillus myrtifloralis],Fructilactobacillus myrtifloralis,107,107,96%,1e-25,39.20,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_252750298.1?report=genbank&log$=prottop&blast_rank=1540&RID=96KTNVR7013"",""WP_252750298.1"")"
N-acetylmuramoyl-L-alanine amidase [Carboxydothermus ferrireducens],Carboxydothermus ferrireducens,111,111,98%,1e-25,37.50,618,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_028051587.1?report=genbank&log$=prottop&blast_rank=1541&RID=96KTNVR7013"",""WP_028051587.1"")"
N-acetylmuramoyl-L-alanine amidase [Veillonella agrestimuris],Veillonella agrestimuris,109,109,98%,1e-25,36.13,365,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_251422936.1?report=genbank&log$=prottop&blast_rank=1542&RID=96KTNVR7013"",""WP_251422936.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus pinisoli],Paenibacillus pinisoli,107,107,97%,1e-25,37.08,249,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_120109570.1?report=genbank&log$=prottop&blast_rank=1543&RID=96KTNVR7013"",""WP_120109570.1"")"
