taxid,family,genus_species,helix_5_occupancy_75_max,amr_fullname,amr_phylum,amr_family,amr_pathogenicity,amr_gram_status
>1465765,Bacillaceae,Oceanobacillus massiliensis,14,Oceanobacillus massiliensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1399,Bacillaceae,Cytobacillus firmus,16,Cytobacillus firmus,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1776390,Peptoniphilaceae,Peptoniphilus pacaensis,24,Peptoniphilus tyrrelliae,Bacillota,Peptoniphilaceae,Pathogenic,Gram-positive
>1639034,Paenibacillaceae,Paenibacillus cymbidii,14,Paenibacillus cymbidii,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
>1714354,Bacillaceae,Domibacillus mangrovi,20,Domibacillus mangrovi,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1071053,Bacillaceae,Virgibacillus halotolerans,18,Virgibacillus halotolerans,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1302659,Planococcaceae,Planococcus versutus,17,Planococcus versutus,Bacillota,Caryophanaceae,Non-pathogenic,Gram-positive
>1517,Thermoanaerobacteraceae,Thermoanaerobacterium thermosaccharolyticum,16,Thermoanaerobacterium thermosaccharolyticum,Bacillota,Thermoanaerobacteraceae,Non-pathogenic,Gram-positive
>2697503,Bacillaceae,Virgibacillus doumboii,18,Lactobacillus delbrueckii jakobsenii,Bacillota,Lactobacillaceae,Pathogenic,Gram-positive
>301148,Bacillaceae,Caldibacillus debilis,16,Caldibacillus debilis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1618,Lactobacillaceae,Liquorilactobacillus mali,15,Liquorilactobacillus mali,Bacillota,Lactobacillaceae,Non-pathogenic,Gram-positive
>43595,Halanaerobiaceae,Halanaerobium saccharolyticum,17,Halanaerobium saccharolyticum,Bacillota,Halanaerobiaceae,Non-pathogenic,Gram-positive
>1649580,Bacillaceae,Alkalihalobacillus shacheensis,16,Shouchella shacheensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1517,Thermoanaerobacteraceae,Thermoanaerobacterium thermosaccharolyticum,21,Thermoanaerobacterium thermosaccharolyticum,Bacillota,Thermoanaerobacteraceae,Non-pathogenic,Gram-positive
>1499688,Bacillaceae,Neobacillus massiliamazoniensis,14,Neobacillus massiliamazoniensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1413,Bacillaceae,Evansella cellulosilytica,18,Evansella cellulosilytica,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>53345,Enterococcaceae,Enterococcus durans,15,Enterococcus durans,Bacillota,Enterococcaceae,Pathogenic,Gram-positive
>1455,Bacillaceae,Bacillus badius,21,Bacillus badius,Bacillota,Bacillaceae,Potentially pathogenic,Gram-positive
>1482730,Clostridiaceae,Alkaliphilus hydrothermalis,16,Alkaliphilus hydrothermalis,Bacillota,Clostridiaceae,Non-pathogenic,Gram-positive
>2803787,Bacillaceae,Caldalkalibacillus salinus,16,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>207920,Oscillatoriaceae,Moorena bouillonii,13,Morganella morganii sibonii,Pseudomonadota,Morganellaceae,Pathogenic,Gram-negative
>2094020,Carnobacteriaceae,Trichococcus shcherbakoviae,14,Trichococcus shcherbakoviae,Bacillota,Carnobacteriaceae,Non-pathogenic,Gram-positive
>431596,Paenibacillaceae,Paenibacillus ginsengihumi,32,Paenibacillus ginsengihumi,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
>2325,Thermoanaerobacteraceae,Thermoanaerobacter kivui,16,Thermoanaerobacter kivui,Bacillota,Thermoanaerobacteraceae,Non-pathogenic,Gram-positive
>2558309,Nostocaceae,Anabaena sphaerica,13,Anabaena sphaerica,Cyanobacteria,Nostocaceae,Non-pathogenic,Gram-negative
>55507,Selenomonadaceae,Schwartzia succinivorans,17,Schwartzia succinivorans,Bacillota,Selenomonadaceae,Non-pathogenic,Gram-negative
>60520,Lactobacillaceae,Lactiplantibacillus paraplantarum,15,Lactiplantibacillus paraplantarum,Bacillota,Lactobacillaceae,Potentially pathogenic,Gram-positive
>1672701,Bacillaceae,Gracilibacillus oryzae,21,Gracilibacillus oryzae,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>86170,Syntrophomonadaceae,Syntrophothermus lipocalidus,25,Syntrophothermus lipocalidus,Bacillota,Syntrophomonadaceae,Non-pathogenic,Gram-positive
>862415,Selenomonadaceae,Pectinatus brassicae,17,Pectinatus brassicae,Bacillota,Selenomonadaceae,Non-pathogenic,Gram-negative
>1423,Bacillaceae,Bacillus subtilis,16,Bacillus subtilis,Bacillota,Bacillaceae,Pathogenic,Gram-positive
>2917832,Leptolyngbyaceae,Leptothermofonsia sichuanensis,13,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>152332,Lactobacillaceae,Lentilactobacillus parakefiri,15,Lentilactobacillus parakefiri,Bacillota,Lactobacillaceae,Non-pathogenic,Gram-positive
>375929,Natranaerobiaceae,Natranaerobius thermophilus,17,Natranaerobius thermophilus,Bacillota,Natranaerobiaceae,Non-pathogenic,Gram-positive
>1911679,Veillonellaceae,Veillonella infantium,16,Veillonella infantium,Bacillota,Veillonellaceae,Potentially pathogenic,Gram-negative
>1607,Lactobacillaceae,Loigolactobacillus bifermentans,14,Loigolactobacillus bifermentans,Bacillota,Lactobacillaceae,Non-pathogenic,Gram-positive
>240427,Lactobacillaceae,Secundilactobacillus paracollinoides,15,Secundilactobacillus paracollinoides,Bacillota,Lactobacillaceae,Non-pathogenic,Gram-positive
>94009,Bacillales/1-171 Family X. Incertae Sedis,Thermicanus aegyptius,15,Thermicanus aegyptius,Bacillota,,Non-pathogenic,Gram-positive
>1517,Thermoanaerobacteraceae,Thermoanaerobacterium thermosaccharolyticum,16,Thermoanaerobacterium thermosaccharolyticum,Bacillota,Thermoanaerobacteraceae,Non-pathogenic,Gram-positive
>2941334,Bacillaceae,Neobacillus muris,18,Streptobacillus moniliformis,Fusobacteriota,Leptotrichiaceae,Pathogenic,Gram-negative
>2799566,Lactobacillaceae,Levilactobacillus wangkuiensis,15,Levilactobacillus wangkuiensis,Bacillota,Lactobacillaceae,Non-pathogenic,Gram-positive
>1580,Lactobacillaceae,Levilactobacillus brevis,15,Levilactobacillus brevis,Bacillota,Lactobacillaceae,Non-pathogenic,Gram-positive
>2559920,Lactobacillaceae,Lactiplantibacillus songbeiensis,15,Lactiplantibacillus songbeiensis,Bacillota,Lactobacillaceae,Potentially pathogenic,Gram-positive
>1306274,Nostocaceae,Nostoc flagelliforme,13,Nostoc flagelliforme,Cyanobacteria,Nostocaceae,Non-pathogenic,Gram-negative
>356658,Bacillaceae,Peribacillus kribbensis,16,Peribacillus kribbensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>392416,Lactobacillaceae,Companilactobacillus crustorum,15,Companilactobacillus crustorum,Bacillota,Lactobacillaceae,Non-pathogenic,Gram-positive
>337097,Bacillaceae,Vulcanibacillus modesticaldus,15,Vulcanibacillus modesticaldus,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1587527,Bacillaceae,Domibacillus tundrae,20,Domibacillus tundrae,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>2917832,Leptolyngbyaceae,Leptothermofonsia sichuanensis,13,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>2762233,Bacillaceae,Fictibacillus norfolkensis,16,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>1816695,Bacillaceae,Bacillus tuaregi,14,Bacillus thuringiensis,Bacillota,Bacillaceae,Pathogenic,Gram-positive
>2728853,Bacillaceae,Bacillus fonticola,19,Prevotella denticola,Bacteroidota,Prevotellaceae,Pathogenic,Gram-negative
>1325335,Bacillaceae,Anoxybacillus suryakundensis,16,Anoxybacillus suryakundensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1448271,Bacillaceae,Bacillus oleivorans,22,Bacillus oleivorans,Bacillota,Bacillaceae,Potentially pathogenic,Gram-positive
>1423,Bacillaceae,Bacillus subtilis,14,Bacillus subtilis,Bacillota,Bacillaceae,Pathogenic,Gram-positive
>519977,Bacillaceae,Robertmurraya korlensis,14,Robertmurraya korlensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>304207,Lactobacillaceae,Schleiferilactobacillus harbinensis,15,Schleiferilactobacillus harbinensis,Bacillota,Lactobacillaceae,Non-pathogenic,Gram-positive
>1737426,Paenibacillaceae,Paenibacillus senegalimassiliensis,14,Paenibacillus massiliensis massiliensis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
>2822140,Bacillaceae,Bacillus suaedae,16,Bacillus suaedae,Bacillota,Bacillaceae,Potentially pathogenic,Gram-positive
>992288,Bacillaceae,Bacillus pakistanensis,14,Bacillus pakistanensis,Bacillota,Bacillaceae,Potentially pathogenic,Gram-positive
>2486025,Lactobacillaceae,Levilactobacillus mulengensis,15,Levilactobacillus mulengensis,Bacillota,Lactobacillaceae,Non-pathogenic,Gram-positive
>1324956,Bacillaceae,Melghiribacillus thermohalophilus,14,Melghiribacillus thermohalophilus,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1470356,Clostridiaceae,Clostridium ihumii,19,Clostridium chauvoei,Bacillota,Clostridiaceae,Pathogenic,Gram-positive
>1121323,Lachnospiraceae,Anaerotignum lactatifermentans,16,Anaerotignum lactatifermentans,Bacillota,Lachnospiraceae,Non-pathogenic,Gram-positive
>640938,Carnobacteriaceae,Trichococcus ilyis,14,Trichococcus ilyis,Bacillota,Carnobacteriaceae,Non-pathogenic,Gram-positive
>569859,Desulfitobacteriaceae,Desulfosporosinus hippei,19,Desulfosporosinus hippei,Bacillota,Desulfitobacteriaceae,Non-pathogenic,Gram-positive
>2713500,Listeriaceae,Listeria farberi,14,Listeria farberi,Bacillota,Listeriaceae,Potentially pathogenic,Gram-positive
>1461,Bacillaceae,Psychrobacillus insolitus,15,Psychrobacillus insolitus,Bacillota,Caryophanaceae,Non-pathogenic,Gram-positive
>2559919,Lactobacillaceae,Lactiplantibacillus dongliensis,15,Lactiplantibacillus dongliensis,Bacillota,Lactobacillaceae,Potentially pathogenic,Gram-positive
>382641,Carnobacteriaceae,Trichococcus patagoniensis,14,Trichococcus patagoniensis,Bacillota,Carnobacteriaceae,Non-pathogenic,Gram-positive
>1403243,Bacillaceae,Bacillus canaveralius,16,Bacillus canaveralius,Bacillota,Bacillaceae,Potentially pathogenic,Gram-positive
>319652,Lactobacillaceae,Pediococcus cellicola,15,Pediococcus cellicola,Bacillota,Lactobacillaceae,Non-pathogenic,Gram-positive
>2840444,Nostocaceae,Atlanticothrix silvestris,13,Atlanticothrix silvestris,Cyanobacteria,Nostocaceae,Non-pathogenic,Gram-negative
>2485997,Lactobacillaceae,Agrilactobacillus yilanensis,15,Agrilactobacillus yilanensis,Bacillota,Lactobacillaceae,Non-pathogenic,Gram-positive
>1960156,Abditibacteriaceae,Abditibacterium utsteinense,14,Abditibacterium utsteinense,Abditibacteriota,Abditibacteriaceae,Non-pathogenic,Gram-negative
>1305675,Bacillaceae,Bacillus solimangrovi,15,Bacillus solimangrovi,Bacillota,Bacillaceae,Potentially pathogenic,Gram-positive
>217031,Bacillaceae,Lederbergia galactosidilytica,14,Lederbergia galactosidilytica,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1550385,Bacillaceae,Peribacillus alkalitolerans,14,Peribacillus alkalitolerans,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>414682,Lactobacillaceae,Secundilactobacillus similis,15,Secundilactobacillus similis,Bacillota,Lactobacillaceae,Non-pathogenic,Gram-positive
>1917180,Bacillaceae,Mesobacillus zeae,15,Mesobacillus zeae,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1977869,Enterococcaceae,Vagococcus vulneris,15,Vagococcus vulneris,Bacillota,Enterococcaceae,Potentially pathogenic,Gram-positive
>2841031,Lactobacillaceae,Apilactobacillus zhangqiuensis,14,Apilactobacillus zhangqiuensis,Bacillota,Lactobacillaceae,Non-pathogenic,Gram-positive
>182773,Clostridiaceae,Clostridium isatidis,16,Clostridium isatidis,Bacillota,Clostridiaceae,Potentially pathogenic,Gram-positive
>2213202,Planococcaceae,Planococcus lenghuensis,20,Staphylococcus lugdunensis,Bacillota,Staphylococcaceae,Pathogenic,Gram-positive
>82801,Carnobacteriaceae,Desemzia incerta,14,Desemzia incerta,Bacillota,Carnobacteriaceae,Non-pathogenic,Gram-positive
>43064,Carnobacteriaceae,Trichococcus pasteurii,14,Trichococcus pasteurii,Bacillota,Carnobacteriaceae,Non-pathogenic,Gram-positive
>561879,Bacillaceae,Bacillus safensis,15,Bacillus safensis,Bacillota,Bacillaceae,Potentially pathogenic,Gram-positive
>480071,Bacillaceae,Virgibacillus siamensis,15,Virgibacillus siamensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>481720,Lactobacillaceae,Lentilactobacillus otakiensis,15,Lentilactobacillus otakiensis,Bacillota,Lactobacillaceae,Non-pathogenic,Gram-positive
>1323370,Thermohalobacteraceae,Caloranaerobacter ferrireducens,22,Caloranaerobacter ferrireducens,Bacillota,Clostridiaceae,Non-pathogenic,Gram-positive
>2880968,Bacillaceae,Pseudoneobacillus rhizosphaerae,14,Pseudoneobacillus rhizosphaerae,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>2662455,Clostridiaceae,Paraclostridium dentum,14,Paraclostridium dentum,Bacillota,Clostridiaceae,Pathogenic,Gram-positive
>200904,Bacillaceae,Paraliobacillus ryukyuensis,20,Paraliobacillus ryukyuensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>28187,Halobacteroidaceae,Acetohalobium arabaticum,17,Acetohalobium arabaticum,Bacillota,Halobacteroidaceae,Non-pathogenic,Gram-positive
>312089,Clostridiaceae,Clostridium ganghwense,16,Clostridium ganghwense,Bacillota,Clostridiaceae,Potentially pathogenic,Gram-positive
>2880965,Bacillaceae,Neobacillus rhizosphaerae,20,Neobacillus rhizosphaerae,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1768210,Enterococcaceae,Vagococcus martis,14,Vagococcus martis,Bacillota,Enterococcaceae,Potentially pathogenic,Gram-positive
>1229152,Bacillaceae,Oceanobacillus chungangensis,14,Oceanobacillus chungangensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>344881,Flavobacteriaceae,Flavobacterium soli,19,Flavobacterium soli,Bacteroidota,Flavobacteriaceae,Potentially pathogenic,Gram-negative
>1940529,Bacillaceae,Lentibacillus sediminis,14,Lentibacillus sediminis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1374,Planococcaceae,Planococcus kocurii,15,Planococcus kocurii,Bacillota,Caryophanaceae,Non-pathogenic,Gram-positive
>2583219,Bacillaceae,Lentibacillus cibarius,14,Lentibacillus cibarius,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>583357,Thermoanaerobacteraceae,Thermoanaerobacter mathranii,16,Thermoanaerobacter mathranii,Bacillota,Thermoanaerobacteraceae,Non-pathogenic,Gram-positive
>2841534,Tissierellaceae,Tissierella simiarum,16,Tissierella simiarum,Bacillota,Tissierellaceae,Potentially pathogenic,Gram-positive
>1548213,Bacillaceae,Alkalicoccus urumqiensis,18,Alkalicoccus urumqiensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1465766,Paenibacillaceae,Paenibacillus senegalensis,16,Paenibacillus senegalensis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
>46354,Thermoanaerobacteraceae,Thermoanaerobacter wiegelii,21,Thermoanaerobacter wiegelii,Bacillota,Thermoanaerobacteraceae,Non-pathogenic,Gram-positive
>880478,Thermoanaerobacteraceae,Thermoanaerobacter siderophilus,21,Thermoanaerobacter siderophilus,Bacillota,Thermoanaerobacteraceae,Non-pathogenic,Gram-positive
>1071718,Bacillaceae,Bacillus mesophilum,20,Brevibacillus agri,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
>390842,Lactobacillaceae,Lentilactobacillus parafarraginis,15,Lentilactobacillus parafarraginis,Bacillota,Lactobacillaceae,Non-pathogenic,Gram-positive
>1598147,Planococcaceae,Planococcus faecalis,15,Planococcus faecalis,Bacillota,Caryophanaceae,Non-pathogenic,Gram-positive
>54311,Spirulinaceae,Spirulina subsalsa,14,Spirulina subsalsa,Cyanobacteriota,Spirulinaceae,Non-pathogenic,Gram-negative
>1564956,Bacillaceae,Gracilibacillus massiliensis,14,Gracilibacillus massiliensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1639,Listeriaceae,Listeria monocytogenes,14,Listeria monocytogenes,Bacillota,Listeriaceae,Pathogenic,Gram-positive
>1672701,Bacillaceae,Gracilibacillus oryzae,14,Gracilibacillus oryzae,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>2499688,Bacillaceae,Niallia taxi,16,Niallia taxi,Bacillota,Bacillaceae,Potentially pathogenic,Gram-positive
>79263,Paenibacillaceae,Paenibacillus chitinolyticus,32,Paenibacillus chitinolyticus,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
>142877,Desulfitobacteriaceae,Desulfitobacterium metallireducens,16,Desulfitobacterium metallireducens,Bacillota,Desulfitobacteriaceae,Non-pathogenic,Gram-positive
>2547395,Paenibacillaceae,Paenibacillus piri,15,Paenibacillus piri,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
>1607,Lactobacillaceae,Loigolactobacillus bifermentans,15,Loigolactobacillus bifermentans,Bacillota,Lactobacillaceae,Non-pathogenic,Gram-positive
>217158,Clostridiaceae,Clostridium ragsdalei,16,Clostridium cadaveris,Bacillota,Clostridiaceae,Pathogenic,Gram-positive
>182710,Bacillaceae,Oceanobacillus iheyensis,18,Oceanobacillus iheyensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>228899,Bacillaceae,Peribacillus asahii,16,Peribacillus asahii,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>187327,Acidaminococcaceae,Acidaminococcus intestini,16,Acidaminococcus intestini,Bacillota,Acidaminococcaceae,Potentially pathogenic,Gram-negative
>553427,Heliobacteriaceae,Heliorestis acidaminivorans,16,Heliorestis acidaminivorans,Bacillota,Heliobacteriaceae,Non-pathogenic,Gram-positive
>545534,Carnobacteriaceae,Carnobacterium jeotgali,14,Carnobacterium jeotgali,Bacillota,Carnobacteriaceae,Non-pathogenic,Gram-positive
>1441723,Planococcaceae,Chryseomicrobium aureum,15,Chryseomicrobium aureum,Bacillota,Caryophanaceae,Non-pathogenic,Gram-positive
>1655277,Paenibacillaceae,Brevibacillus gelatini,15,Brevibacillus gelatini,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
>254759,Bacillaceae,Siminovitchia fordii,14,Siminovitchia fordii,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>2762217,Bacillaceae,Bacillus norwichensis,14,Bacillus thuringiensis,Bacillota,Bacillaceae,Pathogenic,Gram-positive
>938155,Lactobacillaceae,Companilactobacillus futsaii,15,Companilactobacillus futsaii,Bacillota,Lactobacillaceae,Non-pathogenic,Gram-positive
>1925020,Bacillaceae,Bacillus swezeyi,18,Bacillus swezeyi,Bacillota,Bacillaceae,Potentially pathogenic,Gram-positive
>371036,Bacillaceae,Gottfriedia acidiceleris,14,Gottfriedia acidiceleris,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1027249,Bacillaceae,Gracilibacillus kekensis,14,Gracilibacillus kekensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>2486280,Bacillaceae,Ectobacillus antri,19,Ectobacillus antri,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1505,Peptostreptococcaceae,Paeniclostridium sordellii,14,Paeniclostridium sordellii,Bacillota,Clostridiaceae,Pathogenic,Gram-positive
>263511,Aphanothecaceae,Crocosphaera watsonii,12,Campylobacter hyointestinalis lawsonii,Pseudomonadota,Campylobacteraceae,Pathogenic,Gram-negative
>2653354,Bacillaceae,Bacillus aerolatus,14,Paenibacillus thiaminolyticus,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
>82376,Sporomusaceae,Anaeroarcus burkinensis,16,Anaeroarcus burkinensis,Bacillota,Sporomusaceae,Non-pathogenic,Gram-negative
>118246,Planococcaceae,Ureibacillus terrenus,20,Ureibacillus terrenus,Bacillota,Caryophanaceae,Potentially pathogenic,Gram-positive
>1806837,Veillonellaceae,Massilibacillus massiliensis,14,Massilibacillus massiliensis,Bacillota,Massilibacillaceae,Non-pathogenic,Gram-negative
>1590,Lactobacillaceae,Lactiplantibacillus plantarum,15,Lactiplantibacillus plantarum,Bacillota,Lactobacillaceae,Pathogenic,Gram-positive
>367743,Planococcaceae,Ureibacillus thermophilus,20,Ureibacillus thermophilus,Bacillota,Caryophanaceae,Potentially pathogenic,Gram-positive
>411567,Peptoniphilaceae,Peptoniphilus gorbachii,22,Peptoniphilus gorbachii,Bacillota,Peptoniphilaceae,Pathogenic,Gram-positive
>2670334,Bacillaceae,Lottiidibacillus patelloidae,15,Lottiidibacillus patelloidae,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>2306423,Lactobacillaceae,Lactiplantibacillus garii,15,Lactiplantibacillus garii,Bacillota,Lactobacillaceae,Potentially pathogenic,Gram-positive
>39777,Veillonellaceae,Veillonella atypica,16,Veillonella atypica,Bacillota,Veillonellaceae,Pathogenic,Gram-negative
>349161,Peptococcaceae,Desulforamulus reducens,16,Desulforamulus reducens,Bacillota,Peptococcaceae,Non-pathogenic,Gram-positive
>1476,Planococcaceae,Sporosarcina psychrophila,14,Sporosarcina psychrophila,Bacillota,Caryophanaceae,Non-pathogenic,Gram-positive
>46354,Thermoanaerobacteraceae,Thermoanaerobacter wiegelii,16,Thermoanaerobacter wiegelii,Bacillota,Thermoanaerobacteraceae,Non-pathogenic,Gram-positive
>2738,Enterococcaceae,Vagococcus fluvialis,14,Vagococcus fluvialis,Bacillota,Enterococcaceae,Pathogenic,Gram-positive
>1209493,Prochlorotrichaceae,Halomicronema hongdechloris,14,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>235932,Bacillaceae,Geobacillus jurassicus,18,Geobacillus jurassicus,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>329936,Desulfitobacteriaceae,Desulfosporosinus lacus,19,Desulfosporosinus lacus,Bacillota,Desulfitobacteriaceae,Non-pathogenic,Gram-positive
>1588,Lactobacillaceae,Lentilactobacillus hilgardii,15,Lentilactobacillus hilgardii,Bacillota,Lactobacillaceae,Non-pathogenic,Gram-positive
>439482,Calotrichaceae,Calothrix rhizosoleniae,13,Erysipelothrix rhusiopathiae,Bacillota,Erysipelotrichaceae,Pathogenic,Gram-positive
>2886352,Coleofasciculaceae,Allocoleopsis franciscana,12,Amycolatopsis orientalis,Actinomycetota,Pseudonocardiaceae,Pathogenic,Gram-positive
>1548597,Bacillaceae,Anaerobacillus alkaliphilus,18,Anaerobacillus alkaliphilus,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1712516,Paenibacillaceae,Paenibacillus baekrokdamisoli,14,Paenibacillus baekrokdamisoli,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
>768704,Desulfitobacteriaceae,Desulfosporosinus meridiei,19,Desulfosporosinus meridiei,Bacillota,Desulfitobacteriaceae,Non-pathogenic,Gram-positive
>425380,Nostocaceae,Anabaena subtropica,13,Pseudonocardia autotrophica,Actinomycetota,Pseudonocardiaceae,Pathogenic,Gram-positive
>2419778,Paenibacillaceae,Cohnella endophytica,14,Cohnella endophytica,Bacillota,Paenibacillaceae,Non-pathogenic,Gram-positive
>1274357,Bacillaceae,Ornithinibacillus halotolerans,15,Ornithinibacillus halotolerans,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>480071,Bacillaceae,Virgibacillus siamensis,14,Virgibacillus siamensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>208226,Clostridiaceae,Alkaliphilus metalliredigens,22,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>1347902,Bacillaceae,Priestia taiwanensis,17,Priestia taiwanensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1978490,Bacillaceae,Lysinibacillus endophyticus,20,Lysinibacillus endophyticus,Bacillota,Caryophanaceae,Potentially pathogenic,Gram-positive
>645887,Eubacteriaceae,Alkalibaculum bacchi,17,Alkalibaculum bacchi,Bacillota,Eubacteriaceae,Non-pathogenic,Gram-positive
>2315694,Paenibacillaceae,Cohnella faecalis,14,Cohnella faecalis,Bacillota,Paenibacillaceae,Non-pathogenic,Gram-positive
>1648146,Flavobacteriaceae,Flavobacterium buctense,19,Flavobacterium buctense,Bacteroidota,Flavobacteriaceae,Potentially pathogenic,Gram-negative
>29396,Bacillaceae,Saccharococcus thermophilus,15,Saccharococcus thermophilus,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>74701,Peptococcaceae,Desulforamulus putei,16,Desulforamulus putei,Bacillota,Peptococcaceae,Non-pathogenic,Gram-positive
>263511,Aphanothecaceae,Crocosphaera watsonii,13,Campylobacter hyointestinalis lawsonii,Pseudomonadota,Campylobacteraceae,Pathogenic,Gram-negative
>2316383,Tepidanaerobacteraceae,Biomaibacter acetigenes,15,Biomaibacter acetigenes,Bacillota,Tepidanaerobacteraceae,Non-pathogenic,Gram-positive
>640948,Bacillaceae,Lentibacillus persicus,15,Lentibacillus persicus,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>308892,Bacillaceae,Mesobacillus boroniphilus,14,Mesobacillus boroniphilus,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>859144,Bacillaceae,Cytobacillus gottheilii,20,Cytobacillus gottheilii,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1816696,Bacillaceae,Gracilibacillus timonensis,14,Gracilibacillus timonensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1218495,Lactobacillaceae,Apilactobacillus apinorum,15,Apilactobacillus apinorum,Bacillota,Lactobacillaceae,Non-pathogenic,Gram-positive
>1610737,Oscillatoriaceae,Phormidium tenue,14,Phormidium tenue,Cyanobacteria,Oscillatoriaceae,Non-pathogenic,Gram-negative
>1873425,Paenibacillaceae,Paenibacillus tritici,14,Paenibacillus tritici,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
>35701,Heliobacteriaceae,Heliomicrobium modesticaldum,14,Heliomicrobium modesticaldum,Bacillota,Heliobacteriaceae,Non-pathogenic,Gram-positive
>79881,Bacillaceae,Shouchella gibsonii,16,Shouchella gibsonii,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>1168171,Bacillaceae,Aquibacillus albus,14,Aquibacillus albus,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>569859,Desulfitobacteriaceae,Desulfosporosinus hippei,16,Desulfosporosinus hippei,Bacillota,Desulfitobacteriaceae,Non-pathogenic,Gram-positive
>742169,Bacillaceae,Fictibacillus nanhaiensis,18,Fictibacillus nanhaiensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
>2018669,Desulfitobacteriaceae,Desulfosporosinus fructosivorans,16,Desulfosporosinus fructosivorans,Bacillota,Desulfitobacteriaceae,Non-pathogenic,Gram-positive
>32046,Synechococcaceae,Synechococcus elongatus,14,Synechococcus elongatus,Cyanobacteriota,Synechococcaceae,Non-pathogenic,Gram-negative
>426128,Clostridiaceae,Natronincola peptidivorans,22,Natronincola peptidivorans,Bacillota,Clostridiaceae,Non-pathogenic,Gram-positive
>930152,Bacillaceae,Litchfieldia salsa,14,Litchfieldia salsa,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
