Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
N-acetylmuramoyl-L-alanine amidase [Peribacillus tepidiphilus],Peribacillus tepidiphilus,118,118,98%,2e-28,36.47,510,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153125901.1?report=genbank&log$=prottop&blast_rank=1312&RID=96K09JBT016"",""WP_153125901.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus maysiensis],Paenibacillus maysiensis,114,114,99%,2e-28,39.31,293,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_025685986.1?report=genbank&log$=prottop&blast_rank=1313&RID=96K09JBT016"",""WP_025685986.1"")"
N-acetylmuramoyl-L-alanine amidase [Lacticaseibacillus brantae],Lacticaseibacillus brantae,117,117,100%,2e-28,37.71,437,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_057893731.1?report=genbank&log$=prottop&blast_rank=1314&RID=96K09JBT016"",""WP_057893731.1"")"
N-acetylmuramoyl-L-alanine amidase [Lysinibacillus timonensis],Lysinibacillus timonensis,119,119,100%,2e-28,38.98,680,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_106783670.1?report=genbank&log$=prottop&blast_rank=1315&RID=96K09JBT016"",""WP_106783670.1"")"
N-acetylmuramoyl-L-alanine amidase [Alkalibacterium pelagium],Alkalibacterium pelagium,117,117,98%,2e-28,40.83,443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_091478649.1?report=genbank&log$=prottop&blast_rank=1316&RID=96K09JBT016"",""WP_091478649.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulforamulus putei],Desulforamulus putei,112,112,99%,2e-28,35.68,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_238456961.1?report=genbank&log$=prottop&blast_rank=1317&RID=96K09JBT016"",""WP_238456961.1"")"
N-acetylmuramoyl-L-alanine amidase [Serpentinicella alkaliphila],Serpentinicella alkaliphila,119,119,100%,2e-28,39.56,776,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_132848022.1?report=genbank&log$=prottop&blast_rank=1318&RID=96K09JBT016"",""WP_132848022.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus macerans],Paenibacillus macerans,117,117,98%,2e-28,39.18,482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_036623765.1?report=genbank&log$=prottop&blast_rank=1319&RID=96K09JBT016"",""WP_036623765.1"")"
N-acetylmuramoyl-L-alanine amidase [Carboxydothermus ferrireducens],Carboxydothermus ferrireducens,114,114,99%,2e-28,37.21,277,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_051250218.1?report=genbank&log$=prottop&blast_rank=1320&RID=96K09JBT016"",""WP_051250218.1"")"
N-acetylmuramoyl-L-alanine amidase [Paraclostridium benzoelyticum],Paraclostridium benzoelyticum,116,116,100%,2e-28,36.63,370,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_226896662.1?report=genbank&log$=prottop&blast_rank=1321&RID=96K09JBT016"",""WP_226896662.1"")"
N-acetylmuramoyl-L-alanine amidase [Pyxidicoccus fallax],Pyxidicoccus fallax,119,119,98%,2e-28,35.07,599,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_169342971.1?report=genbank&log$=prottop&blast_rank=1322&RID=96K09JBT016"",""WP_169342971.1"")"
N-acetylmuramoyl-L-alanine amidase [Veillonella magna],Veillonella magna,116,116,98%,2e-28,38.33,375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_028255865.1?report=genbank&log$=prottop&blast_rank=1323&RID=96K09JBT016"",""WP_028255865.1"")"
N-acetylmuramoyl-L-alanine amidase [Lentilactobacillus buchneri],Lentilactobacillus buchneri,114,114,98%,2e-28,38.24,280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013727816.1?report=genbank&log$=prottop&blast_rank=1324&RID=96K09JBT016"",""WP_013727816.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus cabrialesii],Bacillus cabrialesii,112,112,98%,2e-28,38.15,206,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_129505209.1?report=genbank&log$=prottop&blast_rank=1325&RID=96K09JBT016"",""WP_129505209.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus zhaokaii],Oceanobacillus zhaokaii,115,115,100%,2e-28,36.26,347,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_162800311.1?report=genbank&log$=prottop&blast_rank=1326&RID=96K09JBT016"",""WP_162800311.1"")"
N-acetylmuramoyl-L-alanine amidase [Virgibacillus pantothenticus],Virgibacillus pantothenticus,115,115,98%,2e-28,37.28,306,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_050350848.1?report=genbank&log$=prottop&blast_rank=1327&RID=96K09JBT016"",""WP_050350848.1"")"
N-acetylmuramoyl-L-alanine amidase [Halalkalibacter oceani],Halalkalibacter oceani,118,118,99%,2e-28,36.78,577,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_251224823.1?report=genbank&log$=prottop&blast_rank=1328&RID=96K09JBT016"",""WP_251224823.1"")"
N-acetylmuramoyl-L-alanine amidase [Gottschalkia acidurici],Gottschalkia acidurici,113,113,99%,2e-28,38.37,228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014968672.1?report=genbank&log$=prottop&blast_rank=1329&RID=96K09JBT016"",""WP_014968672.1"")"
N-acetylmuramoyl-L-alanine amidase LytC [Bacillus cabrialesii],Bacillus cabrialesii,118,118,99%,2e-28,41.14,496,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_129507430.1?report=genbank&log$=prottop&blast_rank=1330&RID=96K09JBT016"",""WP_129507430.1"")"
N-acetylmuramoyl-L-alanine amidase [Brevibacillus humidisoli],Brevibacillus humidisoli,119,119,98%,2e-28,38.24,606,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_230044430.1?report=genbank&log$=prottop&blast_rank=1331&RID=96K09JBT016"",""WP_230044430.1"")"
N-acetylmuramoyl-L-alanine amidase [Texcoconibacillus texcoconensis],Texcoconibacillus texcoconensis,117,117,100%,2e-28,38.07,484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_184664999.1?report=genbank&log$=prottop&blast_rank=1332&RID=96K09JBT016"",""WP_184664999.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus guangzhouensis],Paenibacillus guangzhouensis,117,117,98%,2e-28,39.77,492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_227793566.1?report=genbank&log$=prottop&blast_rank=1333&RID=96K09JBT016"",""WP_227793566.1"")"
cell wall-binding repeat-containing protein [Clostridium drakei],Clostridium drakei,118,118,100%,3e-28,36.67,507,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_032079772.1?report=genbank&log$=prottop&blast_rank=1334&RID=96K09JBT016"",""WP_032079772.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfosporosinus orientis],Desulfosporosinus orientis,118,118,100%,3e-28,35.14,529,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014187493.1?report=genbank&log$=prottop&blast_rank=1335&RID=96K09JBT016"",""WP_014187493.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Thermoanaerobacter kivui],Thermoanaerobacter kivui,118,118,100%,3e-28,34.08,589,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_049684690.1?report=genbank&log$=prottop&blast_rank=1336&RID=96K09JBT016"",""WP_049684690.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfosporosinus orientis],Desulfosporosinus orientis,113,113,98%,3e-28,33.15,235,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014182631.1?report=genbank&log$=prottop&blast_rank=1337&RID=96K09JBT016"",""WP_014182631.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulforadius tongensis],Desulforadius tongensis,118,118,98%,3e-28,38.12,613,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_204618205.1?report=genbank&log$=prottop&blast_rank=1338&RID=96K09JBT016"",""WP_204618205.1"")"
GW dipeptide domain-containing protein [Marinilactibacillus piezotolerans],Marinilactibacillus piezotolerans,119,119,98%,3e-28,37.63,1219,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_091897827.1?report=genbank&log$=prottop&blast_rank=1339&RID=96K09JBT016"",""WP_091897827.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus indicireducens],Oceanobacillus indicireducens,116,116,100%,3e-28,35.84,388,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188855843.1?report=genbank&log$=prottop&blast_rank=1340&RID=96K09JBT016"",""WP_188855843.1"")"
N-acetylmuramoyl-L-alanine amidase [Geothermobacter ehrlichii],Geothermobacter ehrlichii,118,118,98%,3e-28,36.79,566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_148895036.1?report=genbank&log$=prottop&blast_rank=1341&RID=96K09JBT016"",""WP_148895036.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus dakarensis],Bacillus dakarensis,118,118,98%,3e-28,41.14,562,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_077214832.1?report=genbank&log$=prottop&blast_rank=1342&RID=96K09JBT016"",""WP_077214832.1"")"
N-acetylmuramoyl-L-alanine amidase [Weissella],Weissella,114,114,98%,3e-28,38.01,294,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_170999658.1?report=genbank&log$=prottop&blast_rank=1343&RID=96K09JBT016"",""WP_170999658.1"")"
N-acetylmuramoyl-L-alanine amidase [Brevibacillus fluminis],Brevibacillus fluminis,118,118,98%,3e-28,38.24,579,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_122916870.1?report=genbank&log$=prottop&blast_rank=1344&RID=96K09JBT016"",""WP_122916870.1"")"
N-acetylmuramoyl-L-alanine amidase AmiA [Escherichia],Escherichia,114,114,99%,3e-28,35.65,289,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_000102903.1?report=genbank&log$=prottop&blast_rank=1345&RID=96K09JBT016"",""WP_000102903.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium polynesiense],Clostridium polynesiense,113,113,99%,3e-28,40.12,233,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052447476.1?report=genbank&log$=prottop&blast_rank=1346&RID=96K09JBT016"",""WP_052447476.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerosacchariphilus polymeriproducens],Anaerosacchariphilus polymeriproducens,113,113,100%,3e-28,30.81,231,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235828884.1?report=genbank&log$=prottop&blast_rank=1347&RID=96K09JBT016"",""WP_235828884.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus],Paenibacillus,117,117,98%,3e-28,39.41,494,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_223086695.1?report=genbank&log$=prottop&blast_rank=1348&RID=96K09JBT016"",""WP_223086695.1"")"
SH3 domain-containing protein [Priestia abyssalis],Priestia abyssalis,118,118,100%,3e-28,36.63,603,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_078410901.1?report=genbank&log$=prottop&blast_rank=1349&RID=96K09JBT016"",""WP_078410901.1"")"
N-acetylmuramoyl-L-alanine amidase [Desertibacillus haloalkaliphilus],Desertibacillus haloalkaliphilus,117,117,100%,3e-28,40.57,464,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_217222475.1?report=genbank&log$=prottop&blast_rank=1350&RID=96K09JBT016"",""WP_217222475.1"")"
N-acetylmuramoyl-L-alanine amidase [Terribacillus aidingensis],Terribacillus aidingensis,114,114,98%,3e-28,42.69,285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_097038713.1?report=genbank&log$=prottop&blast_rank=1351&RID=96K09JBT016"",""WP_097038713.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Fontibacillus solani],Fontibacillus solani,117,117,98%,3e-28,36.84,475,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_182537688.1?report=genbank&log$=prottop&blast_rank=1352&RID=96K09JBT016"",""WP_182537688.1"")"
N-acetylmuramoyl-L-alanine amidase [Halobacillus karajensis],Halobacillus karajensis,117,117,99%,3e-28,37.14,454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_074733367.1?report=genbank&log$=prottop&blast_rank=1353&RID=96K09JBT016"",""WP_074733367.1"")"
SH3 domain-containing protein [Mesobacillus harenae],Mesobacillus harenae,118,118,100%,3e-28,37.06,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_174729960.1?report=genbank&log$=prottop&blast_rank=1354&RID=96K09JBT016"",""WP_174729960.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Iocasia fonsfrigidae],Iocasia fonsfrigidae,119,119,98%,3e-28,42.44,747,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_230868752.1?report=genbank&log$=prottop&blast_rank=1355&RID=96K09JBT016"",""WP_230868752.1"")"
N-acetylmuramoyl-L-alanine amidase [Virgibacillus natechei],Virgibacillus natechei,115,115,100%,3e-28,36.26,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_209461989.1?report=genbank&log$=prottop&blast_rank=1356&RID=96K09JBT016"",""WP_209461989.1"")"
N-acetylmuramoyl-L-alanine amidase [Corallococcus llansteffanensis],Corallococcus llansteffanensis,118,118,98%,3e-28,35.07,597,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_120648554.1?report=genbank&log$=prottop&blast_rank=1357&RID=96K09JBT016"",""WP_120648554.1"")"
N-acetylmuramoyl-L-alanine amidase [Veillonella parvula],Veillonella parvula,115,115,98%,3e-28,38.89,365,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012864460.1?report=genbank&log$=prottop&blast_rank=1358&RID=96K09JBT016"",""WP_012864460.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerovibrio lipolyticus],Anaerovibrio lipolyticus,115,115,98%,3e-28,42.08,358,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_159446671.1?report=genbank&log$=prottop&blast_rank=1359&RID=96K09JBT016"",""WP_159446671.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfofundulus thermosubterraneus],Desulfofundulus thermosubterraneus,113,113,99%,3e-28,36.02,239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084062266.1?report=genbank&log$=prottop&blast_rank=1360&RID=96K09JBT016"",""WP_084062266.1"")"
N-acetylmuramoyl-L-alanine amidase [Dorea],Dorea,112,112,99%,3e-28,34.76,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_118224988.1?report=genbank&log$=prottop&blast_rank=1361&RID=96K09JBT016"",""WP_118224988.1"")"
N-acetylmuramoyl-L-alanine amidase [Saccharibacillus brassicae],Saccharibacillus brassicae,117,117,98%,3e-28,42.69,472,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_141445847.1?report=genbank&log$=prottop&blast_rank=1362&RID=96K09JBT016"",""WP_141445847.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus filicis],Paenibacillus filicis,117,117,98%,3e-28,38.17,425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_269881838.1?report=genbank&log$=prottop&blast_rank=1363&RID=96K09JBT016"",""WP_269881838.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus phytohabitans],Paenibacillus phytohabitans,113,113,98%,3e-28,36.26,247,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246354145.1?report=genbank&log$=prottop&blast_rank=1364&RID=96K09JBT016"",""WP_246354145.1"")"
N-acetylmuramoyl-L-alanine amidase AmiA [Kluyvera cryocrescens],Kluyvera cryocrescens,114,114,99%,3e-28,34.88,289,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_061282959.1?report=genbank&log$=prottop&blast_rank=1365&RID=96K09JBT016"",""WP_061282959.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus foliorum],Paenibacillus foliorum,117,117,98%,3e-28,37.06,522,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_171655767.1?report=genbank&log$=prottop&blast_rank=1366&RID=96K09JBT016"",""WP_171655767.1"")"
N-acetylmuramoyl-L-alanine amidase [Loigolactobacillus binensis],Loigolactobacillus binensis,117,117,98%,3e-28,40.00,435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_171001851.1?report=genbank&log$=prottop&blast_rank=1367&RID=96K09JBT016"",""WP_171001851.1"")"
N-acetylmuramoyl-L-alanine amidase [Virgibacillus dakarensis],Virgibacillus dakarensis,115,115,100%,3e-28,36.26,348,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_088050741.1?report=genbank&log$=prottop&blast_rank=1368&RID=96K09JBT016"",""WP_088050741.1"")"
N-acetylmuramoyl-L-alanine amidase [Metabacillus fastidiosus],Metabacillus fastidiosus,118,118,100%,3e-28,37.71,672,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_156483513.1?report=genbank&log$=prottop&blast_rank=1369&RID=96K09JBT016"",""WP_156483513.1"")"
cell wall-binding repeat-containing protein [Clostridium scatologenes],Clostridium scatologenes,117,117,100%,3e-28,36.67,507,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_026366555.1?report=genbank&log$=prottop&blast_rank=1370&RID=96K09JBT016"",""WP_026366555.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus foliorum],Paenibacillus foliorum,117,117,98%,3e-28,37.97,438,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_171654241.1?report=genbank&log$=prottop&blast_rank=1371&RID=96K09JBT016"",""WP_171654241.1"")"
N-acetylmuramoyl-L-alanine amidase [Anoxybacillus ayderensis],Anoxybacillus ayderensis,117,117,100%,3e-28,39.18,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_085788097.1?report=genbank&log$=prottop&blast_rank=1372&RID=96K09JBT016"",""WP_085788097.1"")"
N-acetylmuramoyl-L-alanine amidase [Massilibacillus massiliensis],Massilibacillus massiliensis,115,115,98%,3e-28,37.22,350,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_199884122.1?report=genbank&log$=prottop&blast_rank=1373&RID=96K09JBT016"",""WP_199884122.1"")"
N-acetylmuramoyl-L-alanine amidase [Thermosyntropha lipolytica],Thermosyntropha lipolytica,118,118,98%,3e-28,39.44,817,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_073089126.1?report=genbank&log$=prottop&blast_rank=1374&RID=96K09JBT016"",""WP_073089126.1"")"
N-acetylmuramoyl-L-alanine amidase [Geomonas],Geomonas,116,116,98%,3e-28,36.62,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_136514408.1?report=genbank&log$=prottop&blast_rank=1375&RID=96K09JBT016"",""WP_136514408.1"")"
N-acetylmuramoyl-L-alanine amidase [Brevibacillus dissolubilis],Brevibacillus dissolubilis,113,113,98%,3e-28,38.95,249,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_139491995.1?report=genbank&log$=prottop&blast_rank=1376&RID=96K09JBT016"",""WP_139491995.1"")"
N-acetylmuramoyl-L-alanine amidase [Sporosarcina ureilytica],Sporosarcina ureilytica,117,117,99%,3e-28,38.37,513,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_075527772.1?report=genbank&log$=prottop&blast_rank=1377&RID=96K09JBT016"",""WP_075527772.1"")"
N-acetylmuramoyl-L-alanine amidase [Geobacter chapellei],Geobacter chapellei,116,116,98%,3e-28,35.21,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_214296915.1?report=genbank&log$=prottop&blast_rank=1378&RID=96K09JBT016"",""WP_214296915.1"")"
N-acetylmuramoyl-L-alanine amidase [Bhargavaea massiliensis],Bhargavaea massiliensis,117,117,100%,3e-28,38.60,517,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_213422878.1?report=genbank&log$=prottop&blast_rank=1379&RID=96K09JBT016"",""WP_213422878.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus nakamurai],Bacillus nakamurai,117,117,98%,3e-28,41.28,496,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_061527952.1?report=genbank&log$=prottop&blast_rank=1380&RID=96K09JBT016"",""WP_061527952.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus macquariensis],Paenibacillus macquariensis,113,113,100%,4e-28,40.70,244,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068591728.1?report=genbank&log$=prottop&blast_rank=1381&RID=96K09JBT016"",""WP_068591728.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus thermotolerans],Bacillus thermotolerans,117,117,99%,4e-28,35.88,487,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052728952.1?report=genbank&log$=prottop&blast_rank=1382&RID=96K09JBT016"",""WP_052728952.1"")"
N-acetylmuramoyl-L-alanine amidase [Cohnella endophytica],Cohnella endophytica,112,112,99%,4e-28,34.71,236,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_120978306.1?report=genbank&log$=prottop&blast_rank=1383&RID=96K09JBT016"",""WP_120978306.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Intestinimonas massiliensis],Intestinimonas massiliensis,117,117,99%,4e-28,40.70,484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_050618543.1?report=genbank&log$=prottop&blast_rank=1384&RID=96K09JBT016"",""WP_050618543.1"")"
N-acetylmuramoyl-L-alanine amidase [Planococcus versutus],Planococcus versutus,117,117,98%,4e-28,39.53,462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_049694131.1?report=genbank&log$=prottop&blast_rank=1385&RID=96K09JBT016"",""WP_049694131.1"")"
N-acetylmuramoyl-L-alanine amidase [Aquibacillus saliphilus],Aquibacillus saliphilus,115,115,98%,4e-28,36.09,358,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_226037004.1?report=genbank&log$=prottop&blast_rank=1386&RID=96K09JBT016"",""WP_226037004.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium thailandense],Clostridium thailandense,118,118,100%,4e-28,40.22,598,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_218319752.1?report=genbank&log$=prottop&blast_rank=1387&RID=96K09JBT016"",""WP_218319752.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus mojavensis],Bacillus mojavensis,112,112,98%,4e-28,40.46,206,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_168748206.1?report=genbank&log$=prottop&blast_rank=1388&RID=96K09JBT016"",""WP_168748206.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Fontibacillus panacisegetis],Fontibacillus panacisegetis,117,117,98%,4e-28,36.84,475,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_091227747.1?report=genbank&log$=prottop&blast_rank=1389&RID=96K09JBT016"",""WP_091227747.1"")"
N-acetylmuramoyl-L-alanine amidase [Marinithermofilum abyssi],Marinithermofilum abyssi,111,111,100%,4e-28,36.93,184,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188648449.1?report=genbank&log$=prottop&blast_rank=1390&RID=96K09JBT016"",""WP_188648449.1"")"
N-acetylmuramoyl-L-alanine amidase [Viridibacillus soli],Viridibacillus soli,113,113,100%,4e-28,34.25,249,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_234447592.1?report=genbank&log$=prottop&blast_rank=1391&RID=96K09JBT016"",""WP_234447592.1"")"
N-acetylmuramoyl-L-alanine amidase [Parageobacillus thermantarcticus],Parageobacillus thermantarcticus,117,117,99%,4e-28,35.96,468,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_090950918.1?report=genbank&log$=prottop&blast_rank=1392&RID=96K09JBT016"",""WP_090950918.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus antibioticophila],Paenibacillus antibioticophila,117,117,98%,4e-28,38.24,467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_233500672.1?report=genbank&log$=prottop&blast_rank=1393&RID=96K09JBT016"",""WP_233500672.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Brevibacillus brevis],Brevibacillus brevis,117,117,98%,4e-28,37.06,551,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_106652671.1?report=genbank&log$=prottop&blast_rank=1394&RID=96K09JBT016"",""WP_106652671.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus baekrokdamisoli],Paenibacillus baekrokdamisoli,117,117,98%,4e-28,39.41,519,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_125654186.1?report=genbank&log$=prottop&blast_rank=1395&RID=96K09JBT016"",""WP_125654186.1"")"
N-acetylmuramoyl-L-alanine amidase [Luteolibacter yonseiensis],Luteolibacter yonseiensis,112,112,98%,4e-28,37.28,200,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_200351760.1?report=genbank&log$=prottop&blast_rank=1396&RID=96K09JBT016"",""WP_200351760.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Brevibacillus antibioticus],Brevibacillus antibioticus,117,117,98%,4e-28,35.50,551,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_137031126.1?report=genbank&log$=prottop&blast_rank=1397&RID=96K09JBT016"",""WP_137031126.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium massiliodielmoense],Clostridium massiliodielmoense,118,118,98%,4e-28,39.89,645,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_242954812.1?report=genbank&log$=prottop&blast_rank=1398&RID=96K09JBT016"",""WP_242954812.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Brevibacillus porteri],Brevibacillus porteri,117,117,98%,4e-28,37.06,551,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_106834817.1?report=genbank&log$=prottop&blast_rank=1399&RID=96K09JBT016"",""WP_106834817.1"")"
N-acetylmuramoyl-L-alanine amidase [Rubritalea profundi],Rubritalea profundi,112,112,98%,4e-28,38.46,207,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_105043075.1?report=genbank&log$=prottop&blast_rank=1400&RID=96K09JBT016"",""WP_105043075.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerosalibacter bizertensis],Anaerosalibacter bizertensis,117,117,99%,4e-28,38.95,439,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_216384930.1?report=genbank&log$=prottop&blast_rank=1401&RID=96K09JBT016"",""WP_216384930.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus subtilis group],Bacillus subtilis group,112,112,98%,4e-28,40.23,207,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_003325488.1?report=genbank&log$=prottop&blast_rank=1402&RID=96K09JBT016"",""WP_003325488.1"")"
