taxid,family,genus_species,helix_5_occupancy_75_max,amr_fullname,amr_phylum,amr_family,amr_pathogenicity,amr_gram_status
>445709,Burkholderiaceae,Pandoraea thiooxydans,47,Pandoraea thiooxydans,Pseudomonadota,Burkholderiaceae,Potentially pathogenic,Gram-negative
>1239307,Bruguierivoracaceae,Sodalis praecaptivus,46,Sodalis praecaptivus,Pseudomonadota,Pectobacteriaceae,Potentially pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,46,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1157986,Ignatzschineriaceae,Wohlfahrtiimonas larvae,47,Wohlfahrtiimonas larvae,Pseudomonadota,,Potentially pathogenic,Gram-negative
>106590,Burkholderiaceae,Cupriavidus necator,47,Cupriavidus necator,Pseudomonadota,Burkholderiaceae,Potentially pathogenic,Gram-negative
>418699,Zoogloeaceae,Azoarcus olearius,47,Azoarcus olearius,Pseudomonadota,Zoogloeaceae,Non-pathogenic,Gram-negative
>488731,Burkholderiaceae,Burkholderia seminalis,47,Burkholderia seminalis,Pseudomonadota,Burkholderiaceae,Pathogenic,Gram-negative
>1444684,Nitrosomonadaceae,Nitrosomonas stercoris,47,Nitrosomonas stercoris,Pseudomonadota,Nitrosomonadaceae,Non-pathogenic,Gram-negative
>480813,Erwiniaceae,Tatumella saanichensis,47,Tatumella saanichensis,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>2758569,Oxalobacteraceae,Rugamonas brunnea,47,Rugamonas brunnea,Pseudomonadota,Pseudomonadaceae,Non-pathogenic,Gram-negative
>549,Erwiniaceae,Pantoea agglomerans,47,Pantoea agglomerans,Pseudomonadota,Erwiniaceae,Pathogenic,Gram-negative
>295068,Oceanospirillaceae,Marinomonas aquimarina,47,Marinomonas aquimarina,Pseudomonadota,Oceanospirillaceae,Non-pathogenic,Gram-negative
>2978220,Erwiniaceae,Winslowiella arboricola,47,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>184067,Halomonadaceae,Kushneria indalinina,51,Kushneria indalinina,Pseudomonadota,Halomonadaceae,Non-pathogenic,Gram-negative
>985250,Sinobacteraceae,Sinimarinibacterium flocculans,47,Sinimarinibacterium flocculans,Pseudomonadota,Nevskiaceae,Non-pathogenic,Gram-negative
>69280,Oxalobacteraceae,Oxalicibacterium solurbis,47,Oxalicibacterium solurbis,Pseudomonadota,Oxalobacteraceae,Non-pathogenic,Gram-negative
>396808,Chromobacteriaceae,Andreprevotia chitinilytica,47,Andreprevotia chitinilytica,Pseudomonadota,Chromobacteriaceae,Non-pathogenic,Gram-negative
>552,Erwiniaceae,Erwinia amylovora,47,Erwinia amylovora,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>263818,Oceanospirillaceae,Marinomonas ushuaiensis,47,Marinomonas ushuaiensis,Pseudomonadota,Oceanospirillaceae,Non-pathogenic,Gram-negative
>384678,Paracoccaceae,Paracoccus sulfuroxidans,45,Paracoccus sulfuroxidans,Pseudomonadota,Rhodobacteraceae,Potentially pathogenic,Gram-negative
>86174,Zoogloeaceae,Thauera butanivorans,47,Thauera butanivorans,Pseudomonadota,Zoogloeaceae,Non-pathogenic,Gram-negative
>2800330,Alcaligenaceae,Advenella mandrilli,47,Advenella mandrilli,Pseudomonadota,Alcaligenaceae,Potentially pathogenic,Gram-negative
>1076550,Erwiniaceae,Pantoea rwandensis,47,Pantoea rwandensis,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>1849581,Rhodanobacteraceae,Dyella caseinilytica,47,Dyella caseinilytica,Pseudomonadota,Rhodanobacteraceae,Potentially pathogenic,Gram-negative
>1458355,Erwiniaceae,Mixta theicola,46,Mixta theicola,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>2853256,Erwiniaceae,Erwinia phyllosphaerae,47,Erwinia phyllosphaerae,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>2795029,Sphaerotilaceae,Inhella proteolytica,48,Inhella proteolytica,Pseudomonadota,,Non-pathogenic,Gram-negative
>424218,Sterolibacteriaceae,Georgfuchsia toluolica,47,Georgfuchsia toluolica,Pseudomonadota,Sterolibacteriaceae,Non-pathogenic,Gram-negative
>549,Erwiniaceae,Pantoea agglomerans,46,Pantoea agglomerans,Pseudomonadota,Erwiniaceae,Pathogenic,Gram-negative
>59406,Rhodocyclaceae,Aromatoleum evansii,47,Aromatoleum evansii,Pseudomonadota,Zoogloeaceae,Non-pathogenic,Gram-negative
>210408,Chromatiaceae,Thiorhodococcus drewsii,47,Thiorhodococcus drewsii,Pseudomonadota,Chromatiaceae,Non-pathogenic,Gram-negative
>1076551,Erwiniaceae,Pantoea wallisii,47,Pantoea wallisii,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>71657,Pectobacteriaceae,Lonsdalea quercina,46,Lonsdalea quercina,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>363885,Xanthomonadaceae,Luteimonas panaciterrae,46,Luteimonas panaciterrae,Pseudomonadota,Lysobacteraceae,Non-pathogenic,Gram-negative
>2792854,Oxalobacteraceae,Massilia soli,47,Massilia soli,Pseudomonadota,Oxalobacteraceae,Potentially pathogenic,Gram-negative
>2806210,Sinobacteraceae,Flagellatimonas centrodinii,47,Flagellatimonas centrodinii,Pseudomonadota,Nevskiaceae,Non-pathogenic,Gram-negative
>1001822,Burkholderiaceae,Cupriavidus agavae,47,Cupriavidus agavae,Pseudomonadota,Burkholderiaceae,Potentially pathogenic,Gram-negative
>633194,Roseobacteraceae,Roseivivax lentus,45,Roseivivax lentus,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
>321982,Oxalobacteraceae,Pseudoduganella dura,47,Massilia dura,Pseudomonadota,Oxalobacteraceae,Potentially pathogenic,Gram-negative
>28450,Burkholderiaceae,Burkholderia pseudomallei,47,Burkholderia pseudomallei,Pseudomonadota,Burkholderiaceae,Pathogenic,Gram-negative
>338565,Erwiniaceae,Erwinia tasmaniensis,46,Erwinia tasmaniensis,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>28450,Burkholderiaceae,Burkholderia pseudomallei,47,Burkholderia pseudomallei,Pseudomonadota,Burkholderiaceae,Pathogenic,Gram-negative
>392736,Zoogloeaceae,Uliginosibacterium gangwonense,47,Uliginosibacterium gangwonense,Pseudomonadota,Zoogloeaceae,Non-pathogenic,Gram-negative
>1071679,Burkholderiaceae,Caballeronia grimmiae,47,Caballeronia grimmiae,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>95485,Burkholderiaceae,Burkholderia stabilis,47,Burkholderia stabilis,Pseudomonadota,Burkholderiaceae,Pathogenic,Gram-negative
>83655,Enterobacteriaceae,Leclercia adecarboxylata,46,Leclercia adecarboxylata,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>266123,Alcaligenaceae,Castellaniella caeni,47,Castellaniella caeni,Pseudomonadota,Alcaligenaceae,Non-pathogenic,Gram-negative
>466109,Bruguierivoracaceae,Biostraticola tofi,47,Biostraticola tofi,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>516702,Alcaligenaceae,Pigmentiphaga litoralis,47,Pigmentiphaga litoralis,Pseudomonadota,Alcaligenaceae,Non-pathogenic,Gram-negative
>488730,Burkholderiaceae,Burkholderia arboris,47,Burkholderia arboris,Pseudomonadota,Burkholderiaceae,Pathogenic,Gram-negative
>1635327,Orbaceae,Zophobihabitans entericus,46,Zophobihabitans entericus,Pseudomonadota,Orbaceae,Non-pathogenic,Gram-negative
>562,Enterobacteriaceae,Escherichia coli,47,Escherichia coli,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1851544,Alcaligenaceae,Orrella dioscoreae,47,Orrella dioscoreae,Pseudomonadota,Alcaligenaceae,Non-pathogenic,Gram-negative
>796334,Erwiniaceae,Erwinia oleae,46,Erwinia oleae,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>54291,Enterobacteriaceae,Raoultella ornithinolytica,47,Raoultella ornithinolytica,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>40324,Xanthomonadaceae,Stenotrophomonas maltophilia,47,Stenotrophomonas maltophilia,Pseudomonadota,Lysobacteraceae,Pathogenic,Gram-negative
>2170577,Paracoccaceae,Thalassorhabdomicrobium marinisediminis,45,Thalassorhabdomicrobium marinisediminis,Pseudomonadota,Hyphomonadaceae,Non-pathogenic,Gram-negative
>417203,Burkholderiaceae,Mycetohabitans endofungorum,47,Mycetohabitans endofungorum,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>1005994,Enterobacteriaceae,Trabulsiella guamensis,47,Trabulsiella guamensis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>2478464,Enterobacteriaceae,Enterobacter oligotrophicus,46,Enterobacter oligotrophicus,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>690417,Paracoccaceae,Paracoccus sphaerophysae,45,Paracoccus sphaerophysae,Pseudomonadota,Rhodobacteraceae,Potentially pathogenic,Gram-negative
>2666084,Oxalobacteraceae,Duganella guangzhouensis,47,Duganella guangzhouensis,Pseudomonadota,Oxalobacteraceae,Non-pathogenic,Gram-negative
>562,Enterobacteriaceae,Escherichia coli,47,Escherichia coli,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>634155,Rhodanobacteraceae,Pseudofulvimonas gallinarii,47,Pseudofulvimonas gallinarii,Pseudomonadota,Rhodanobacteraceae,Non-pathogenic,Gram-negative
>78587,Caulobacteraceae,Asticcacaulis excentricus,40,Asticcacaulis excentricus,Pseudomonadota,Caulobacteraceae,Non-pathogenic,Gram-negative
>28141,Enterobacteriaceae,Cronobacter sakazakii,47,Cronobacter sakazakii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>797535,Alcaligenaceae,Advenella faeciporci,47,Advenella faeciporci,Pseudomonadota,Alcaligenaceae,Potentially pathogenic,Gram-negative
>2571148,Chromobacteriaceae,Chitiniphilus eburneus,47,Chitiniphilus eburneus,Pseudomonadota,Chromobacteriaceae,Non-pathogenic,Gram-negative
>42906,Yersiniaceae,Serratia entomophila,46,Serratia entomophila,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>2692175,Oxalobacteraceae,Duganella flavida,47,Duganella flavida,Pseudomonadota,Oxalobacteraceae,Non-pathogenic,Gram-negative
>470932,Erwiniaceae,Pantoea deleyi,47,Pantoea deleyi,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>345309,Rhodanobacteraceae,Luteibacter yeojuensis,47,Luteibacter yeojuensis,Pseudomonadota,Rhodanobacteraceae,Potentially pathogenic,Gram-negative
>40324,Xanthomonadaceae,Stenotrophomonas maltophilia,47,Stenotrophomonas maltophilia,Pseudomonadota,Lysobacteraceae,Pathogenic,Gram-negative
>2815343,Zoogloeaceae,Nitrogeniibacter aestuarii,47,Nitrogeniibacter aestuarii,Pseudomonadota,Zoogloeaceae,Non-pathogenic,Gram-negative
>1908520,Orbaceae,Gilliamella mensalis,46,Gilliamella mensalis,Pseudomonadota,Orbaceae,Non-pathogenic,Gram-negative
>54291,Enterobacteriaceae,Raoultella ornithinolytica,47,Raoultella ornithinolytica,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>413502,Enterobacteriaceae,Cronobacter turicensis,47,Cronobacter turicensis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>431060,Sphaerotilaceae,Roseateles terrae,48,Roseateles terrae,Pseudomonadota,Comamonadaceae,Non-pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,46,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2042704,Halomonadaceae,Halomonas nigrificans,51,Halomonas nigrificans,Pseudomonadota,Halomonadaceae,Potentially pathogenic,Gram-negative
>1695997,Paracoccaceae,Pseudoprimorskyibacter insulae,45,Pseudoprimorskyibacter insulae,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
>485,Neisseriaceae,Neisseria gonorrhoeae,46,Neisseria gonorrhoeae,Pseudomonadota,Neisseriaceae,Pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,46,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>34038,Yersiniaceae,Rahnella aquatilis,46,Rahnella aquatilis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>75310,Rhodanobacteraceae,Rhodanobacter lindaniclasticus,47,Rhodanobacter lindaniclasticus,Pseudomonadota,Rhodanobacteraceae,Potentially pathogenic,Gram-negative
>2023261,Paracoccaceae,Paracoccus hibiscisoli,45,Paracoccus hibiscisoli,Pseudomonadota,Rhodobacteraceae,Potentially pathogenic,Gram-negative
>549,Erwiniaceae,Pantoea agglomerans,47,Pantoea agglomerans,Pseudomonadota,Erwiniaceae,Pathogenic,Gram-negative
>1770053,Burkholderiaceae,Chitinasiproducens palmae,47,Chitinasiproducens palmae,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>28141,Enterobacteriaceae,Cronobacter sakazakii,47,Cronobacter sakazakii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1792500,Burkholderiaceae,Burkholderia guangdongensis,47,Burkholderia guangdongensis,Pseudomonadota,Burkholderiaceae,Potentially pathogenic,Gram-negative
>1982602,Oceanospirillaceae,Marinospirillum perlucidum,51,Marinospirillum perlucidum,Pseudomonadota,Oceanospirillaceae,Non-pathogenic,Gram-negative
>2594501,Xanthomonadaceae,Lysobacter profundi,47,Lysobacter profundi,Pseudomonadota,Lysobacteraceae,Non-pathogenic,Gram-negative
>58169,Yersiniaceae,Rahnella inusitata,46,Rahnella inusitata,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>2320864,Oxalobacteraceae,Massilia cavernae,47,Massilia cavernae,Pseudomonadota,Oxalobacteraceae,Potentially pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,46,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1777142,Burkholderiaceae,Caballeronia arationis,47,Caballeronia arationis,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>2562153,Oxalobacteraceae,Massilia horti,47,Massilia horti,Pseudomonadota,Oxalobacteraceae,Potentially pathogenic,Gram-negative
>1348774,Erythrobacteraceae,Croceicoccus naphthovorans,43,Croceicoccus naphthovorans,Pseudomonadota,Erythrobacteraceae,Non-pathogenic,Gram-negative
>521013,Paracoccaceae,Limimaricola pyoseonensis,45,Limimaricola pyoseonensis,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
>83655,Enterobacteriaceae,Leclercia adecarboxylata,46,Leclercia adecarboxylata,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>138073,Enterobacteriaceae,Candidatus Regiella insecticola,46,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>1208321,Oceanospirillaceae,Marinomonas profundimaris,47,Marinomonas profundimaris,Pseudomonadota,Oceanospirillaceae,Non-pathogenic,Gram-negative
>82633,Burkholderiaceae,Cupriavidus pauculus,47,Cupriavidus pauculus,Pseudomonadota,Burkholderiaceae,Pathogenic,Gram-negative
>69223,Pectobacteriaceae,Musicola paradisiaca,46,Musicola paradisiaca,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>1121960,Halomonadaceae,Halomonas zhanjiangensis,51,Halomonas zhanjiangensis,Pseudomonadota,Halomonadaceae,Potentially pathogenic,Gram-negative
>2529379,Oceanospirillaceae,Marinomonas flavescens,47,Marinomonas flavescens,Pseudomonadota,Oceanospirillaceae,Non-pathogenic,Gram-negative
>435905,Microbulbiferaceae,Microbulbifer celer,50,Microbulbifer celer,Pseudomonadota,Microbulbiferaceae,Non-pathogenic,Gram-negative
>2771362,Xanthomonadaceae,Stenotrophomonas cyclobalanopsidis,47,Stenotrophomonas cyclobalanopsidis,Pseudomonadota,Lysobacteraceae,Potentially pathogenic,Gram-negative
>413497,Enterobacteriaceae,Cronobacter dublinensis,47,Cronobacter dublinensis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>365339,Chromatiaceae,Marichromatium bheemlicum,47,Marichromatium bheemlicum,Pseudomonadota,Chromatiaceae,Non-pathogenic,Gram-negative
>983952,Sterolibacteriaceae,Methyloversatilis universalis,47,Methyloversatilis universalis,Pseudomonadota,Sterolibacteriaceae,Non-pathogenic,Gram-negative
>1811807,Granulosicoccaceae,Sulfuriflexus mobilis,47,Sulfuriflexus mobilis,Pseudomonadota,Granulosicoccaceae,Non-pathogenic,Gram-negative
>245188,Paracoccaceae,Yoonia vestfoldensis,45,Yoonia vestfoldensis,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
>2364647,Erwiniaceae,Kalamiella piersonii,47,Pantoea piersonii,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>2529381,Enterobacteriaceae,Enterobacter wuhouensis,46,Enterobacter wuhouensis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>323848,Nitrosomonadaceae,Nitrosospira multiformis,47,Nitrosospira multiformis,Pseudomonadota,Nitrosomonadaceae,Non-pathogenic,Gram-negative
>946333,Fam_of_Rhizobacter,Rhizobacter gummiphilus,47,Rhizobacter gummiphilus,Pseudomonadota,Pseudomonadaceae,Non-pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,46,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>373040,Oxalobacteraceae,Massilia aurea,49,Massilia aurea,Pseudomonadota,Oxalobacteraceae,Potentially pathogenic,Gram-negative
>61652,Yersiniaceae,Serratia rubidaea,47,Serratia rubidaea,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>332522,Fam_of_Halospina,Halospina denitrificans,50,Halospina denitrificans,Pseudomonadota,Hahellaceae,Non-pathogenic,Gram-negative
>2884250,Pectobacteriaceae,Musicola keenii,46,Musicola keenii,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>556,Pectobacteriaceae,Dickeya chrysanthemi,46,Dickeya chrysanthemi,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>549169,Chromobacteriaceae,Pseudogulbenkiania ferrooxidans,47,Pseudogulbenkiania ferrooxidans,Pseudomonadota,Chromobacteriaceae,Non-pathogenic,Gram-negative
>356302,Burkholderiaceae,Chitinimonas koreensis,47,Chitinimonas koreensis,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>549,Erwiniaceae,Pantoea agglomerans,47,Pantoea agglomerans,Pseudomonadota,Erwiniaceae,Pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,46,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>75796,Rhodocyclaceae,Aromatoleum diolicum,47,Aromatoleum diolicum,Pseudomonadota,Zoogloeaceae,Non-pathogenic,Gram-negative
>208962,Enterobacteriaceae,Escherichia albertii,47,Escherichia albertii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,46,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2492394,Xanthomonadaceae,Lysobacter segetis,46,Lysobacter segetis,Pseudomonadota,Lysobacteraceae,Non-pathogenic,Gram-negative
>92003,Rhodocyclaceae,Aromatoleum toluclasticum,47,Aromatoleum toluclasticum,Pseudomonadota,Zoogloeaceae,Non-pathogenic,Gram-negative
>1820333,Paracoccaceae,Paracoccus aestuariivivens,45,Paracoccus aestuariivivens,Pseudomonadota,Rhodobacteraceae,Potentially pathogenic,Gram-negative
>1503750,Xanthomonadaceae,Pseudoxanthomonas sangjuensis,47,Pseudoxanthomonas sangjuensis,Pseudomonadota,Lysobacteraceae,Potentially pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,46,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>184748,Paracoccaceae,Paracoccus seriniphilus,45,Paracoccus seriniphilus,Pseudomonadota,Rhodobacteraceae,Potentially pathogenic,Gram-negative
>40324,Xanthomonadaceae,Stenotrophomonas maltophilia,47,Stenotrophomonas maltophilia,Pseudomonadota,Lysobacteraceae,Pathogenic,Gram-negative
>549,Erwiniaceae,Pantoea agglomerans,47,Pantoea agglomerans,Pseudomonadota,Erwiniaceae,Pathogenic,Gram-negative
>2478468,Alcaligenaceae,Pigmentiphaga humi,47,Pigmentiphaga humi,Pseudomonadota,Alcaligenaceae,Non-pathogenic,Gram-negative
>2926469,Enterobacteriaceae,Silvania hatchlandensis,46,Salmonella enterica enterica,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1104775,Xanthomonadaceae,Lysobacter telluris,47,Mycobacterium tuberculosis,Actinomycetota,Mycobacteriaceae,Pathogenic,Gram-positive
>69224,Erwiniaceae,Erwinia psidii,47,Erwinia psidii,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>191960,Fam_of_Sedimenticola,Sedimenticola selenatireducens,47,Sedimenticola selenatireducens,Pseudomonadota,,Non-pathogenic,Gram-negative
>34027,Rhodocyclaceae,Aromatoleum tolulyticum,47,Aromatoleum tolulyticum,Pseudomonadota,Zoogloeaceae,Non-pathogenic,Gram-negative
>2994648,Enterobacteriaceae,Enterobacter nematophilus,46,Enterobacter cancerogenus,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>61646,Enterobacteriaceae,Lelliottia amnigena,46,Lelliottia amnigena,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>551987,Oxalobacteraceae,Duganella sacchari,47,Duganella sacchari,Pseudomonadota,Oxalobacteraceae,Non-pathogenic,Gram-negative
>2560053,Paracoccaceae,Paracoccus liaowanqingii,45,Paracoccus liaowanqingii,Pseudomonadota,Rhodobacteraceae,Potentially pathogenic,Gram-negative
>287,Pseudomonadaceae,Pseudomonas aeruginosa,50,Pseudomonas aeruginosa,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>61647,Enterobacteriaceae,Pluralibacter gergoviae,47,Pluralibacter gergoviae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2926470,Enterobacteriaceae,Silvania confinis,46,Salmonella Bonariensis,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>67825,Enterobacteriaceae,Citrobacter rodentium,47,Citrobacter rodentium,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1795041,Paracoccaceae,Pseudoroseicyclus aestuarii,45,Pseudoroseicyclus aestuarii,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
>2597702,Yersiniaceae,Serratia rhizosphaerae,47,Serratia rhizosphaerae,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>76116,Rhodocyclaceae,Aromatoleum petrolei,47,Aromatoleum petrolei,Pseudomonadota,Zoogloeaceae,Non-pathogenic,Gram-negative
>1089444,Pectobacteriaceae,Dickeya solani,46,Dickeya solani,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>305977,Alcaligenaceae,Pusillimonas noertemannii,47,Pusillimonas noertemannii,Bacillota,Oscillospiraceae,Non-pathogenic,Gram-positive
>2546226,Xanthomonadaceae,Arenimonas terrae,47,Arenimonas terrae,Pseudomonadota,Lysobacteraceae,Non-pathogenic,Gram-negative
>196367,Burkholderiaceae,Caballeronia sordidicola,47,Caballeronia sordidicola,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>60547,Burkholderiaceae,Caballeronia glathei,47,Caballeronia glathei,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>2821489,Rhodanobacteraceae,Frateuria flava,47,Frateuria flava,Pseudomonadota,Rhodanobacteraceae,Non-pathogenic,Gram-negative
>106590,Burkholderiaceae,Cupriavidus necator,46,Cupriavidus necator,Pseudomonadota,Burkholderiaceae,Potentially pathogenic,Gram-negative
>2562449,Enterobacteriaceae,Citrobacter tructae,47,Citrobacter tructae,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>2493092,Fam_of_Aquabacterium,Aquabacterium soli,47,Aquabacterium soli,Pseudomonadota,Comamonadaceae,Non-pathogenic,Gram-negative
>1163710,Enterobacteriaceae,Cronobacter condimenti,47,Cronobacter condimenti,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>2652177,Alcaligenaceae,Pelistega ratti,47,Pelistega ratti,Pseudomonadota,Alcaligenaceae,Non-pathogenic,Gram-negative
>2615214,Burkholderiaceae,Burkholderia perseverans,47,Burkholderia multivorans,Pseudomonadota,Burkholderiaceae,Pathogenic,Gram-negative
>1819725,Burkholderiaceae,Polynucleobacter ibericus,47,Polynucleobacter ibericus,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>1288494,Nitrosomonadaceae,Nitrosospira lacus,47,Nitrosospira lacus,Pseudomonadota,Nitrosomonadaceae,Non-pathogenic,Gram-negative
>472583,Ignatzschineriaceae,Ignatzschineria indica,47,Ignatzschineria indica,Pseudomonadota,,Pathogenic,Gram-negative
>40324,Xanthomonadaceae,Stenotrophomonas maltophilia,47,Stenotrophomonas maltophilia,Pseudomonadota,Lysobacteraceae,Pathogenic,Gram-negative
>1765967,Ectothiorhodospiraceae,Acidihalobacter ferrooxydans,47,Acidihalobacter ferrooxydans,Pseudomonadota,Ectothiorhodospiraceae,Non-pathogenic,Gram-negative
>1486991,Bruguierivoracaceae,Candidatus Sodalis pierantonius,46,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>485,Neisseriaceae,Neisseria gonorrhoeae,46,Neisseria gonorrhoeae,Pseudomonadota,Neisseriaceae,Pathogenic,Gram-negative
>1035707,Oxalobacteraceae,Pseudoduganella namucuonensis,47,Massilia namucuonensis,Pseudomonadota,Oxalobacteraceae,Potentially pathogenic,Gram-negative
>37487,Chromatiaceae,Marichromatium purpuratum,47,Marichromatium purpuratum,Pseudomonadota,Chromatiaceae,Non-pathogenic,Gram-negative
>41899,Burkholderiaceae,Burkholderia plantarii,47,Burkholderia plantarii,Pseudomonadota,Burkholderiaceae,Potentially pathogenic,Gram-negative
>2494702,Enterobacteriaceae,Enterobacter huaxiensis,46,Enterobacter huaxiensis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>1121000,Chromobacteriaceae,Andreprevotia lacus,47,Andreprevotia lacus,Pseudomonadota,Chromobacteriaceae,Non-pathogenic,Gram-negative
>28450,Burkholderiaceae,Burkholderia pseudomallei,47,Burkholderia pseudomallei,Pseudomonadota,Burkholderiaceae,Pathogenic,Gram-negative
>2815733,Enterobacteriaceae,Tenebrionicola larvae,46,Tenebrionicola larvae,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>556053,Burkholderiaceae,Polynucleobacter acidiphobus,47,Polynucleobacter acidiphobus,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>40324,Xanthomonadaceae,Stenotrophomonas maltophilia,47,Stenotrophomonas maltophilia,Pseudomonadota,Lysobacteraceae,Pathogenic,Gram-negative
>1082704,Pectobacteriaceae,Lonsdalea britannica,46,Lonsdalea britannica,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>55211,Erwiniaceae,Erwinia persicina,47,Erwinia persicina,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
